Feature_ID	English	Language_ID	Language name (-dialect)	Family	Region	Value	Alignment	Cognatesets	Source
91	root	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ɛtɛ larin	nan	nan	datasets/ddgmk20160112wordlist.tsv
91	root	maka1316	Makasae	Timor-Alor-Pantar	Timor	ate 'ari	nan	nan	datasets/mkzmk20160112wordlist.tsv
91	root	wers1238	Wersing	Timor-Alor-Pantar	Timor	sri piŋ	nan	nan	datasets/kvwhc20151026wordlist.tsv
91	root	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	sriping	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	adon1237	Lamaholot-Adonara	Austronesian	Adonara	kajo ˈwuã	nan	nan	datasets/lmhadmk20150518wordlist.tsv
92	fruit	cent2245-hewa	Hewa	Austronesian	Flores	ʋuan	nan	nan	datasets/hwamk20150514wordlist.tsv
92	fruit	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈwuaŋ	nan	nan	datasets/lmhlimk20150524wordlist.tsv
92	fruit	sika1262	Sika	Austronesian	Flores	vuan	nan	nan	datasets/skihf2013wordlist.tsv
92	fruit	keda1252	Kedang	Austronesian	Lembata	uan	nan	nan	datasets/kedmk20150521wordlistchanges201507.tsv
92	fruit	keda1252	Kedang	Austronesian	Lembata	uan	nan	nan	datasets/kedmk20150521wordlist.tsv
92	fruit	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	vuˈak	nan	nan	datasets/lhhf2015clembatakalikasawordlist.tsv
92	fruit	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	vuˈak	nan	nan	datasets/lhhf2015clembatakalikasa2015511wordlist.tsv
92	fruit	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈvuak	nan	nan	datasets/lhhf2016lerek2016222wordlist.tsv
92	fruit	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'kuluŋ	nan	nan	datasets/aolbaranusamk2003wordlist.tsv
92	fruit	idat1237	Idate	Austronesian	Timor	hu'ʔa:n	nan	nan	datasets/idtmk2002wordlistidate.tsv
92	fruit	kema1243	Kemak	Austronesian	Timor	'ʔɑi 'hũãn	nan	nan	datasets/kemmk2002wordlist.tsv
92	fruit	laka1255	Lakalei 	Austronesian	Timor	('ʔɑi) 'huɑn	nan	nan	datasets/lkamk2002wordlist.tsv
92	fruit	mamb1306	Mambai	Austronesian	Timor	'hua	nan	nan	datasets/mgmmk2002wordlist.tsv
92	fruit	tetu1246	Tetun Dili 	Austronesian	Timor	'fuɑn	nan	nan	datasets/tdttetundilimk2002wordlist.tsv
92	fruit	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	Ɂaifuaŋ	nan	nan	datasets/tdttetunteriksuaimk20160105wordlist.tsv
92	fruit	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	Ɂaifuaŋ	nan	nan	datasets/tdtterikviquequemk20160105wordlist.tsv
92	fruit	tuku1254	Tokodede	Austronesian	Timor	'kɑi 'hu:	nan	nan	datasets/tkdmk2002wordlist.tsv
92	fruit	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	iti	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	iti	nan	nan	datasets/abzatimelangas2010wordlist.tsv
92	fruit	abui1241-petle	Abui-Petleng	Timor-Alor-Pantar	Alor	upu	nan	nan	datasets/abzpetlenggs201505wordlist.tsv
92	fruit	abui1241-petle-o	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	Alor	upu	nan	nan	datasets/abzpetlenggs201505wordlist.tsv
92	fruit	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	u.'pi	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
92	fruit	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	upi	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
92	fruit	adan1251	Adang-Lawahing	Timor-Alor-Pantar	Alor	piri	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	pir	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	ti piri	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	ʊpʊ	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kama1365	Kamang-Atoitaa	Timor-Alor-Pantar	Alor	ix	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kira1248	Kiraman	Timor-Alor-Pantar	Alor	upi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	klon	Klon	Timor-Alor-Pantar	Alor	no data	nan	nan	datasets/kyohc20151021wordlist.tsv
92	fruit	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	ɪh	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	up	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kula1280	Kula	Timor-Alor-Pantar	Alor	gəs	nan	nan	datasets/tpghc20151002wordlist.tsv
92	fruit	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	gigɪsi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	rett1240	Reta	Timor-Alor-Pantar	Alor	tei gahí	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	sawi1256	Sawila	Timor-Alor-Pantar	Alor	gisi	nan	nan	datasets/swthc20151026wordlist.tsv
92	fruit	sawi1256	Sawila	Timor-Alor-Pantar	Alor	gisi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	paa	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	gesi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	te' ehi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	te hi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	tei si	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	geisi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	dein1238	Deing	Timor-Alor-Pantar	Pantar	jis	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	dein1238	Deing	Timor-Alor-Pantar	Pantar	yis	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	'tei 'isi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	tei isi	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	ici	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	alor1249-sar-adiabang	Sar-Adiabang	Timor-Alor-Pantar	Pantar	jit	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	alor1249-sar-nule	Sar-Nule	Timor-Alor-Pantar	Pantar	yid	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	yis	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	hissa	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	te'hi:	nan	nan	datasets/beupuramk20160511wordlist.tsv
92	fruit	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	thama; denek	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	bunakbobonaro	Bunaq-Bobonaro	Timor-Alor-Pantar	Timor	gɔɁ, zɔ gɔɁ	nan	nan	datasets/bfnbobonaromk201601wordlist.tsv
92	fruit	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'gɔʔ; 'ʔotɛl 'gɔʔ	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	bunaksuai	Bunaq-Suai	Timor-Alor-Pantar	Timor	gɔɁ, zɔ gɔɁ	nan	nan	datasets/bfnsuaimk201601wordlist.tsv
92	fruit	fata1247	Fataluku	Timor-Alor-Pantar	Timor	mana	nan	nan	datasets/ddgmk20160112wordlist.tsv
92	fruit	maka1316	Makasae	Timor-Alor-Pantar	Timor	isu	nan	nan	datasets/mkzmk20160112wordlist.tsv
92	fruit	wers1238	Wersing	Timor-Alor-Pantar	Timor	gis (besar)	nan	nan	datasets/kvwhc20151026wordlist.tsv
92	fruit	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	bong ikó'	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	p-alor1249	proto-AP	Timor-Alor-Pantar		*is(i)	nan	nan	datasets/taplanguagesmay2016.tsv
92	fruit	p-timo1261	proto-TAP	Timor-Alor-Pantar		*is(i)	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈkulʔũ	nan	nan	datasets/lmhadmk20150518wordlist.tsv
93	seed	cent2245-hewa	Hewa	Austronesian	Flores	une	nan	nan	datasets/hwamk20150514wordlist.tsv
93	seed	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈkuluŋ	nan	nan	datasets/lmhlimk20150524wordlist.tsv
93	seed	keda1252	Kedang	Austronesian	Lembata	ʔu'luʔ	nan	nan	datasets/kedmk20150521wordlistchanges201507.tsv
93	seed	keda1252	Kedang	Austronesian	Lembata	ʔu'luʔ	nan	nan	datasets/kedmk20150521wordlist.tsv
93	seed	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	riˈuk	nan	nan	datasets/lhhf2015clembatakalikasawordlist.tsv
93	seed	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	riˈuk	nan	nan	datasets/lhhf2015clembatakalikasa2015511wordlist.tsv
93	seed	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈriuk	nan	nan	datasets/lhhf2016lerek2016222wordlist.tsv
93	seed	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'kuluŋ	nan	nan	datasets/aolbaranusamk2003wordlist.tsv
93	seed	idat1237	Idate	Austronesian	Timor	'hini	nan	nan	datasets/idtmk2002wordlistidate.tsv
93	seed	kema1243	Kemak	Austronesian	Timor	'hini	nan	nan	datasets/kemmk2002wordlist.tsv
93	seed	kema1243	Kemak	Austronesian	Timor	'raba	nan	nan	datasets/kemmk2002wordlist.tsv
93	seed	laka1255	Lakalei 	Austronesian	Timor	'hini	nan	nan	datasets/lkamk2002wordlist.tsv
93	seed	mamb1306	Mambai	Austronesian	Timor	'nam 'hin	nan	nan	datasets/mgmmk2002wordlist.tsv
93	seed	tetu1246	Tetun Dili 	Austronesian	Timor	'fini	nan	nan	datasets/tdttetundilimk2002wordlist.tsv
93	seed	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	musan	nan	nan	datasets/tdttetunteriksuaimk20160105wordlist.tsv
93	seed	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	musan	nan	nan	datasets/tdtterikviquequemk20160105wordlist.tsv
93	seed	tuku1254	Tokodede	Austronesian	Timor	'hi:ni	nan	nan	datasets/tkdmk2002wordlist.tsv
93	seed	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	bika	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	bika	nan	nan	datasets/abzatimelangas2010wordlist.tsv
93	seed	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	biika	nan	nan	datasets/abzfuimelangas2010wordlist.tsv
93	seed	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	biika	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	bi.'kä	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
93	seed	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	bika	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
93	seed	adan1251	Adang-Lawahing	Timor-Alor-Pantar	Alor	awai	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	afail	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	okowal	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	kɑwɑl	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kira1248	Kiraman	Timor-Alor-Pantar	Alor	ko	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	klon	Klon	Timor-Alor-Pantar	Alor	no data	nan	nan	datasets/kyohc20151021wordlist.tsv
93	seed	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	mɛm	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	ku	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kula1280	Kula	Timor-Alor-Pantar	Alor	kwa	nan	nan	datasets/tpghc20151002wordlist.tsv
93	seed	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	gikwaya	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	rett1240	Reta	Timor-Alor-Pantar	Alor	tei kavali	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	sawi1256	Sawila	Timor-Alor-Pantar	Alor	gikiki	nan	nan	datasets/swthc20151026wordlist.tsv
93	seed	sawi1256	Sawila	Timor-Alor-Pantar	Alor	inii	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	tehi	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	goxal	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	kulu	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	te kulu	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	goxál	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	ge goxal	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	dein1238	Deing	Timor-Alor-Pantar	Pantar	bax	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	gu'ax	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	guaq	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	bagga	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	alor1249-sar-adiabang	Sar-Adiabang	Timor-Alor-Pantar	Pantar	bah	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	alor1249-sar-nule	Sar-Nule	Timor-Alor-Pantar	Pantar	ga-bag	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	bag	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	uppur	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	ekokar	nan	nan	datasets/beupuramk20160511wordlist.tsv
93	seed	bunakbobonaro	Bunaq-Bobonaro	Timor-Alor-Pantar	Timor	gɔɁ	nan	nan	datasets/bfnbobonaromk201601wordlist.tsv
93	seed	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'bin	nan	nan	datasets/taplanguagesmay2016.tsv
93	seed	bunaksuai	Bunaq-Suai	Timor-Alor-Pantar	Timor	gɔɁ	nan	nan	datasets/bfnsuaimk201601wordlist.tsv
93	seed	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ɛtɛ kafu	nan	nan	datasets/ddgmk20160112wordlist.tsv
93	seed	maka1316	Makasae	Timor-Alor-Pantar	Timor	ate wuɁa	nan	nan	datasets/mkzmk20160112wordlist.tsv
93	seed	wers1238	Wersing	Timor-Alor-Pantar	Timor	iko (kecil, biji)	nan	nan	datasets/kvwhc20151026wordlist.tsv
93	seed	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	ge ikó'	nan	nan	datasets/taplanguagesmay2016.tsv
94	grain; cereal	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈwahaʔ	nan	nan	datasets/lmhadmk20150518wordlist.tsv
94	grain; cereal	cent2245-hewa	Hewa	Austronesian	Flores	nalu	nan	nan	datasets/hwamk20150514wordlist.tsv
94	grain; cereal	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈtahaŋ	nan	nan	datasets/lmhlimk20150524wordlist.tsv
94	grain; cereal	keda1252	Kedang	Austronesian	Lembata	ʔa'nɛn	nan	nan	datasets/kedmk20150521wordlistchanges201507.tsv
94	grain; cereal	keda1252	Kedang	Austronesian	Lembata	ʔa'nɛn	nan	nan	datasets/kedmk20150521wordlist.tsv
94	grain; cereal	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	liˈsɔ-d͡ʒa	nan	nan	datasets/lhhf2015clembatakalikasawordlist.tsv
94	grain; cereal	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	liˈsɔ-d͡ʒa	nan	nan	datasets/lhhf2015clembatakalikasa2015511wordlist.tsv
94	grain; cereal	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈkəluok	nan	nan	datasets/lhhf2016lerek2016222wordlist.tsv
94	grain; cereal	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	hare	nan	nan	datasets/tdttetunteriksuaimk20160105wordlist.tsv
94	grain; cereal	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	hare	nan	nan	datasets/tdtterikviquequemk20160105wordlist.tsv
94	grain; cereal	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	siäŋ käj	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
94	grain; cereal	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	sieng kai	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
94	grain; cereal	adan1251	Adang-Lawahing	Timor-Alor-Pantar	Alor	a:la	nan	nan	datasets/taplanguagesmay2016.tsv
94	grain; cereal	klon	Klon	Timor-Alor-Pantar	Alor	no data	nan	nan	datasets/kyohc20151021wordlist.tsv
94	grain; cereal	kula1280	Kula	Timor-Alor-Pantar	Alor	ajak	nan	nan	datasets/tpghc20151002wordlist.tsv
94	grain; cereal	sawi1256	Sawila	Timor-Alor-Pantar	Alor	araka	nan	nan	datasets/swthc20151026wordlist.tsv
94	grain; cereal	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	mar	nan	nan	datasets/taplanguagesmay2016.tsv
94	grain; cereal	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	(no data)	nan	nan	datasets/taplanguagesmay2016.tsv
94	grain; cereal	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	mod	nan	nan	datasets/beupuramk20160511wordlist.tsv
94	grain; cereal	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	inup ginup ninup	nan	nan	datasets/taplanguagesmay2016.tsv
94	grain; cereal	bunakbobonaro	Bunaq-Bobonaro	Timor-Alor-Pantar	Timor	ipi gɔl, ipi gɔɁ	nan	nan	datasets/bfnbobonaromk201601wordlist.tsv
94	grain; cereal	bunaksuai	Bunaq-Suai	Timor-Alor-Pantar	Timor	ipi gɔl, ipi gɔɁ	nan	nan	datasets/bfnsuaimk201601wordlist.tsv
94	grain; cereal	fata1247	Fataluku	Timor-Alor-Pantar	Timor	alɛ	nan	nan	datasets/ddgmk20160112wordlist.tsv
94	grain; cereal	maka1316	Makasae	Timor-Alor-Pantar	Timor	ale	nan	nan	datasets/mkzmk20160112wordlist.tsv
94	grain; cereal	wers1238	Wersing	Timor-Alor-Pantar	Timor	arak	nan	nan	datasets/kvwhc20151026wordlist.tsv
94	grain; cereal	wers1238	Wersing	Timor-Alor-Pantar	Timor	pətak	nan	nan	datasets/kvwhc20151026wordlist.tsv
94	grain; cereal	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	arák-arák	nan	nan	datasets/taplanguagesmay2016.tsv
95	flower	cent2245-hewa	Hewa	Austronesian	Flores	puhun	nan	nan	datasets/hwamk20150514wordlist.tsv
95	flower	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈbuŋa	nan	nan	datasets/lhhf2015clembatakalikasawordlist.tsv
95	flower	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈbuŋa	nan	nan	datasets/lhhf2015clembatakalikasa2015511wordlist.tsv
95	flower	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	kiki	nan	nan	datasets/abzatimelangas2010wordlist.tsv
95	flower	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	kiki	nan	nan	datasets/abzfuimelangas2010wordlist.tsv
95	flower	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	he̞ä.'qi.qi	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
95	flower	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	hekiki	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
96	husked rice; uncooked rice	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈwahaʔ	nan	nan	datasets/lmhadmk20150518wordlist.tsv
96	husked rice; uncooked rice	cent2245-hewa	Hewa	Austronesian	Flores	ʋənit	nan	nan	datasets/hwamk20150514wordlist.tsv
96	husked rice; uncooked rice	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈtahaŋ ˈlɔhɔŋ	nan	nan	datasets/lmhlimk20150524wordlist.tsv
96	husked rice; uncooked rice	keda1252	Kedang	Austronesian	Lembata	ʔa'nɛn	nan	nan	datasets/kedmk20150521wordlistchanges201507.tsv
96	husked rice; uncooked rice	keda1252	Kedang	Austronesian	Lembata	ʔa'nɛn	nan	nan	datasets/kedmk20150521wordlist.tsv
96	husked rice; uncooked rice	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈlisɔ daˈnen	nan	nan	datasets/lhhf2015clembatakalikasawordlist.tsv
96	husked rice; uncooked rice	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈlisɔ daˈnen	nan	nan	datasets/lhhf2015clembatakalikasa2015511wordlist.tsv
96	husked rice; uncooked rice	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	kəˈluok; kəˈluok ˈnalatən	nan	nan	datasets/lhhf2016lerek2016222wordlist.tsv
96	husked rice; uncooked rice	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'apa	nan	nan	datasets/aolbaranusamk2003wordlist.tsv
96	husked rice; uncooked rice	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	fɔɁɔs	nan	nan	datasets/tdttetunteriksuaimk20160105wordlist.tsv
96	husked rice; uncooked rice	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	fɔɁɔs	nan	nan	datasets/tdtterikviquequemk20160105wordlist.tsv
96	husked rice; uncooked rice	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ajak	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ajak	nan	nan	datasets/abzatimelangas2010wordlist.tsv
96	husked rice; uncooked rice	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ajak	nan	nan	datasets/abzfuimelangas2010wordlist.tsv
96	husked rice; uncooked rice	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	ajak	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	'si.je̞äŋ	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
96	husked rice; uncooked rice	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	sieng	nan	nan	datasets/abztakalelanggs201505wordlist.tsv
96	husked rice; uncooked rice	adan1251	Adang-Lawahing	Timor-Alor-Pantar	Alor	a:la	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	ala	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	h̥a:la (meme)	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	ɑiyɑkɑ	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kira1248	Kiraman	Timor-Alor-Pantar	Alor	arak yeta	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	klon	Klon	Timor-Alor-Pantar	Alor	ərak mem	nan	nan	datasets/kyohc20151021wordlist.tsv
96	husked rice; uncooked rice	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	ərɑk	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	arak deter	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kula1280	Kula	Timor-Alor-Pantar	Alor	ajak gəs	nan	nan	datasets/tpghc20151002wordlist.tsv
96	husked rice; uncooked rice	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	?	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	gəsi	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	rett1240	Reta	Timor-Alor-Pantar	Alor	alák	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	sawi1256	Sawila	Timor-Alor-Pantar	Alor	arakesa	nan	nan	datasets/swthc20151026wordlist.tsv
96	husked rice; uncooked rice	sawi1256	Sawila	Timor-Alor-Pantar	Alor	arakees	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	mod	nan	nan	datasets/taplanguagesmay2016.tsv
96	husked rice; uncooked rice	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	mod	nan	nan	datasets/taplanguagesmay2016.tsv
