# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT_ID	DOCULECT	FAMILY	REGION	VALUE	ALIGNMENT	COGNATE_SET	SOURCE	SEGMENTS
5746	91.0	root	kira1248	Kiraman	Timor-Alor-Pantar	Alor	eri		M		e r i
5747	91.0	root	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	eir		P		e i r
5748	91.0	root	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	piŋa		nan		p i ŋ a
5749	91.0	root	rett1240	Reta	Timor-Alor-Pantar	Alor	te ɓarikiŋ		nan		t e _ ɓ a r i k i ŋ
5750	91.0	root	sawi1256	Sawila	Timor-Alor-Pantar	Alor	siripiŋ		nan		s i r i p i ŋ
5751	91.0	root	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	arák		nan		a r á k
5752	91.0	root	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	orok		nan		o r o k
5753	91.0	root	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	te briŋ		nan		t e _ b r i ŋ
5754	91.0	root	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	riki		nan		r i k i
5755	91.0	root	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	biríng		nan		b i r í n g
5756	91.0	root	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	te brigiŋ		nan		t e _ b r i g i ŋ
5757	91.0	root	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	te brikiŋ		nan		t e _ b r i k i ŋ
5758	91.0	root	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	te briking		nan		t e _ b r i k i n g
5759	91.0	root	dein1238	Deing	Timor-Alor-Pantar	Pantar	ga-rak		nan		g a r a k
5760	91.0	root	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	a'ki		O		a ˈk i
5761	91.0	root	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	(tei) a'ki		nan		a ˈk i
5762	91.0	root	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	har		M		h a r
5763	91.0	root	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	alli		nan		a ll i
5764	91.0	root	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	rok		N		r o k
5765	91.0	root	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	non gon on		nan		n o n _ g o n _ o n
5766	91.0	root	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	ʔotɛl; gə'tɛl		nan		ʔ o t ɛ l
5767	91.0	root	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	sriping		nan		s r i p i n g
16036	91.0	root	kula1280	Kula	Timor-Alor-Pantar	Alor	gispin		nan		g i s p i n
16634	91.0	root	wers1238	Wersing	Timor-Alor-Pantar	Timor	sri piŋ		nan		s r i _ p i ŋ
17227	91.0	root	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈramut	nan	nan	nan	ˈr a m u t
17799	91.0	root	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	g-ɛthɛl		nan		g ɛ th ɛ l
18384	91.0	root	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	teva'rikiŋ, teba'rikiŋ		nan		t e v a ˈr i k i ŋ
18965	91.0	root	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ai		M		a i
19395	91.0	root	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	abut		nan		a b u t
19933	91.0	root	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'ramuk	nan	nan	nan	ˈr a m u k
20232	91.0	root	kema1243	Kemak	Austronesian	Timor	'ʔɑi ha'ʔɑn		nan		ˈʔ ɑ i _ h a ˈʔ ɑ n
20571	91.0	root	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ɛtɛ larin		nan		ɛ t ɛ _ l a r i n
21177	91.0	root	sawi1256	Sawila	Timor-Alor-Pantar	Alor	siripinə		nan		s i r i p i n ə
21764	91.0	root	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	abut		nan		a b u t
22369	91.0	root	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	raˈmut		nan		r a ˈm u t
22977	91.0	root	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	bata ai		nan		b a t a _ a i
23304	91.0	root	mamb1306	Mambai	Austronesian	Timor	'ha		nan		ˈh a
23574	91.0	root	laka1255	Lakalei 	Austronesian	Timor	('ʔɑi) 'rabut		nan		ˈr a b u t
23915	91.0	root	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	raˈmut		nan		r a ˈm u t
24654	91.0	root	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	bä.'tä: häj		nan		b ä ˈt äː _ h ä j
24655	91.0	root	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	he̞.'äj		nan		h e̞ ˈä j
24656	91.0	root	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	bataa hai		nan		b a t aa _ h a i
24657	91.0	root	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	heai		nan		h e a i
25801	91.0	root	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	g-ɛthɛl		Q		g ɛ th ɛ l
26384	91.0	root	keda1252	Kedang	Austronesian	Lembata	ramuʔ		1		r a m u ʔ
26920	91.0	root	tetu1246	Tetun Dili 	Austronesian	Timor	'ʔabut		nan		ˈʔ a b u t
27186	91.0	root	idat1237	Idate	Austronesian	Timor	ra'put		nan		r a ˈp u t
27504	91.0	root	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈʔamut		1		ˈʔ a m u t
28089	91.0	root	maka1316	Makasae	Timor-Alor-Pantar	Timor	ate 'ari		nan		a t e _ ˈa r i
#
50	51.0	rope	keda1252	Kedang	Austronesian	Lembata	wa'dɛʔ		n		w a ˈd ɛ ʔ
638	51.0	rope	kelo1247	Klon	Timor-Alor-Pantar	Alor	hala		nan		h a l a
1248	51.0	rope	cent2245-hewa	Hewa	Austronesian	Flores	tali		nan		t a l i
1865	51.0	rope	tuku1254	Tokodede	Austronesian	Timor	'tali		nan		ˈt a l i
2172	51.0	rope	adan1251	Adang	Timor-Alor-Pantar	Alor	hɛi		3		h ɛ i
2761	51.0	rope	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	talɛ		2		t a l ɛ
3317	51.0	rope	sika1262	Sika	Austronesian	Flores	t̪ali		2		t̪ a l i
4760	51.0	rope	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	tila		nan		t i l a
4761	51.0	rope	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	hiwaŋ		nan		h i w a ŋ
4762	51.0	rope	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ˈtila		3		ˈt i l a
4763	51.0	rope	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	hø		4		h ø
4764	51.0	rope	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	siwaŋ		3		s i w a ŋ
4765	51.0	rope	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	hilɑ		3		h i l ɑ
4766	51.0	rope	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	hɑlɑr		nan		h ɑ l ɑ r
4767	51.0	rope	kira1248	Kiraman	Timor-Alor-Pantar	Alor	sɛl		3		s ɛ l
4768	51.0	rope	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	sel		3		s e l
4769	51.0	rope	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	sɪla		nan		s ɪ l a
4770	51.0	rope	rett1240	Reta	Timor-Alor-Pantar	Alor	hial		nan		h i a l
4771	51.0	rope	sawi1256	Sawila	Timor-Alor-Pantar	Alor	kape		nan		k a p e
4772	51.0	rope	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	tar		nan		t a r
4773	51.0	rope	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	tar		nan		t a r
4774	51.0	rope	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	sial		nan		s i a l
4775	51.0	rope	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	sel		nan		s e l
4776	51.0	rope	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	sial		nan		s i a l
4777	51.0	rope	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	sial		nan		s i a l
4778	51.0	rope	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	sel		nan		s e l
4779	51.0	rope	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	sel		nan		s e l
4780	51.0	rope	dein1238	Deing	Timor-Alor-Pantar	Pantar	tar		nan		t a r
4781	51.0	rope	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	sil		nan		s i l
4782	51.0	rope	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	korang		1		k o r a n g
4783	51.0	rope	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	korang		nan		k o r a n g
4784	51.0	rope	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	tar		2		t a r
4785	51.0	rope	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	suel		nan		s u e l
4786	51.0	rope	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'mun		nan		ˈm u n
4787	51.0	rope	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	kpei'		nan		k p e i ˈ
15999	51.0	rope	kula1280	Kula	Timor-Alor-Pantar	Alor	səla		nan		s ə l a
16594	51.0	rope	wers1238	Wersing	Timor-Alor-Pantar	Timor	kɛpe		nan		k ɛ p e
17186	51.0	rope	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	vəˈdək	nan	nan	nan	v ə ˈd ə k
17762	51.0	rope	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	mun		nan		m u n
18347	51.0	rope	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	sar		nan		s a r
18926	51.0	rope	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ˈtila		3		ˈt i l a
19358	51.0	rope	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	tali		nan		t a l i
19916	51.0	rope	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'tale	nan	nan	nan	ˈt a l e
20213	51.0	rope	kema1243	Kemak	Austronesian	Timor	'tali		nan		ˈt a l i
20533	51.0	rope	fata1247	Fataluku	Timor-Alor-Pantar	Timor	taru		nan		t a r u
21140	51.0	rope	sawi1256	Sawila	Timor-Alor-Pantar	Alor	silia		nan		s i l i a
21727	51.0	rope	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	tali		nan		t a l i
22319	51.0	rope	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	taˈlɛr		nan		t a ˈl ɛ r
22947	51.0	rope	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	tila		nan		t i l a
23288	51.0	rope	mamb1306	Mambai	Austronesian	Timor	'taɛl		nan		ˈt a ɛ l
23289	51.0	rope	mamb1306	Mambai	Austronesian	Timor	tal		nan		t a l
23557	51.0	rope	laka1255	Lakalei 	Austronesian	Timor	'tali		nan		ˈt a l i
23865	51.0	rope	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	taˈlɛr		nan		t a ˈl ɛ r
24564	51.0	rope	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	tʰi.lä		nan		tʰ i l ä
24565	51.0	rope	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	tila		nan		t i l a
25764	51.0	rope	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	mun		m		m u n
26347	51.0	rope	keda1252	Kedang	Austronesian	Lembata	wa'dɛʔ		n		w a ˈd ɛ ʔ
26905	51.0	rope	tetu1246	Tetun Dili 	Austronesian	Timor	'tɑli		nan		ˈt ɑ l i
27171	51.0	rope	idat1237	Idate	Austronesian	Timor	'tɑli		nan		ˈt ɑ l i
27467	51.0	rope	adon1237	Lamaholot-Adonara	Austronesian	Adonara	'talɛʔ		2		ˈt a l ɛ ʔ
28052	51.0	rope	maka1316	Makasae	Timor-Alor-Pantar	Timor	tali		nan		t a l i
28607	51.0	rope	abui1241-petle	Abui-Petleng	Timor-Alor-Pantar	Alor	si.'la		nan		s i ˈl a
28608	51.0	rope	abui1241-petle-o	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	Alor	sila		nan		s i l a
#
312	321.0	rotten	keda1252	Kedang	Austronesian	Lembata	bu'ruʔ		m		b u ˈr u ʔ
905	321.0	rotten	kelo1247	Klon	Timor-Alor-Pantar	Alor	gəmuɲ mai		nan		g ə m u ɲ _ m a i
906	321.0	rotten	kelo1247	Klon	Timor-Alor-Pantar	Alor	muɲ əgai		nan		m u ɲ _ ə g a i
1553	321.0	rotten	cent2245-hewa	Hewa	Austronesian	Flores	ʋauk		nan		ʋ a u k
2022	321.0	rotten	tuku1254	Tokodede	Austronesian	Timor	brɔ:we		nan		b r ɔː w e
2436	321.0	rotten	adan1251	Adang	Timor-Alor-Pantar	Alor	bonɛ		1		b o n ɛ
3022	321.0	rotten	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈwauŋ		n		ˈw a u ŋ
10783	321.0	rotten	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	hamuni		nan		h a m u n i
10784	321.0	rotten	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	boni		nan		b o n i
10785	321.0	rotten	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	hamuni		1		h a m u n i
10786	321.0	rotten	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	bonɛʔ		1		b o n ɛ ʔ
10787	321.0	rotten	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	bo:ni		1		b oː n i
10788	321.0	rotten	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	gɑmun		1		g ɑ m u n
10789	321.0	rotten	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	mʊin		nan		m ʊ i n
10790	321.0	rotten	kira1248	Kiraman	Timor-Alor-Pantar	Alor	bɪk		5		b ɪ k
10791	321.0	rotten	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	beik		5		b e i k
10792	321.0	rotten	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	mɨnu		nan		m ɨ n u
10793	321.0	rotten	rett1240	Reta	Timor-Alor-Pantar	Alor	manisa		nan		m a n i s a
10794	321.0	rotten	sawi1256	Sawila	Timor-Alor-Pantar	Alor	tamasa		nan		t a m a s a
10795	321.0	rotten	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	muun		nan		m uu n
10796	321.0	rotten	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	muun		nan		m uu n
10797	321.0	rotten	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	minísa		nan		m i n í s a
10798	321.0	rotten	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	minisa		nan		m i n i s a
10799	321.0	rotten	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	misa		nan		m i s a
10800	321.0	rotten	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	misa		nan		m i s a
10801	321.0	rotten	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	minisa		nan		m i n i s a
10802	321.0	rotten	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	menisa		nan		m e n i s a
10803	321.0	rotten	dein1238	Deing	Timor-Alor-Pantar	Pantar	muun		nan		m uu n
10804	321.0	rotten	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	'ya:so, 'yasi, 'yasit		1		ˈy aː s o
10805	321.0	rotten	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	mi'no		nan		m i ˈn o
10806	321.0	rotten	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	baratta		4		b a r a tt a
10807	321.0	rotten	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	bulla		4		b u ll a
10808	321.0	rotten	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	gamini		nan		g a m i n i
10809	321.0	rotten	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	gax min		1		g a x _ m i n
10810	321.0	rotten	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	mu:n		1		m uː n
10811	321.0	rotten	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'nuɑs; 'nunɑs-'gunɑs-'unɑs		nan		ˈn u ɑ s
10812	321.0	rotten	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	sikeng		nan		s i k e n g
10813	321.0	rotten	p-alor1249	proto-AP	Timor-Alor-Pantar		*mVn		nan		m V n
16260	321.0	rotten	kula1280	Kula	Timor-Alor-Pantar	Alor	mən		nan		m ə n
16861	321.0	rotten	wers1238	Wersing	Timor-Alor-Pantar	Timor	boli		nan		b o l i
17452	321.0	rotten	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ɡuˈtun; dəvəˈkən	nan	nan	nan	ɡ u ˈt u n
18023	321.0	rotten	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	busuɁ		nan		b u s u ʔ
18609	321.0	rotten	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	ehi ma'nisa		nan		e h i _ m a ˈn i s a
19144	321.0	rotten	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	hamuni		1		h a m u n i
19619	321.0	rotten	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	dɔdɔk		nan		d ɔ d ɔ k
20064	321.0	rotten	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'datɛ	nan	nan	nan	ˈd a t ɛ
20376	321.0	rotten	kema1243	Kemak	Austronesian	Timor	'busu		nan		ˈb u s u
20803	321.0	rotten	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ɔ'pɔsɛ		nan		ɔ ˈp ɔ s ɛ
21402	321.0	rotten	sawi1256	Sawila	Timor-Alor-Pantar	Alor	muni		nan		m u n i
21988	321.0	rotten	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	dɔdɔk		nan		d ɔ d ɔ k
22631	321.0	rotten	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	kədaˈtək		nan		k ə d a ˈt ə k
23129	321.0	rotten	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	hamuni		nan		h a m u n i
23441	321.0	rotten	mamb1306	Mambai	Austronesian	Timor	'hɔ:		nan		ˈh ɔː
23711	321.0	rotten	laka1255	Lakalei 	Austronesian	Timor	kro'ɛ:k		nan		k r o ˈɛː k
24177	321.0	rotten	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	kədaˈtək		nan		k ə d a ˈt ə k
25149	321.0	rotten	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	hä.mu.'ni		nan		h ä m u ˈn i
25150	321.0	rotten	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	hamuni		nan		h a m u n i
26024	321.0	rotten	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	busuɁ		8		b u s u ʔ
26607	321.0	rotten	keda1252	Kedang	Austronesian	Lembata	bu'ruʔ		m		b u ˈr u ʔ
27055	321.0	rotten	tetu1246	Tetun Dili 	Austronesian	Timor	dɔ'dɔk		nan		d ɔ ˈd ɔ k
27323	321.0	rotten	idat1237	Idate	Austronesian	Timor	karo'ek		nan		k a r o ˈe k
27728	321.0	rotten	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈdatɜ		o		ˈd a t ɜ
28313	321.0	rotten	maka1316	Makasae	Timor-Alor-Pantar	Timor	bauku		nan		b a u k u
#
319	328.0	rough	keda1252	Kedang	Austronesian	Lembata	ka'raŋ		p		k a ˈr a ŋ
913	328.0	rough	kelo1247	Klon	Timor-Alor-Pantar	Alor	i ətak		nan		i _ ə t a k
1560	328.0	rough	cent2245-hewa	Hewa	Austronesian	Flores	mogɔr		nan		m o g ɔ r
2443	328.0	rough	adan1251	Adang	Timor-Alor-Pantar	Alor	atɔʔ		b		a t ɔ ʔ
3029	328.0	rough	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	podoˈrodo		n		p o d o ˈr o d o
10954	328.0	rough	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	fikda		nan		f i k d a
10955	328.0	rough	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	paluhu		nan		p a l u h u
10956	328.0	rough	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ahoifang		c		a h o i f a n g
10958	328.0	rough	kira1248	Kiraman	Timor-Alor-Pantar	Alor	dula naŋa		e		d u l a _ n a ŋ a
10959	328.0	rough	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	dula nanga		e		d u l a _ n a n g a
10960	328.0	rough	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	kasar		nan		k a s a r
10962	328.0	rough	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	qaal		nan		q aa l
10963	328.0	rough	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	mətúmətú		nan		m ə t ú m ə t ú
10964	328.0	rough	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	arábut		nan		a r á b u t
10965	328.0	rough	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	kraki		nan		k r a k i
10966	328.0	rough	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	koŋkarkoŋkar		nan		k o ŋ k a r k o ŋ k a r
10967	328.0	rough	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	karátaŋ		nan		k a r á t a ŋ
10968	328.0	rough	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	boru		nan		b o r u
10969	328.0	rough	dein1238	Deing	Timor-Alor-Pantar	Pantar	rog		nan		r o g
10970	328.0	rough	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	ko'taŋ		nan		k o ˈt a ŋ
10971	328.0	rough	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	katáng-katáng		4		k a t á n g k a t á n g
10972	328.0	rough	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	aradda		nan		a r a dd a
10973	328.0	rough	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	saxa'kar		2		s a x a ˈk a r
10974	328.0	rough	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	potor		nan		p o t o r
16267	328.0	rough	kula1280	Kula	Timor-Alor-Pantar	Alor	kapita		nan		k a p i t a
16868	328.0	rough	wers1238	Wersing	Timor-Alor-Pantar	Timor	abor siŋ		nan		a b o r _ s i ŋ
18030	328.0	rough	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	sithɛ ni		nan		s i th ɛ _ n i
18616	328.0	rough	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	'koŋkar		nan		ˈk o ŋ k a r
19151	328.0	rough	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ahoifang		c		a h o i f a n g
19626	328.0	rough	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	'fukun maka'Ɂas		nan		ˈf u k u n _ m a k a ˈʔ a s
20811	328.0	rough	fata1247	Fataluku	Timor-Alor-Pantar	Timor	ra'pakɛ		nan		r a ˈp a k ɛ
21409	328.0	rough	sawi1256	Sawila	Timor-Alor-Pantar	Alor	daluka nanu		nan		d a l u k a _ n a n u
21995	328.0	rough	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	'fukun maka'Ɂas		nan		ˈf u k u n _ m a k a ˈʔ a s
22638	328.0	rough	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ɡroˈsiŋ		nan		ɡ r o ˈs i ŋ
23135	328.0	rough	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	fikda		nan		f i k d a
24184	328.0	rough	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ɡroˈsiŋ		nan		ɡ r o ˈs i ŋ
25164	328.0	rough	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	tä.'ro.qu nähä		nan		t ä ˈr o q u _ n äh ä
25165	328.0	rough	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	taroku naha		nan		t a r o k u _ n a h a
26031	328.0	rough	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	sithɛ ni		*		s i th ɛ _ n i
26614	328.0	rough	keda1252	Kedang	Austronesian	Lembata	ka'raŋ		p		k a ˈr a ŋ
27735	328.0	rough	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈɡaʔak		o		ˈɡ a ʔ a k
28320	328.0	rough	maka1316	Makasae	Timor-Alor-Pantar	Timor	ra'baka		nan		r a ˈb a k a
#
298	306.0	round	keda1252	Kedang	Austronesian	Lembata	'ʔɔpaŋ		q		ˈʔ ɔ p a ŋ
889	306.0	round	kelo1247	Klon	Timor-Alor-Pantar	Alor	kuib		nan		k u i b
1537	306.0	round	cent2245-hewa	Hewa	Austronesian	Flores	ɡuer		nan		ɡ u e r
2012	306.0	round	tuku1254	Tokodede	Austronesian	Timor	lɔ'bɔruk		nan		l ɔ ˈb ɔ r u k
2422	306.0	round	adan1251	Adang	Timor-Alor-Pantar	Alor	kadɔlaŋ		4		k a d ɔ l a ŋ
3008	306.0	round	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈpunaŋ		p		ˈp u n a ŋ
10394	306.0	round	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	koloŋ		nan		k o l o ŋ
10395	306.0	round	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	lum		4		l u m
10396	306.0	round	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	kupul		3		k u p u l
10397	306.0	round	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	kʊkʊb		nan		k ʊ k ʊ b
10398	306.0	round	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	bulat		nan		b u l a t
10399	306.0	round	sawi1256	Sawila	Timor-Alor-Pantar	Alor	kuŋkulu		nan		k u ŋ k u l u
10400	306.0	round	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	kopol		nan		k o p o l
10401	306.0	round	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	kopol		nan		k o p o l
10402	306.0	round	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	ko'pol		3		k o ˈp o l
10403	306.0	round	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	ko'pol		nan		k o ˈp o l
10404	306.0	round	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	kuta		*		k u t a
