# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT_ID	DOCULECT	FAMILY	REGION	VALUE	ALIGNMENT	COGNATE_SET	SOURCE	SEGMENTS
27502	89.0	firewood	adon1237	Lamaholot-Adonara	Austronesian	Adonara	kajo ˈʔape		m		k a j o _ ˈʔ a p e
28087	89.0	firewood	maka1316	Makasae	Timor-Alor-Pantar	Timor	ata		nan		a t a
#
245	250.0	fish	keda1252	Kedang	Austronesian	Lembata	iʔa		x		i ʔ a
833	250.0	fish	kelo1247	Klon	Timor-Alor-Pantar	Alor	əbi		nan		ə b i
1471	250.0	fish	cent2245-hewa	Hewa	Austronesian	Flores	iʔan		nan		i ʔ a n
1982	250.0	fish	tuku1254	Tokodede	Austronesian	Timor	'ʔika		nan		ˈʔ i k a
2369	250.0	fish	adan1251	Adang	Timor-Alor-Pantar	Alor	hab		z		h a b
2955	250.0	fish	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈikaŋ		x		ˈi k a ŋ
3400	250.0	fish	sika1262	Sika	Austronesian	Flores	iʔan		x		i ʔ a n
9064	250.0	fish	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	afu		nan		a f u
9065	250.0	fish	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	a:b		nan		aː b
9066	250.0	fish	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	afu		z		a f u
9067	250.0	fish	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	ʔab		z		ʔ a b
9068	250.0	fish	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	hab		z		h a b
9069	250.0	fish	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	ɑfʊi		z		ɑ f ʊ i
9070	250.0	fish	kama1365	Kamang-Atoitaa	Timor-Alor-Pantar	Alor	api		nan		a p i
9071	250.0	fish	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	əbi		nan		ə b i
9072	250.0	fish	kira1248	Kiraman	Timor-Alor-Pantar	Alor	ɛb		z		ɛ b
9073	250.0	fish	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	eb		z		e b
9074	250.0	fish	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	api		nan		a p i
9075	250.0	fish	rett1240	Reta	Timor-Alor-Pantar	Alor	aab		nan		aa b
9076	250.0	fish	sawi1256	Sawila	Timor-Alor-Pantar	Alor	api		nan		a p i
9077	250.0	fish	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	haf		nan		h a f
9078	250.0	fish	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	haf		nan		h a f
9079	250.0	fish	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	ab		nan		a b
9080	250.0	fish	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	aab		nan		aa b
9081	250.0	fish	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	ab		nan		a b
9082	250.0	fish	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	aab		nan		aa b
9083	250.0	fish	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	aab		nan		aa b
9084	250.0	fish	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	ab		nan		a b
9085	250.0	fish	dein1238	Deing	Timor-Alor-Pantar	Pantar	haf		nan		h a f
9086	250.0	fish	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	ab		z		a b
9087	250.0	fish	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	ab		nan		a b
9088	250.0	fish	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	hap		z		h a p
9089	250.0	fish	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	aafi		nan		aa f i
9090	250.0	fish	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	xaf		z		x a f
9091	250.0	fish	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	'ʔikɑn		nan		ˈʔ i k ɑ n
9092	250.0	fish	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	api		nan		a p i
9093	250.0	fish	p-alor1249	proto-AP	Timor-Alor-Pantar		*habi		nan		h a b i
9094	250.0	fish	p-east2519	proto-TIM	Timor-Alor-Pantar		*hapi		nan		h a p i
9095	250.0	fish	p-timo1261	proto-TAP	Timor-Alor-Pantar		*habi		nan		h a b i
16193	250.0	fish	kula1280	Kula	Timor-Alor-Pantar	Alor	apu		nan		a p u
16794	250.0	fish	wers1238	Wersing	Timor-Alor-Pantar	Timor	api		nan		a p i
17385	250.0	fish	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	iˈkan	nan	nan	nan	i ˈk a n
17956	250.0	fish	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	ikan		nan		i k a n
18542	250.0	fish	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	ab		nan		a b
19078	250.0	fish	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	afu		z		a f u
19552	250.0	fish	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	naɁan tasi		nan		n a ʔ a n _ t a s i
20023	250.0	fish	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'ikɑŋ	nan	nan	nan	ˈi k ɑ ŋ
20332	250.0	fish	kema1243	Kemak	Austronesian	Timor	'ʔika		nan		ˈʔ i k a
20734	250.0	fish	fata1247	Fataluku	Timor-Alor-Pantar	Timor	api		nan		a p i
21334	250.0	fish	sawi1256	Sawila	Timor-Alor-Pantar	Alor	api		nan		a p i
21921	250.0	fish	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	naɁaŋ		nan		n a ʔ a ŋ
22553	250.0	fish	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	iˈkan		nan		i ˈk a n
23073	250.0	fish	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	afu		nan		a f u
23401	250.0	fish	mamb1306	Mambai	Austronesian	Timor	'ʔika		nan		ˈʔ i k a
23672	250.0	fish	laka1255	Lakalei 	Austronesian	Timor	'ʔikɑn		nan		ˈʔ i k ɑ n
24099	250.0	fish	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	iˈkan		nan		i ˈk a n
25000	250.0	fish	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	ä.'fu		nan		ä ˈf u
25001	250.0	fish	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	afu		nan		a f u
25958	250.0	fish	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	ikan		x		i k a n
26540	250.0	fish	keda1252	Kedang	Austronesian	Lembata	iʔa		x		i ʔ a
27016	250.0	fish	tetu1246	Tetun Dili 	Austronesian	Timor	'ʔikɑn		nan		ˈʔ i k ɑ n
27282	250.0	fish	idat1237	Idate	Austronesian	Timor	'ikɑn		nan		ˈi k ɑ n
27661	250.0	fish	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈʔikã		x		ˈʔ i k ã
28246	250.0	fish	maka1316	Makasae	Timor-Alor-Pantar	Timor	afi		nan		a f i
28701	250.0	fish	abui1241-petle	Abui-Petleng	Timor-Alor-Pantar	Alor	a.'fu		nan		a ˈf u
28702	250.0	fish	abui1241-petle-o	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	Alor	afu		nan		a f u
#
49	50.0	fish trap	keda1252	Kedang	Austronesian	Lembata	'ɛrɛ		1		ˈɛ r ɛ
637	50.0	fish trap	kelo1247	Klon	Timor-Alor-Pantar	Alor	nɛdaŋ delaŋ meniŋ		nan		n ɛ d a ŋ _ d e l a ŋ _ m e n i ŋ
1247	50.0	fish trap	cent2245-hewa	Hewa	Austronesian	Flores	hɛrɛ iʔɑn		nan		h ɛ r ɛ _ i ʔ ɑ n
2171	50.0	fish trap	adan1251	Adang	Timor-Alor-Pantar	Alor	bub		nan		b u b
2760	50.0	fish trap	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	bɜˈlutuʔ		m		b ɜ ˈl u t u ʔ
4729	50.0	fish trap	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ˈtere		1		ˈt e r e
4735	50.0	fish trap	kira1248	Kiraman	Timor-Alor-Pantar	Alor	near		4		n e a r
4736	50.0	fish trap	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	saai		3		s aa i
4738	50.0	fish trap	rett1240	Reta	Timor-Alor-Pantar	Alor	lʊl		nan		l ʊ l
4740	50.0	fish trap	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	dah		nan		d a h
4741	50.0	fish trap	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	kalah		nan		k a l a h
4742	50.0	fish trap	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	ver		nan		v e r
4743	50.0	fish trap	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	wer		nan		w e r
4745	50.0	fish trap	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	ker		nan		k e r
4746	50.0	fish trap	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	ver		nan		v e r
4748	50.0	fish trap	dein1238	Deing	Timor-Alor-Pantar	Pantar	bu		nan		b u
4749	50.0	fish trap	dein1238	Deing	Timor-Alor-Pantar	Pantar	daax		nan		d aa x
4750	50.0	fish trap	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	bu:b		nan		b uː b
4751	50.0	fish trap	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	pilang		1		p i l a n g
4752	50.0	fish trap	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	sar		1		s a r
4753	50.0	fish trap	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	car		nan		c a r
4754	50.0	fish trap	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	kɛ:r		1		k ɛː r
4755	50.0	fish trap	buna1278	Bunak (Orthographic)	Timor-Alor-Pantar	Timor	boluk		nan		b o l u k
4756	50.0	fish trap	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	knopong		nan		k n o p o n g
15998	50.0	fish trap	kula1280	Kula	Timor-Alor-Pantar	Alor	gar		nan		g a r
16593	50.0	fish trap	wers1238	Wersing	Timor-Alor-Pantar	Timor	ar		nan		a r
17185	50.0	fish trap	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈpukat	nan	nan	nan	ˈp u k a t
17761	50.0	fish trap	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	rɛnɛ		nan		r ɛ n ɛ
18346	50.0	fish trap	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	ab adoi		nan		a b _ a d o i
18925	50.0	fish trap	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	ˈtere		1		ˈt e r e
19357	50.0	fish trap	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	rɛdi		nan		r ɛ d i
20532	50.0	fish trap	fata1247	Fataluku	Timor-Alor-Pantar	Timor	no data		nan		n o _ d a t a
21139	50.0	fish trap	sawi1256	Sawila	Timor-Alor-Pantar	Alor	no data		nan		n o _ d a t a
21726	50.0	fish trap	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	rɛdi		nan		r ɛ d i
22318	50.0	fish trap	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	puˈkət		nan		p u ˈk ə t
23864	50.0	fish trap	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	puˈkət		nan		p u ˈk ə t
24562	50.0	fish trap	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	hä.'läq hä.'läq dä		nan		h ä ˈl ä q _ h ä ˈl ä q _ d ä
24563	50.0	fish trap	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	halak halak da		nan		h a l a k _ h a l a k _ d a
25763	50.0	fish trap	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	rɛnɛ		*		r ɛ n ɛ
26346	50.0	fish trap	keda1252	Kedang	Austronesian	Lembata	'ɛrɛ		1		ˈɛ r ɛ
27466	50.0	fish trap	adon1237	Lamaholot-Adonara	Austronesian	Adonara	'namaʔ		n		ˈn a m a ʔ
#
48	49.0	fishing hook	keda1252	Kedang	Austronesian	Lembata	'ʔawil		1		ˈʔ a w i l
636	49.0	fishing hook	kelo1247	Klon	Timor-Alor-Pantar	Alor	ewɛl		nan		e w ɛ l
1246	49.0	fishing hook	cent2245-hewa	Hewa	Austronesian	Flores	'kaʋir		nan		ˈk a ʋ i r
2170	49.0	fishing hook	adan1251	Adang	Timor-Alor-Pantar	Alor	hafɛi		2		h a f ɛ i
2759	49.0	fishing hook	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈkawi		1		ˈk a w i
4706	49.0	fishing hook	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	ma:ni		nan		m aː n i
4707	49.0	fishing hook	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	haualai		3		h a u a l a i
4709	49.0	fishing hook	kira1248	Kiraman	Timor-Alor-Pantar	Alor	yɛl		4		y ɛ l
4710	49.0	fishing hook	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	yel		4		y e l
4711	49.0	fishing hook	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	agwulana		nan		a gw u l a n a
4712	49.0	fishing hook	rett1240	Reta	Timor-Alor-Pantar	Alor	ʔel		nan		ʔ e l
4713	49.0	fishing hook	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	kawil		nan		k a w i l
4714	49.0	fishing hook	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	kawil		nan		k a w i l
4715	49.0	fishing hook	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	kavil		nan		k a v i l
4716	49.0	fishing hook	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	kawil		nan		k a w i l
4717	49.0	fishing hook	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	kawil		nan		k a w i l
4718	49.0	fishing hook	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	káwil		nan		k á w i l
4719	49.0	fishing hook	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	kavil		nan		k a v i l
4720	49.0	fishing hook	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	kavil		nan		k a v i l
4721	49.0	fishing hook	dein1238	Deing	Timor-Alor-Pantar	Pantar	kis		nan		k i s
4722	49.0	fishing hook	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	kaul		nan		k a u l
4723	49.0	fishing hook	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	kisi		6		k i s i
4724	49.0	fishing hook	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	kawa		nan		k a w a
4725	49.0	fishing hook	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	kawi		1		k a w i
4726	49.0	fishing hook	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	awíl		nan		a w í l
15997	49.0	fishing hook	kula1280	Kula	Timor-Alor-Pantar	Alor	agulaŋ		nan		a g u l a ŋ
16592	49.0	fishing hook	wers1238	Wersing	Timor-Alor-Pantar	Timor	awil		nan		a w i l
17184	49.0	fishing hook	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈkavil	nan	nan	nan	ˈk a v i l
17760	49.0	fishing hook	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	khail		nan		kh a i l
18345	49.0	fishing hook	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	kavil		nan		k a v i l
18924	49.0	fishing hook	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	haualai		3		h a u a l a i
19356	49.0	fishing hook	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	kaɛr 'isin		nan		k a ɛ r _ ˈi s i n
20531	49.0	fishing hook	fata1247	Fataluku	Timor-Alor-Pantar	Timor	'nail		nan		ˈn a i l
21138	49.0	fishing hook	sawi1256	Sawila	Timor-Alor-Pantar	Alor	awili		nan		a w i l i
21725	49.0	fishing hook	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	kaɛr 'isin		nan		k a ɛ r _ ˈi s i n
22317	49.0	fishing hook	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	kaˈvil		nan		k a ˈv i l
23863	49.0	fishing hook	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	kaˈvil		nan		k a ˈv i l
24560	49.0	fishing hook	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	ä.ʋe̞.'lä		nan		ä ʋ e̞ ˈl ä
24561	49.0	fishing hook	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	awela		nan		a w e l a
25762	49.0	fishing hook	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	khail		*		kh a i l
26345	49.0	fishing hook	keda1252	Kedang	Austronesian	Lembata	'ʔawil		1		ˈʔ a w i l
27465	49.0	fishing hook	adon1237	Lamaholot-Adonara	Austronesian	Adonara	'kawiː		1		ˈk a w iː
28050	49.0	fishing hook	maka1316	Makasae	Timor-Alor-Pantar	Timor	nail		nan		n a i l
28606	49.0	fishing hook	abui1241-petle-o	Abui-Petleng (Orthographic)	Timor-Alor-Pantar	Alor	x		nan		x
#
546	556.0	fishnet	keda1252	Kedang	Austronesian	Lembata	pueʔ		nan		p u e ʔ
1153	556.0	fishnet	kelo1247	Klon	Timor-Alor-Pantar	Alor	dəlaŋ		nan		d ə l a ŋ
1808	556.0	fishnet	cent2245-hewa	Hewa	Austronesian	Flores	'a:la		nan		ˈaː l a
2669	556.0	fishnet	adan1251	Adang	Timor-Alor-Pantar	Alor	puko		nan		p u k o
3256	556.0	fishnet	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈalaʔ		nan		ˈa l a ʔ
15652	556.0	fishnet	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	pu'kat		nan		p u ˈk a t
15653	556.0	fishnet	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	pu'kat		nan		p u ˈk a t
16492	556.0	fishnet	kula1280	Kula	Timor-Alor-Pantar	Alor	gar		nan		g a r
17094	556.0	fishnet	wers1238	Wersing	Timor-Alor-Pantar	Timor	jal		nan		j a l
17671	556.0	fishnet	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈpukat	nan	nan	nan	ˈp u k a t
18257	556.0	fishnet	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	rɛnɛ		nan		r ɛ n ɛ
18843	556.0	fishnet	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	pukat		nan		p u k a t
19853	556.0	fishnet	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	'klahat		nan		ˈk l a h a t
21049	556.0	fishnet	fata1247	Fataluku	Timor-Alor-Pantar	Timor	'rɛdi		nan		ˈr ɛ d i
21634	556.0	fishnet	sawi1256	Sawila	Timor-Alor-Pantar	Alor	jala		nan		j a l a
22222	556.0	fishnet	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	'klahat		nan		ˈk l a h a t
22874	556.0	fishnet	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈpukət		nan		ˈp u k ə t
24420	556.0	fishnet	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	ˈpukət		nan		ˈp u k ə t
25635	556.0	fishnet	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	dälã		nan		d ä l ã
25636	556.0	fishnet	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	däläŋ		nan		d ä l ä ŋ
25637	556.0	fishnet	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	dalang		nan		d a l a n g
26259	556.0	fishnet	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	deli		nan		d e l i
26841	556.0	fishnet	keda1252	Kedang	Austronesian	Lembata	pueʔ		nan		p u e ʔ
27962	556.0	fishnet	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈpukɜt, ala		nan		ˈp u k ɜ t
28547	556.0	fishnet	maka1316	Makasae	Timor-Alor-Pantar	Timor	redi		nan		r e d i
#
444	454.0	five	keda1252	Kedang	Austronesian	Lembata	'lɛmɛ		3		ˈl ɛ m ɛ
1046	454.0	five	kelo1247	Klon	Timor-Alor-Pantar	Alor	əwih		nan		ə w i h
1702	454.0	five	cent2245-hewa	Hewa	Austronesian	Flores	lima		nan		l i m a
2100	454.0	five	tuku1254	Tokodede	Austronesian	Timor	'li:m		nan		ˈl iː m
2566	454.0	five	adan1251	Adang	Timor-Alor-Pantar	Alor	ifihiŋ		1		i f i h i ŋ
3154	454.0	five	lama1278	Lamaholot-Lewoingu	Austronesian	Flores	ˈlɛma		3		ˈl ɛ m a
14399	454.0	five	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	jeting		nan		j e t i n g
14400	454.0	five	adan1251-lawah	Adang-Lawahing	Timor-Alor-Pantar	Alor	iwɛhɛŋ		nan		i w ɛ h ɛ ŋ
14401	454.0	five	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	yeting		1		y e t i n g
14402	454.0	five	hama1240	Hamap-Moru	Timor-Alor-Pantar	Alor	iv.ɛhiŋ		1		i v ɛ h i ŋ
14403	454.0	five	kabo1247	Kabola-Monbang	Timor-Alor-Pantar	Alor	weheŋ		1		w e h e ŋ
14404	454.0	five	kafo1240	Kafoa-Probur	Timor-Alor-Pantar	Alor	iwɛhɛŋ		1		i w ɛ h ɛ ŋ
14405	454.0	five	kelo1247-bring	Klon-Bring	Timor-Alor-Pantar	Alor	əwəh		nan		ə w ə h
14406	454.0	five	kira1248	Kiraman	Timor-Alor-Pantar	Alor	yesan		1		y e s a n
14407	454.0	five	kuii1253	Kui-Moru	Timor-Alor-Pantar	Alor	yesan		1		y e s a n
14408	454.0	five	kula1280-lanto	Kula-Lantoka	Timor-Alor-Pantar	Alor	yawatena		nan		y a w a t e n a
14409	454.0	five	rett1240	Reta	Timor-Alor-Pantar	Alor	avehaŋ		nan		a v e h a ŋ
14410	454.0	five	sawi1256	Sawila	Timor-Alor-Pantar	Alor	yootiŋ		nan		y oo t i ŋ
14411	454.0	five	alor1249-sar-a	Sar-Adiabang	Timor-Alor-Pantar	Pantar	asán		nan		a s á n
14412	454.0	five	alor1249-sar-n	Sar-Nule	Timor-Alor-Pantar	Pantar	yawan		nan		y a w a n
14413	454.0	five	baka1276	Blagar-Bakalang	Timor-Alor-Pantar	Pantar	isiŋ		nan		i s i ŋ
14414	454.0	five	blag1240-bama	Blagar-Bama	Timor-Alor-Pantar	Pantar	isiŋ		nan		i s i ŋ
14415	454.0	five	blag1240-kulij	Blagar-Kulijahi	Timor-Alor-Pantar	Pantar	ising		nan		i s i n g
14416	454.0	five	blag1240-nule	Blagar-Nule	Timor-Alor-Pantar	Pantar	yisiŋ		nan		y i s i ŋ
14417	454.0	five	blag1240-tuntu	Blagar-Tuntuli	Timor-Alor-Pantar	Pantar	isiŋ		nan		i s i ŋ
14418	454.0	five	blag1240-warsa	Blagar-Warsalelang	Timor-Alor-Pantar	Pantar	ising		nan		i s i n g
14419	454.0	five	dein1238	Deing	Timor-Alor-Pantar	Pantar	asan		nan		a s a n
14420	454.0	five	kaer1234	Kaera-Abangiwang	Timor-Alor-Pantar	Pantar	i'sim		1		i ˈs i m
14421	454.0	five	kaer1234-o	Kaera-Abangiwang (Orthographic)	Timor-Alor-Pantar	Pantar	i'sim		nan		i ˈs i m
14422	454.0	five	lamm1241	Western Pantar-Tubbe	Timor-Alor-Pantar	Pantar	yasing		1		y a s i n g
14423	454.0	five	nede1245	Nedebang	Timor-Alor-Pantar	Pantar	yisin		nan		y i s i n
14424	454.0	five	teiw1235	Teiwa-Lebang	Timor-Alor-Pantar	Pantar	jusan		1		j u s a n
14425	454.0	five	buna1278-malia	Bunaq-Maliana	Timor-Alor-Pantar	Timor	gɔin'ʧɛt		nan		g ɔ i n ˈʧ ɛ t
14426	454.0	five	kola1287	Wersing-Kolana	Timor-Alor-Pantar	Timor	weting		nan		w e t i n g
14427	454.0	five	p-alor1249	proto-AP	Timor-Alor-Pantar		*jiwesin		nan		j i w e s i n
14428	454.0	five	p-timo1261	proto-TAP	Timor-Alor-Pantar		*jiwesin		nan		j i w e s i n
16390	454.0	five	kula1280	Kula	Timor-Alor-Pantar	Alor	jawatəna		nan		j a w a t ə n a
16991	454.0	five	wers1238	Wersing	Timor-Alor-Pantar	Timor	wetiŋ		nan		w e t i ŋ
17584	454.0	five	sout2896-lerek	Lerek Lamaholot	Austronesian	Lembata	ˈlɛma	nan	nan	nan	ˈl ɛ m a
18155	454.0	five	buna1278-suai	Bunak-Suai	Timor-Alor-Pantar	Timor	goin tʃɛt		nan		g o i n _ tʃ ɛ t
18741	454.0	five	pura1258	Blagar-Pura	Timor-Alor-Pantar	Pura	isiŋ		nan		i s i ŋ
19286	454.0	five	atim1239	Abui-Atimelang	Timor-Alor-Pantar	Alor	yeting		1		y e t i n g
19751	454.0	five	tetu1245-suai	Tetun Terik-Suai 	Austronesian	Timor	lɪma		nan		l ɪ m a
20152	454.0	five	alor1247-baran	Alorese-Baranusa	Austronesian	Pantar	'lɛm:a	nan	nan	nan	ˈl ɛ mː a
20465	454.0	five	kema1243	Kemak	Austronesian	Timor	hə'lima		nan		h ə ˈl i m a
20945	454.0	five	fata1247	Fataluku	Timor-Alor-Pantar	Timor	limɛ		nan		l i m ɛ
21532	454.0	five	sawi1256	Sawila	Timor-Alor-Pantar	Alor	jawatine		nan		j a w a t i n e
22120	454.0	five	tetu1245-vique	Tetun Terik-Viqueque	Austronesian	Timor	lɪma		nan		l ɪ m a
22781	454.0	five	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	lɛm		nan		l ɛ m
23241	454.0	five	abui1241-fuime	Abui-Fuimelang	Timor-Alor-Pantar	Alor	jeting		nan		j e t i n g
23517	454.0	five	mamb1306	Mambai	Austronesian	Timor	'lim		nan		ˈl i m
23793	454.0	five	laka1255	Lakalei 	Austronesian	Timor	'lima		nan		ˈl i m a
24327	454.0	five	sout2896-kalik	Lembata-Kalikasa	Austronesian	Lembata	lɛm		nan		l ɛ m
25430	454.0	five	abui1241-takal	Abui-Takalelang	Timor-Alor-Pantar	Alor	je̞.'tiŋ		nan		j e̞ ˈt i ŋ
25431	454.0	five	abui1241-takal-o	Abui-Takalelang (Orthographic)	Timor-Alor-Pantar	Alor	yeting		nan		y e t i n g
26156	454.0	five	buna1278-bobon	Bunak-Bobonaro	Timor-Alor-Pantar	Timor	goin tʃɛt		2		g o i n _ tʃ ɛ t
26739	454.0	five	keda1252	Kedang	Austronesian	Lembata	'lɛmɛ		3		ˈl ɛ m ɛ
27131	454.0	five	tetu1246	Tetun Dili 	Austronesian	Timor	'lima		nan		ˈl i m a
27403	454.0	five	idat1237	Idate	Austronesian	Timor	'ne:n		nan		ˈn eː n
27860	454.0	five	adon1237	Lamaholot-Adonara	Austronesian	Adonara	ˈlema		3		ˈl e m a
