Feature_ID	Language_ID	Value	English	Language name (-dialect)	Family	Region	Comment	Alignment	Cognate Set	Source	Loan	Reference
206.0	cent2245-hewa	nimu	3sg	Hewa	Austronesian	5Flores, 2Central		n i m u	930.0			
207.0	cent2245-hewa	ʔami	1pl excl	Hewa	Austronesian	5Flores, 2Central		ʔ a m i	8904.0			
208.0	cent2245-hewa	ʔita	1pl incl	Hewa	Austronesian	5Flores, 2Central		ʔ i t a	175.0			
209.0	cent2245-hewa	miu	2pl	Hewa	Austronesian	5Flores, 2Central		- - m i u	9967.0			
210.0	cent2245-hewa	rimu	3pl	Hewa	Austronesian	5Flores, 2Central		r i m u - - - - - - - -	9747.0			
211.0	cent2245-hewa	eʔon	no; not	Hewa	Austronesian	5Flores, 2Central	/eʔon/: preverbal; /iva/: clause-final	e ʔ o n	9174.0			
211.0	cent2245-hewa	iʋa	no; not	Hewa	Austronesian	5Flores, 2Central	/eʔon/: preverbal; /iva/: clause-final	i ʋ a	9175.0			
212.0	cent2245-hewa	nora	and	Hewa	Austronesian	5Flores, 2Central	from the verb -ora 'with'	n o r a	123.0			
213.0	cent2245-hewa	puʔan poi	because	Hewa	Austronesian	5Flores, 2Central		p u ʔ a n _ p o i	9803.0			
214.0	cent2245-hewa	naha	if	Hewa	Austronesian	5Flores, 2Central	no native word for 'if'	n a h a	9236.0			
215.0	cent2245-hewa	-ora	with	Hewa	Austronesian	5Flores, 2Central	1SG: ʔora; 2SG,1PL.EX,2PL: mora; 3SG: nora; 1PL.IN: tora; 3PL: lora	- o r a	3025.0			
216.0	cent2245-hewa	apa	what?	Hewa	Austronesian	5Flores, 2Central		- a p - a	239.0			
217.0	cent2245-hewa	hai	who?	Hewa	Austronesian	5Flores, 2Central		h a - i	234.0			
218.0	cent2245-hewa	upa	where?	Hewa	Austronesian	5Flores, 2Central		- u p a	6965.0			
219.0	cent2245-hewa	rəma pira	when?	Hewa	Austronesian	5Flores, 2Central		( r ə m a - ) _ p i - - r a	220.0			
220.0	cent2245-hewa	puʔan apa?	why?	Hewa	Austronesian	5Flores, 2Central		p u ʔ a n _ a p a ?	8997.0			
221.0	cent2245-hewa	pira	how much; how many?	Hewa	Austronesian	5Flores, 2Central		p i r a	129.0			
222.0	cent2245-hewa	ɡanu upan	how?	Hewa	Austronesian	5Flores, 2Central		ɡ a n u _ u p a n	9196.0			
223.0	cent2245-hewa	ʔete	this	Hewa	Austronesian	5Flores, 2Central		ʔ e t e	4972.0			
224.0	cent2245-hewa	ʔia	that	Hewa	Austronesian	5Flores, 2Central		ʔ i - a	7198.0			
225.0	cent2245-hewa	ʔia	at	Hewa	Austronesian	5Flores, 2Central	"A?u noran ?ia ləpo, I be at home, ""I am at home"" "	- ʔ i - a	6351.0			
226.0	cent2245-hewa	unen	in; inside	Hewa	Austronesian	5Flores, 2Central		- u n e n	7283.0			
227.0	cent2245-hewa	muʔe	here	Hewa	Austronesian	5Flores, 2Central		m u ʔ e - - - - -	9197.0			
227.0	cent2245-hewa	muʔe ʔete	here	Hewa	Austronesian	5Flores, 2Central		m u ʔ e _ ʔ e t e	9197.0			
228.0	cent2245-hewa	ʔia	there	Hewa	Austronesian	5Flores, 2Central	Terms pointing to spatial directions on a coordinate system may also be used as a distal locational (there).	ʔ i a	9058.0			
228.0	cent2245-hewa	ʔia nan	there	Hewa	Austronesian	5Flores, 2Central	Terms pointing to spatial directions on a coordinate system may also be used as a distal locational (there).	ʔ i - a _ n a n -	9058.0			
228.0	cent2245-hewa	ʔia ʋaʋa nana	there	Hewa	Austronesian	5Flores, 2Central	Terms pointing to spatial directions on a coordinate system may also be used as a distal locational (there).	ʔ i a _ ʋ a ʋ a _ n a n a	9058.0			
229.0	cent2245-hewa	lala nan	above	Hewa	Austronesian	5Flores, 2Central		l a l a _ n a - - n	9228.0			
229.0	cent2245-hewa	lala ʋutun	above	Hewa	Austronesian	5Flores, 2Central		l a l a _ ʋ u t u n	9228.0			
230.0	cent2245-hewa	ləʋun	below	Hewa	Austronesian	5Flores, 2Central		- l ə ʋ u n	245.0			
230.0	cent2245-hewa	ʋaʋa on	below	Hewa	Austronesian	5Flores, 2Central		ʋ a ʋ a _ o n	9089.0			
231.0	cent2245-hewa	ʋirin	left (side)	Hewa	Austronesian	5Flores, 2Central		ʋ i r i n -	8255.0			
232.0	cent2245-hewa	ʋanan	right (side)	Hewa	Austronesian	5Flores, 2Central		ʋ a n a n -	6649.0			
233.0	cent2245-hewa	anak ha	a few	Hewa	Austronesian	5Flores, 2Central		a n a k _ h a	9193.0			
234.0	cent2245-hewa	leʔu ʋaʔi ha	all	Hewa	Austronesian	5Flores, 2Central		l e ʔ u _ ʋ a ʔ i _ h a	9198.0			
235.0	cent2245-hewa	oher	many	Hewa	Austronesian	5Flores, 2Central		o h e r	9026.0			
236.0	cent2245-hewa	binatang	animal	Hewa	Austronesian	5Flores, 2Central		b i n - a - t a n g	3934.0			
237.0	cent2245-hewa	kəna horon	fowl	Hewa	Austronesian	5Flores, 2Central		k ə n a _ h o r o n	9210.0			
238.0	cent2245-hewa	ahu	dog	Hewa	Austronesian	5Flores, 2Central		- a h u	209.0			
239.0	cent2245-hewa	ʋaʋi	pig	Hewa	Austronesian	5Flores, 2Central		ʋ a ʋ i -	9149.0			
240.0	cent2245-hewa	manuʔ	chicken	Hewa	Austronesian	5Flores, 2Central		m a n u ʔ	9163.0			
241.0	cent2245-hewa	teʔu	rat	Hewa	Austronesian	5Flores, 2Central		t e - ʔ u	381.0			
242.0	cent2245-hewa	təke:	lizard	Hewa	Austronesian	5Flores, 2Central		t ə k eː - - -	1145.0			
243.0	cent2245-hewa	laʔu	civet cat	Hewa	Austronesian	5Flores, 2Central		- l a ʔ u	1480.0			
244.0	cent2245-hewa	ruha	deer	Hewa	Austronesian	5Flores, 2Central		- - r u h a - -	941.0			
245.0	cent2245-hewa	blaʔur	frog	Hewa	Austronesian	5Flores, 2Central		b l a ʔ u r	9229.0			
246.0	cent2245-hewa	niʔi	bat	Hewa	Austronesian	5Flores, 2Central		- n i ʔ i	1563.0			
247.0	cent2245-hewa	niʔi	flying fox; fruit bat	Hewa	Austronesian	5Flores, 2Central		n i ʔ i	9074.0			
248.0	cent2245-hewa	behar	cuscus	Hewa	Austronesian	5Flores, 2Central		- - b e h a r	8590.0			
249.0	cent2245-hewa	iʔur	tail	Hewa	Austronesian	5Flores, 2Central	"/iʔur/: tail of four legged animals;
/kekor/: tail of two leɡɡed animals"	- i ʔ u r	6538.0			
249.0	cent2245-hewa	kekor	tail	Hewa	Austronesian	5Flores, 2Central	"/iʔur/: tail of four legged animals;
/kekor/: tail of two leɡɡed animals"	k e - - - k o r	5652.0			
250.0	cent2245-hewa	iʔan	fish	Hewa	Austronesian	5Flores, 2Central		- i ʔ a n	7098.0			
251.0	cent2245-hewa	hiu	shark	Hewa	Austronesian	5Flores, 2Central		h i u	9153.0			
252.0	cent2245-hewa	iʔan paus	whale	Hewa	Austronesian	5Flores, 2Central		i ʔ a n _ p a u s	8984.0			
253.0	cent2245-hewa	iʔan lumba-lumba	dolphin	Hewa	Austronesian	5Flores, 2Central		i ʔ a n _ l u m b a l u m b a	9136.0			
254.0	cent2245-hewa	kobu	crocodile	Hewa	Austronesian	5Flores, 2Central		k o b u	5514.0			
255.0	cent2245-hewa	oti	monitor lizard	Hewa	Austronesian	5Flores, 2Central		- o t i -	6092.0			
256.0	cent2245-hewa	ladaŋ	starfish	Hewa	Austronesian	5Flores, 2Central		l a d a ŋ	9161.0			
257.0	cent2245-hewa	ʔera	turtle	Hewa	Austronesian	5Flores, 2Central		ʔ e r a	9012.0			
258.0	cent2245-hewa	ʔera	turtle (saltwater)	Hewa	Austronesian	5Flores, 2Central		ʔ e r a	8995.0			
259.0	cent2245-hewa	kəna horon	bird	Hewa	Austronesian	5Flores, 2Central	/kəna horon/ (literally: 'flying thing')	k ə n a _ - h o r o n	249.0			
259.0	cent2245-hewa	olon	bird	Hewa	Austronesian	5Flores, 2Central	/kəna horon/ (literally: 'flying thing')	- o l o n	253.0			
260.0	cent2245-hewa	kapik	wing	Hewa	Austronesian	5Flores, 2Central		k a p i k - -	26.0			
261.0	cent2245-hewa	geri	claw	Hewa	Austronesian	5Flores, 2Central	Gəro is a cat's claw, geri is a chicken's claw	- - g e r - - i -	6163.0			
261.0	cent2245-hewa	gəro?	claw	Hewa	Austronesian	5Flores, 2Central	Gəro is a cat's claw, geri is a chicken's claw	- - g ə r - - o ?	6163.0			
262.0	cent2245-hewa	ʋulu	feather	Hewa	Austronesian	5Flores, 2Central	also: body hair, animals hair	ʋ u l u -	68.0			
263.0	cent2245-hewa	taran	horn	Hewa	Austronesian	5Flores, 2Central		t a r a n	6503.0			
264.0	cent2245-hewa	ular	snake	Hewa	Austronesian	5Flores, 2Central		- u l a r	203.0			
265.0	cent2245-hewa	mekot	scorpion	Hewa	Austronesian	5Flores, 2Central		m e k o t	9128.0			
266.0	cent2245-hewa	təlon	egg	Hewa	Austronesian	5Flores, 2Central		- - - t ə l o n	242.0			
267.0	cent2245-hewa	doho	earthworm	Hewa	Austronesian	5Flores, 2Central	worm (earthworm)	d o h o	9113.0			
268.0	cent2245-hewa	mata bulak	butterfly	Hewa	Austronesian	5Flores, 2Central		m a t a _ b u l a k	8705.0			
269.0	cent2245-hewa	lale	fly (n.)	Hewa	Austronesian	5Flores, 2Central		- l a l - e -	3158.0			
270.0	cent2245-hewa	mur	mosquito	Hewa	Austronesian	5Flores, 2Central		m u - - r	5720.0			
271.0	cent2245-hewa	mihe	ant	Hewa	Austronesian	5Flores, 2Central		- - m i h e -	8665.0			
272.0	cent2245-hewa	klahang	grasshopper	Hewa	Austronesian	5Flores, 2Central		k l a h a n g	9208.0			
273.0	cent2245-hewa	raon	locust	Hewa	Austronesian	5Flores, 2Central		r a o n	9088.0			
274.0	cent2245-hewa	kuku raka	spider	Hewa	Austronesian	5Flores, 2Central		k u k u _ r a k a	9155.0			
275.0	cent2245-hewa	ʔutu	headlice	Hewa	Austronesian	5Flores, 2Central		ʔ u t u -	6316.0			
276.0	cent2245-hewa	ʔutu telon	louse eggs	Hewa	Austronesian	5Flores, 2Central		ʔ u t u _ t e l o n	6907.0			
277.0	cent2245-hewa	ʔutu inan	mother louse	Hewa	Austronesian	5Flores, 2Central		ʔ u t u _ - i n a n -	6272.0			
278.0	cent2245-hewa	məla	flea	Hewa	Austronesian	5Flores, 2Central		m ə - - l a -	2608.0			
279.0	cent2245-hewa	ʔutu	louse (clothing)	Hewa	Austronesian	5Flores, 2Central		ʔ u t u	9040.0			
280.0	cent2245-hewa	ma:in	bedbug	Hewa	Austronesian	5Flores, 2Central		- m aː i n -	984.0			
281.0	cent2245-hewa	gəteʔ	big	Hewa	Austronesian	5Flores, 2Central		g ə t e ʔ	9253.0			
282.0	cent2245-hewa	anak	small	Hewa	Austronesian	5Flores, 2Central		a n a k - -	216.0			
283.0	cent2245-hewa	ɡu	old; worn (house)	Hewa	Austronesian	5Flores, 2Central		- - ɡ u -	914.0			
284.0	cent2245-hewa	ʋərun	new (house)	Hewa	Austronesian	5Flores, 2Central		ʋ ə r u n	6456.0			
285.0	cent2245-hewa	blupur	old (people)	Hewa	Austronesian	5Flores, 2Central		b l u p u r	9132.0			
286.0	cent2245-hewa	nurak	young (people)	Hewa	Austronesian	5Flores, 2Central	olunɡ teen aɡed	n u r a k	9018.0			
286.0	cent2245-hewa	olunɡ	young (people)	Hewa	Austronesian	5Flores, 2Central	olunɡ teen aɡed	o l u n ɡ	9019.0			
287.0	cent2245-hewa	toʔor	lazy	Hewa	Austronesian	5Flores, 2Central		t o ʔ o r	9102.0			
288.0	cent2245-hewa	dara	hot	Hewa	Austronesian	5Flores, 2Central	warm (of weather)	d a r a -	1221.0			
288.0	cent2245-hewa	dara ɡahuʔ	hot	Hewa	Austronesian	5Flores, 2Central	warm (of weather)	d a r a _ ɡ a h u ʔ	9214.0			
289.0	cent2245-hewa	blatan	cold	Hewa	Austronesian	5Flores, 2Central	cold (of weather)	b - l a t a - - n	4836.0			
290.0	cent2245-hewa	əpan	good	Hewa	Austronesian	5Flores, 2Central		- ə p a n	2555.0			
291.0	cent2245-hewa	ɡoʔid (mainly used for things that are not nice)	bad	Hewa	Austronesian	5Flores, 2Central	bad/evil; /ɡoʔid/ (mainly used for things that are not nice)	ɡ o ʔ i d	6314.0			
291.0	cent2245-hewa	ʋəngoʔ	bad	Hewa	Austronesian	5Flores, 2Central	bad/evil; /ɡoʔid/ (mainly used for things that are not nice)	ʋ ə n g o ʔ	9083.0			
292.0	cent2245-hewa	bənu	full	Hewa	Austronesian	5Flores, 2Central		b ə n u -	124.0			
293.0	cent2245-hewa	nəlar	empty	Hewa	Austronesian	5Flores, 2Central		n ə l a r	9177.0			
294.0	cent2245-hewa	roʔo	near	Hewa	Austronesian	5Flores, 2Central		r o ʔ o -	7993.0			
295.0	cent2245-hewa	blaʋir	far	Hewa	Austronesian	5Flores, 2Central		b l a ʋ i r	9187.0			
296.0	cent2245-hewa	gəmaʔ	wet	Hewa	Austronesian	5Flores, 2Central		g ə m a ʔ	8994.0			
297.0	cent2245-hewa	duʔur	dry	Hewa	Austronesian	5Flores, 2Central	dry (a. general term, b. to dry up)	d u ʔ u r -	8396.0			
297.0	cent2245-hewa	mara	dry	Hewa	Austronesian	5Flores, 2Central	dry (a. general term, b. to dry up)	m a r a -	232.0			
297.0	cent2245-hewa	məti	dry	Hewa	Austronesian	5Flores, 2Central	dry (a. general term, b. to dry up)	m ə t i -	9139.0			
298.0	cent2245-hewa	ʋori	dry in sun	Hewa	Austronesian	5Flores, 2Central		ʋ o r i - - -	4937.0			
299.0	cent2245-hewa	blon	long	Hewa	Austronesian	5Flores, 2Central	long(of objects)	b l o n	9034.0			
300.0	cent2245-hewa	ɡahar	tall	Hewa	Austronesian	5Flores, 2Central		ɡ a h a r	9053.0			
301.0	cent2245-hewa	buluk	short	Hewa	Austronesian	5Flores, 2Central	/buluk/: short in height;  /puʔur/: short in length	b u l u k	9180.0			
301.0	cent2245-hewa	buʔu	short	Hewa	Austronesian	5Flores, 2Central	/buluk/: short in height;  /puʔur/: short in length	b u ʔ u -	9178.0			
301.0	cent2245-hewa	puʔur	short	Hewa	Austronesian	5Flores, 2Central	/buluk/: short in height;  /puʔur/: short in length	p u ʔ u r	9178.0			
302.0	cent2245-hewa	buluk	short (people)	Hewa	Austronesian	5Flores, 2Central		b u l u k	7009.0			
302.0	cent2245-hewa	buʔu	short (people)	Hewa	Austronesian	5Flores, 2Central		b u ʔ u	5063.0			
303.0	cent2245-hewa	bleler	thin (non-human)	Hewa	Austronesian	5Flores, 2Central	thin (of objects)	b l e l e r	4895.0			
304.0	cent2245-hewa	rugu?	skinny (human)	Hewa	Austronesian	5Flores, 2Central		- r u g u ?	7039.0			
305.0	cent2245-hewa	apar	thick	Hewa	Austronesian	5Flores, 2Central	thick (of objects)	- a p a r	83.0			
306.0	cent2245-hewa	ɡuer	round	Hewa	Austronesian	5Flores, 2Central		ɡ - u - - e r - -	986.0			
307.0	cent2245-hewa	rumaŋ	dark	Hewa	Austronesian	5Flores, 2Central	also means 'night'	r u m a ŋ	9121.0			
308.0	cent2245-hewa	iŋa	light	Hewa	Austronesian	5Flores, 2Central		i ŋ a	9107.0			
309.0	cent2245-hewa	milan	dirty	Hewa	Austronesian	5Flores, 2Central		- - m i l a n	9151.0			
310.0	cent2245-hewa	melon	clean	Hewa	Austronesian	5Flores, 2Central		m e - - l o n -	1234.0			
311.0	cent2245-hewa	diran	sharp	Hewa	Austronesian	5Flores, 2Central		- - d i r a n -	5827.0			
312.0	cent2245-hewa	bohuk	blunt; dull	Hewa	Austronesian	5Flores, 2Central		b o h u k -	5927.0			
313.0	cent2245-hewa	bərat	heavy	Hewa	Austronesian	5Flores, 2Central		b ə - - r a t - -	8847.0			
314.0	cent2245-hewa	heak	light (weight)	Hewa	Austronesian	5Flores, 2Central		h e a k	9099.0			
315.0	cent2245-hewa	mudeŋ	straight	Hewa	Austronesian	5Flores, 2Central		- m u d e - - ŋ -	195.0			
316.0	cent2245-hewa		wide	Hewa	Austronesian	5Flores, 2Central	no general word for 'wide'					
317.0	cent2245-hewa	təker	narrow	Hewa	Austronesian	5Flores, 2Central		t ə k e r	9157.0			
318.0	cent2245-hewa	dəmen	correct	Hewa	Austronesian	5Flores, 2Central	correct, true	d ə m e n	9123.0			
319.0	cent2245-hewa	hala	wrong	Hewa	Austronesian	5Flores, 2Central		h a - - l a -	2432.0			
320.0	cent2245-hewa	dahaʔ	ripe	Hewa	Austronesian	5Flores, 2Central		d a h a ʔ - -	202.0			
320.0	cent2245-hewa	duʔan	ripe	Hewa	Austronesian	5Flores, 2Central		d u ʔ a - - n	202.0			
321.0	cent2245-hewa	ʋauk	rotten	Hewa	Austronesian	5Flores, 2Central	rotten (of food, corpse)	ʋ a u k	9134.0			
322.0	cent2245-hewa	baʔit	bitter	Hewa	Austronesian	5Flores, 2Central		b a ʔ - i t	9978.0			
323.0	cent2245-hewa	hureʔ	sweet	Hewa	Austronesian	5Flores, 2Central		h u r e ʔ	4181.0			
324.0	cent2245-hewa	niluk	sour	Hewa	Austronesian	5Flores, 2Central		- n i l u k - -	970.0			
325.0	cent2245-hewa	bəru	salty	Hewa	Austronesian	5Flores, 2Central		b ə r u	7253.0			
326.0	cent2245-hewa	dətu	flat	Hewa	Austronesian	5Flores, 2Central		d ə t u - -	8418.0			
327.0	cent2245-hewa	mɛlur	smooth	Hewa	Austronesian	5Flores, 2Central		- - m ɛ l u r - -	9172.0			
328.0	cent2245-hewa	mogɔr	rough	Hewa	Austronesian	5Flores, 2Central		m o g ɔ r	9125.0			
329.0	cent2245-hewa	mitan	black	Hewa	Austronesian	5Flores, 2Central		m i t a n - -	200.0			
330.0	cent2245-hewa	buraʔ	white	Hewa	Austronesian	5Flores, 2Central		- b u r a ʔ	184.0			
331.0	cent2245-hewa	meran	red	Hewa	Austronesian	5Flores, 2Central		- m e r a n	183.0			
332.0	cent2245-hewa	daʔan	green	Hewa	Austronesian	5Flores, 2Central		- - d a ʔ a n	9201.0			
333.0	cent2245-hewa	daʔan	blue	Hewa	Austronesian	5Flores, 2Central		d a ʔ a n	9035.0			
334.0	cent2245-hewa	heret	yellow	Hewa	Austronesian	5Flores, 2Central		h e r e t	9014.0			
335.0	cent2245-hewa	blaraʔ	sick; painful	Hewa	Austronesian	5Flores, 2Central		b l a r a ʔ -	8721.0			
336.0	cent2245-hewa	meaŋ	shy; ashamed	Hewa	Austronesian	5Flores, 2Central		m e a ŋ	7682.0			
337.0	cent2245-hewa	maraʔ	thirsty	Hewa	Austronesian	5Flores, 2Central		m a r a ʔ	9030.0			
338.0	cent2245-hewa	morun	hungry	Hewa	Austronesian	5Flores, 2Central		m o - - r u - - n	3645.0			
339.0	cent2245-hewa	goʔit	blind	Hewa	Austronesian	5Flores, 2Central		g o ʔ i t	8102.0			
340.0	cent2245-hewa	pəke?	deaf	Hewa	Austronesian	5Flores, 2Central		p ə k e ?	9133.0			
341.0	cent2245-hewa	blauʔ	scared	Hewa	Austronesian	5Flores, 2Central	to fear	b l a u ʔ	9130.0			
342.0	cent2245-hewa	həpuk	angry	Hewa	Austronesian	5Flores, 2Central		h ə p u k -	1246.0			
343.0	cent2245-hewa	papaŋ	to see	Hewa	Austronesian	5Flores, 2Central	/ʔitaʔ/ 1SG, 1PL.IN, 3PL: ʔitaʔ; all others: /ɡitaʔ/ 	p a p a ŋ	9017.0			
343.0	cent2245-hewa	tenger	to see	Hewa	Austronesian	5Flores, 2Central	/ʔitaʔ/ 1SG, 1PL.IN, 3PL: ʔitaʔ; all others: /ɡitaʔ/ 	t e n g e r	9005.0			
343.0	cent2245-hewa	ʔitaʔ	to see	Hewa	Austronesian	5Flores, 2Central	/ʔitaʔ/ 1SG, 1PL.IN, 3PL: ʔitaʔ; all others: /ɡitaʔ/ 	ʔ i t a ʔ	8999.0			
344.0	cent2245-hewa	diʔiŋ	to hear	Hewa	Austronesian	5Flores, 2Central	/rəna/, 1SG: ʔəna; 2PL: bəna; all others: /rəna/	d i ʔ i ŋ	9211.0			
344.0	cent2245-hewa	rəna	to hear	Hewa	Austronesian	5Flores, 2Central	/rəna/, 1SG: ʔəna; 2PL: bəna; all others: /rəna/	r ə n a	6433.0			
345.0	cent2245-hewa	moʋoʔ	to smell	Hewa	Austronesian	5Flores, 2Central	to sniff, smell	m o ʋ o ʔ	2334.0			
346.0	cent2245-hewa	suɡo	to think	Hewa	Austronesian	5Flores, 2Central	also: remember	s u ɡ o -	8985.0			
347.0	cent2245-hewa	raʔitan	to know	Hewa	Austronesian	5Flores, 2Central	to know (things), be knowledgeable	r a ʔ i t a n -	6339.0			
348.0	cent2245-hewa	həron	to say	Hewa	Austronesian	5Flores, 2Central		h ə r o n	7781.0			
348.0	cent2245-hewa	marin	to say	Hewa	Austronesian	5Flores, 2Central		m a r i n	212.0			
349.0	cent2245-hewa	ulun	to speak	Hewa	Austronesian	5Flores, 2Central		- u l - u n -	8436.0			
350.0	cent2245-hewa	liʔar	voice	Hewa	Austronesian	5Flores, 2Central		l i ʔ a r	9015.0			
351.0	cent2245-hewa	ulun	language	Hewa	Austronesian	5Flores, 2Central		u l - u n	7000.0			
352.0	cent2245-hewa	tuʔe	to lie down	Hewa	Austronesian	5Flores, 2Central	to lie down (to sleep); 1SG, 1PL.IN, 3PL: /tuʔe/; all others: /duʔe/	t u - - ʔ e	8834.0			
353.0	cent2245-hewa	tuʔe	to sleep	Hewa	Austronesian	5Flores, 2Central	/tuʔe/ 1SG, 1PL.IN, 3PL: tuʔe; all others: /duʔe/ 	t u - - ʔ e -	154.0			
353.0	cent2245-hewa	ɡəpaŋ	to sleep	Hewa	Austronesian	5Flores, 2Central	/tuʔe/ 1SG, 1PL.IN, 3PL: tuʔe; all others: /duʔe/ 	ɡ ə p a ŋ	9009.0			
354.0	cent2245-hewa	hogo	to wake up	Hewa	Austronesian	5Flores, 2Central		h o g o	8987.0			
355.0	cent2245-hewa	ləru	to wake someone up	Hewa	Austronesian	5Flores, 2Central		l ə r u	9004.0			
356.0	cent2245-hewa	huʔi	to bathe	Hewa	Austronesian	5Flores, 2Central		h u - ʔ i	7989.0			
357.0	cent2245-hewa	bəli huʔiʔ	to bathe (a child)	Hewa	Austronesian	5Flores, 2Central		b ə l i _ h u ʔ i ʔ	6875.0			
358.0	cent2245-hewa	təri	to sit	Hewa	Austronesian	5Flores, 2Central	1SG, 1PL.IN, 3PL: təri; all others: dəri	- - t ə r i	6375.0			
359.0	cent2245-hewa	əra	to stand	Hewa	Austronesian	5Flores, 2Central		- - - ə r a -	424.0			
360.0	cent2245-hewa	pano	to walk	Hewa	Austronesian	5Flores, 2Central	1SG,1PL.IN,3PL: pano; all others: bano	p a n o	59.0			
361.0	cent2245-hewa	plari	to run	Hewa	Austronesian	5Flores, 2Central		p l a r - i	559.0			
362.0	cent2245-hewa	pano	to go	Hewa	Austronesian	5Flores, 2Central	"1SG,1PL.IN,3PL: pano; all others: bano
In fixed expressions (non productively), there is also the motion verb nan which means 'go'"	p a n o -	6877.0			
363.0	cent2245-hewa	nani	to swim	Hewa	Austronesian	5Flores, 2Central		n a n - i	181.0			
364.0	cent2245-hewa	horo	to fly	Hewa	Austronesian	5Flores, 2Central		- - h o r o	6675.0			
365.0	cent2245-hewa	goru	to fall (from above)	Hewa	Austronesian	5Flores, 2Central	/ɡoru/: to fall (non-humans, as a fruit)	g o r u -	6438.0			
366.0	cent2245-hewa	lodonɡ	to fall over	Hewa	Austronesian	5Flores, 2Central	/ʔela/ or /lodoŋ/: to fall (for humans)	l o d o n ɡ	2888.0			
366.0	cent2245-hewa	ʔəla	to fall over	Hewa	Austronesian	5Flores, 2Central	/ʔela/ or /lodoŋ/: to fall (for humans)	ʔ ə l a -	2513.0			
367.0	cent2245-hewa	bəli lodɔŋ	to drop	Hewa	Austronesian	5Flores, 2Central		b ə l i _ l o - - d ɔ ŋ	9087.0			
368.0	cent2245-hewa	-inu	to drink	Hewa	Austronesian	5Flores, 2Central	1SG: ʔinu; 2SG: minu; 3SG: ninu; 1PL.IN: tinu; 1PL.EX: minu; 2PL: minu; 3PL: rinu	- i n u - -	1187.0			
369.0	cent2245-hewa	ʔa	to eat	Hewa	Austronesian	5Flores, 2Central	1SG: ʔoa; 2SG: goa; 3SG: ga; 1PL.IN: ʔea; 1PL.EX: gea; 2PL: gea; 3PL: ʔa	ʔ a - -	6429.0			
370.0	cent2245-hewa	hunaʔ	to cook	Hewa	Austronesian	5Flores, 2Central	/hunaʔ/ general term; if no general term then /pura/ boil food.	h u n a ʔ	4950.0			
370.0	cent2245-hewa	pura	to cook	Hewa	Austronesian	5Flores, 2Central	/hunaʔ/ general term; if no general term then /pura/ boil food.	p u r a	9101.0			
371.0	cent2245-hewa	popo	to wash	Hewa	Austronesian	5Flores, 2Central	"1SG,1PL.IN,3PL: popo; all others: bopo
/popo/: washing cloths or face
/puʔu/: washing hands or dishes"	p o p o	62.0			
371.0	cent2245-hewa	puʔu	to wash	Hewa	Austronesian	5Flores, 2Central	"1SG,1PL.IN,3PL: popo; all others: bopo
/popo/: washing cloths or face
/puʔu/: washing hands or dishes"	p - u ʔ u - -	4355.0			
372.0	cent2245-hewa	raʔit	to sew	Hewa	Austronesian	5Flores, 2Central	to sew (clothing)	r a ʔ i t -	8161.0			
373.0	cent2245-hewa	moret	to live; be alive; living	Hewa	Austronesian	5Flores, 2Central		m o - r e t	81.0			
374.0	cent2245-hewa	boʔ	to breathe	Hewa	Austronesian	5Flores, 2Central		b o ʔ	9096.0			
375.0	cent2245-hewa	krian	to work	Hewa	Austronesian	5Flores, 2Central	to work (in garden, field)	k - r - i - a n -	11.0			
376.0	cent2245-hewa	mate	to die	Hewa	Austronesian	5Flores, 2Central	to die, be dead	m a - t e - -	97.0			
377.0	cent2245-hewa	bəli	to give	Hewa	Austronesian	5Flores, 2Central		b ə l i	6431.0			
378.0	cent2245-hewa	pəri	to wipe	Hewa	Austronesian	5Flores, 2Central		- p ə r i -	402.0			
379.0	cent2245-hewa	mai	to come	Hewa	Austronesian	5Flores, 2Central		- - - m a i - -	277.0			
379.0	cent2245-hewa	main	to come	Hewa	Austronesian	5Flores, 2Central		- - - m a i n -	277.0			
380.0	cent2245-hewa	to	to laugh	Hewa	Austronesian	5Flores, 2Central		t o	9223.0			
381.0	cent2245-hewa	tani	to cry	Hewa	Austronesian	5Flores, 2Central	1SG,1PL.IN,3PL: tani; all others: dani	t a n i -	155.0			
382.0	cent2245-hewa	soka	to dance	Hewa	Austronesian	5Flores, 2Central		s o k - - a - -	1215.0			
383.0	cent2245-hewa	de:dɑŋ	to sing	Hewa	Austronesian	5Flores, 2Central		d eː d ɑ ŋ -	5579.0			
384.0	cent2245-hewa	holo	to burn (clear land)	Hewa	Austronesian	5Flores, 2Central	transitive	h o l o	9095.0			
385.0	cent2245-hewa	baraʔ	to burn; to shine	Hewa	Austronesian	5Flores, 2Central	not sure about the semantic difference between baraʔ and ladon	b a r a ʔ	2321.0			
386.0	cent2245-hewa	ladon	to shine	Hewa	Austronesian	5Flores, 2Central	not sure about the semantic difference between baraʔ and ladon	- - l a d o n	6823.0			
387.0	cent2245-hewa	maʔmaʔ	to chew	Hewa	Austronesian	5Flores, 2Central	"/maʔmaʔ/ only for hard things (betel nut, meet, ...); for humans and animals, for humans one usually adds the verb for eat after mama 'chew';
/ŋalet/ for animals only"	m a ʔ m a ʔ	2520.0			
