Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
'lɛ:r	544.0	kelo1247-hopte				
gɛn 'ib gə'pɔn ə'biŋ	545.0	kelo1247-hopte				
gɔ'kar gɔʔɔ'luk	546.0	kelo1247-hopte				
gɔ'hɔ:i	547.0	kelo1247-hopte				
gɔ'buh gɔho'war	548.0	kelo1247-hopte	gɔ'ta: gɔ'ban = bride price			
'hakim	549.0	kelo1247-hopte				
gin kə'la:	550.0	kelo1247-hopte				
kə'la:	550.0	kelo1247-hopte				
ga'ha:l	551.0	kelo1247-hopte				
'hɔk ga'ha:l naŋ	552.0	kelo1247-hopte				
tə'bɛ:r	553.0	kelo1247-hopte				
tə'bu:r	554.0	kelo1247-hopte				
ga'ha:l mə'naŋ	555.0	kelo1247-hopte				
də'laŋ	556.0	kelo1247-hopte				
gɛ'luk	557.0	kelo1247-hopte				
'gandi 'ginta 'mui	558.0	kelo1247-hopte				
'gandi 'ginta 'tɔd	558.0	kelo1247-hopte				
tə'lɛ:k	559.0	kelo1247-hopte				
'gunaŋ 'gab 'naŋ	560.0	kelo1247-hopte				
kaka'wa:h	561.0	kelo1247-hopte				
'du:i	562.0	kelo1247-hopte				
ʔənu 'gɛ:n	563.0	kelo1247-hopte				
ge'ʔil	564.0	kelo1247-hopte				
ge'gɔ ʔə'nɛm	565.0	kelo1247-hopte				
mə'dur	566.0	kelo1247-hopte				
'ʔɔlaŋ 'mɛn 'sar	567.0	kelo1247-hopte				
ʔil tə'kɔ:r	568.0	kelo1247-hopte				
ʔil ʔə'ma:i	569.0	kelo1247-hopte				
gɔ'puɲ	570.0	kelo1247-hopte				
gɔgə'ta:ɲ	571.0	kelo1247-hopte				
'tim tə'me:ɲ	572.0	kelo1247-hopte				
'huhi 'mɛn	573.0	kelo1247-hopte				
ugu'wa:r	574.0	kelo1247-hopte				
migi'jul	575.0	kelo1247-hopte				
'muha'ha	576.0	kelo1247-hopte				
mu'sɛŋ	577.0	kelo1247-hopte				
ʔu'huih umə'tɛ:ŋ	578.0	kelo1247-hopte				
ʔusə'kɔl	579.0	kelo1247-hopte				
gusə'kɔl	580.0	kelo1247-hopte				
ʔih ʔi'wil	581.0	kelo1247-hopte				
tə'kɔ:r	582.0	kelo1247-hopte				
ʔi'kuih	583.0	kelo1247-hopte				
'wid 'jɔŋ	584.0	kelo1247-hopte				
mi'di:	585.0	kelo1247-hopte				
mu'nuk	586.0	kelo1247-hopte				
a'da 'ge:n	587.0	kelo1247-hopte				
ʔə'ti 'bu:m	588.0	kelo1247-hopte				
'tu:r	589.0	kelo1247-hopte				
'la:ŋ	590.0	kelo1247-hopte				
la:ŋ	591.0	kelo1247-hopte				
ʔu'ʔur	592.0	kelo1247-hopte				
tə'puih	593.0	kelo1247-hopte				
