Feature_ID	Language_ID	Value	English	Language name (-dialect)	Family	Region	Comment	Alignment	Cognate Set	Source	Loan	Reference
391.0	mamb1306	'tulɑ,bɑ	to spit	Mambai	Austronesian	4Timor, 2Central		ˈt u l ɑ	6746.0			
392.0	mamb1306	'mu:t	to vomit	Mambai	Austronesian	4Timor, 2Central		ˈm uː t - -	8785.0			
393.0	mamb1306	'kɔs	to rub	Mambai	Austronesian	4Timor, 2Central		ˈk ɔ s -	6413.0			
394.0	mamb1306	'koi	to scratch	Mambai	Austronesian	4Timor, 2Central		ˈk o - i	235.0			
396.0	mamb1306	'bu:b	to swell	Mambai	Austronesian	4Timor, 2Central		ˈb uː b - - - -	250.0			
397.0	mamb1306	'dɑe	to hit	Mambai	Austronesian	4Timor, 2Central		ˈd ɑ - e	6357.0			
399.0	mamb1306	'kɑs	to bite	Mambai	Austronesian	4Timor, 2Central		ˈk ɑ - - s -	34.0			
400.0	mamb1306	'dɔ:	to cut	Mambai	Austronesian	4Timor, 2Central		ˈd ɔː - - - -	341.0			
402.0	mamb1306	'fɛra	to split	Mambai	Austronesian	4Timor, 2Central		ˈf ɛ r a	6315.0			
404.0	mamb1306	'sa:	to stab	Mambai	Austronesian	4Timor, 2Central		ˈs aː - - - -	388.0			
406.0	mamb1306	,dɑe'lɔr	to fight	Mambai	Austronesian	4Timor, 2Central		d ɑ e ˈl ɔ r	4891.0			
408.0	mamb1306	'tia	to throw	Mambai	Austronesian	4Timor, 2Central		ˈt i a -	218.0			
409.0	mamb1306	'pɑɛ 'ʔas	to hunt	Mambai	Austronesian	4Timor, 2Central		ˈp ɑ - ɛ _ ˈʔ a s -	6627.0			
410.0	mamb1306	'dɑɛ 'pul	to kill	Mambai	Austronesian	4Timor, 2Central		ˈd ɑ ɛ _ ˈp u l	6734.0			
414.0	mamb1306	'kɛ:	to dig	Mambai	Austronesian	4Timor, 2Central		ˈk ɛː - -	93.0			
416.0	mamb1306	'lɔl	to flow	Mambai	Austronesian	4Timor, 2Central		ˈl ɔ l -	5508.0			
417.0	mamb1306	'lɛlɛ	to float	Mambai	Austronesian	4Timor, 2Central		- - - ˈl ɛ l ɛ	6364.0			
418.0	mamb1306	'ʔisi	to freeze	Mambai	Austronesian	4Timor, 2Central		ˈʔ i s i	6767.0			
419.0	mamb1306	'pɑl	to hold	Mambai	Austronesian	4Timor, 2Central		- ˈp ɑ l -	6749.0			
420.0	mamb1306	'e:s	to tie	Mambai	Austronesian	4Timor, 2Central		- ˈeː s -	6344.0			
421.0	mamb1306	'bɑu	to play	Mambai	Austronesian	4Timor, 2Central		- - ˈb ɑ - u	5666.0			
422.0	mamb1306	'dad	to pull	Mambai	Austronesian	4Timor, 2Central		- ˈd a d - -	2601.0			
423.0	mamb1306	'dud	to push	Mambai	Austronesian	4Timor, 2Central		ˈd u d - - -	1660.0			
424.0	mamb1306	mɑg'lili	to turn	Mambai	Austronesian	4Timor, 2Central		m ɑ g ˈl i l i	6715.0			
430.0	mamb1306	'his	to squeeze	Mambai	Austronesian	4Timor, 2Central		ˈh i s	6723.0			
442.0	mamb1306	'pos	to shoot	Mambai	Austronesian	4Timor, 2Central		ˈp o s - -	22.0			
449.0	mamb1306	'sur	to count	Mambai	Austronesian	4Timor, 2Central		ˈs u r -	6427.0			
450.0	mamb1306	'ʔid	one	Mambai	Austronesian	4Timor, 2Central		ˈʔ i d -	6325.0			
451.0	mamb1306	'rua	two	Mambai	Austronesian	4Timor, 2Central		- - ˈr u a	108.0			
452.0	mamb1306	'tel	three	Mambai	Austronesian	4Timor, 2Central		ˈt e l - -	12.0			
453.0	mamb1306	'pat	four	Mambai	Austronesian	4Timor, 2Central		ˈp a t - -	101.0			
454.0	mamb1306	'lim	five	Mambai	Austronesian	4Timor, 2Central		- - ˈl i m -	145.0			
455.0	mamb1306	'nɑi 'nidɛ	six	Mambai	Austronesian	4Timor, 2Central		ˈn ɑ i _ ˈn i d ɛ	6786.0			
456.0	mamb1306	'nɑi 'rua	seven	Mambai	Austronesian	4Timor, 2Central		ˈn ɑ i _ ˈr u a	6758.0			
457.0	mamb1306	'nɑi 'telu	eight	Mambai	Austronesian	4Timor, 2Central		ˈn ɑ i _ ˈt e l u	6776.0			
458.0	mamb1306	'nɑi 'pata	nine	Mambai	Austronesian	4Timor, 2Central		ˈn ɑ - - i - - _ ˈp a t a	4852.0			
459.0	mamb1306	sa'gul	ten	Mambai	Austronesian	4Timor, 2Central		s a ˈg u l -	6355.0			
469.0	mamb1306	sa'gul ha'trua	twenty	Mambai	Austronesian	4Timor, 2Central		s a ˈg u l _ h a ˈt r u - a - - - -	6755.0			
482.0	mamb1306	'ʔatus 'ʔid	one hundred	Mambai	Austronesian	4Timor, 2Central		ˈʔ a t u s _ ˈʔ i d - -	6371.0			
542.0	mamb1306	'sɑo	friend	Mambai	Austronesian	4Timor, 2Central		ˈs ɑ o	6787.0			
548.0	mamb1306	'he:l	dowry	Mambai	Austronesian	4Timor, 2Central		- ˈh eː l - -	6480.0			
588.0	mamb1306	'hɛtu	flower (in e.g. mangga tree)	Mambai	Austronesian	4Timor, 2Central		ˈh ɛ t u -	6704.0			
589.0	mamb1306	hua	vein	Mambai	Austronesian	4Timor, 2Central		h u a	6729.0			
590.0	mamb1306	'naru	long (stick)	Mambai	Austronesian	4Timor, 2Central		- - ˈn a r u -	6367.0			
592.0	mamb1306	'bada	short (stick)	Mambai	Austronesian	4Timor, 2Central		ˈb a d - - a	6421.0			
593.0	mamb1306	'lɛpa	narrow (road)	Mambai	Austronesian	4Timor, 2Central		ˈl ɛ p a	6779.0			
