Feature_ID	Language_ID	Value	English	Language name (-dialect)	Family	Region	Comment	Alignment	Cognate Set	Source	Loan	Reference
211.0	adon1237	ˈhalaʔ	no; not	Lamaholot-Adonara	Austronesian	7Adonara	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').	ˈh a l a ʔ	9339			
212.0	adon1237	nɔʔ, ˈtaliʔ	and	Lamaholot-Adonara	Austronesian	7Adonara		n ɔ ʔ - -	9953			
213.0	adon1237	ˈpukɜ	because	Lamaholot-Adonara	Austronesian	7Adonara		ˈp u k ɜ -	9803			
214.0	adon1237	ˈmia	if	Lamaholot-Adonara	Austronesian	7Adonara	means wait	ˈm i a - - - - -	1927			
215.0	adon1237	nɔʔ, ˈtaliʔ	with	Lamaholot-Adonara	Austronesian	7Adonara		n ɔ ʔ -	9458			
216.0	adon1237	ˈʔaku	what?	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ a k u	9358			
217.0	adon1237	ˈheku	who?	Lamaholot-Adonara	Austronesian	7Adonara		ˈh e k u	8536			
218.0	adon1237	dɜˈɡaku	where?	Lamaholot-Adonara	Austronesian	7Adonara		d ɜ ˈɡ a k u	8720			
219.0	adon1237	ˈʔɜrɜˈpira	when?	Lamaholot-Adonara	Austronesian	7Adonara		( ˈʔ ɜ r ɜ - ) - ˈp i - - r a	220			
220.0	adon1237	pukɜ ˈʔaku	why?	Lamaholot-Adonara	Austronesian	7Adonara		p u k ɜ _ ˈʔ a k u	9326			
221.0	adon1237	ˈpira	how much; how many?	Lamaholot-Adonara	Austronesian	7Adonara		ˈp i r a	129			
222.0	adon1237	nɜˈɡaku	how?	Lamaholot-Adonara	Austronesian	7Adonara		n ɜ ˈɡ a k u	9431			
223.0	adon1237	ˈnhiː	this	Lamaholot-Adonara	Austronesian	7Adonara		ˈnh iː	9441			
224.0	adon1237	ˈnhẽː	that	Lamaholot-Adonara	Austronesian	7Adonara			p			
225.0	adon1237	dɜˈhi, dɜ, pi	at	Lamaholot-Adonara	Austronesian	7Adonara	General locative preposition, e.g. Ibu di mana? Saya di jalan. 	d ɜ ˈh i	6551			
226.0	adon1237	ˈʔɔnʔeʔ	in; inside	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ ɔ n ʔ e ʔ	9456			
227.0	adon1237	dɜˈhirɜ	here	Lamaholot-Adonara	Austronesian	7Adonara		d ɜ ˈh i r ɜ	9320			
228.0	adon1237	dɜˈhɛrɜ	there	Lamaholot-Adonara	Austronesian	7Adonara		d ɜ ˈh ɛ r ɜ	9454			
229.0	adon1237	ˈbloʔlõ, lolõ	above	Lamaholot-Adonara	Austronesian	7Adonara	blolõ=above, lolõ=on		m			
230.0	adon1237	leˈrerˈʔẽ, lali laŋũ	below	Lamaholot-Adonara	Austronesian	7Adonara	 lali laŋũ=di bawah		n			
231.0	adon1237	ˈnɛkĩ, nekeʔ	left (side)	Lamaholot-Adonara	Austronesian	7Adonara			n			
232.0	adon1237	ˈwana	right (side)	Lamaholot-Adonara	Austronesian	7Adonara		ˈw a n a -	8800			
233.0	adon1237	ˈʔɜsiʔ, kuluk	a few	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ ɜ s i ʔ -	868			
234.0	adon1237	ˈwahã ˈkaeʔ	all	Lamaholot-Adonara	Austronesian	7Adonara			a			
235.0	adon1237	ˈʔaːjʔa	many	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ aː j - - ʔ a	8678			
236.0	adon1237	ˈʔɜˈwã	animal	Lamaholot-Adonara	Austronesian	7Adonara	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 		m			
237.0	adon1237	ˈʔɜˈwã	fowl	Lamaholot-Adonara	Austronesian	7Adonara			7			
238.0	adon1237	ˈʔaho	dog	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ a h o -	8922			
239.0	adon1237	ˈwawe	pig	Lamaholot-Adonara	Austronesian	7Adonara		ˈw a w e	2159			
240.0	adon1237	ˈmanuk	chicken	Lamaholot-Adonara	Austronesian	7Adonara		ˈm a n u k	8704			
241.0	adon1237	ˈkromɛ	rat	Lamaholot-Adonara	Austronesian	7Adonara		ˈk - r o m ɛ	8735			
242.0	adon1237	ˈtɜke	lizard	Lamaholot-Adonara	Austronesian	7Adonara		ˈt ɜ k e -	2132			
243.0	adon1237	ˈlako	civet cat	Lamaholot-Adonara	Austronesian	7Adonara		ˈl a k o	8723			
244.0	adon1237	ˈruha	deer	Lamaholot-Adonara	Austronesian	7Adonara		- - ˈr u h a	1795			
245.0	adon1237	ˈmɜto	frog	Lamaholot-Adonara	Austronesian	7Adonara		ˈm ɜ t o	8878			
246.0	adon1237	pɜˈnike	bat	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ ˈn i k e	1563			
247.0	adon1237	ˈʔobɔʔ	flying fox; fruit bat	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ o b ɔ ʔ	9416			
248.0	adon1237	x	cuscus	Lamaholot-Adonara	Austronesian	7Adonara		x	9330			
249.0	adon1237	ˈʔikʔũ	tail	Lamaholot-Adonara	Austronesian	7Adonara			m			
250.0	adon1237	ˈʔikã	fish	Lamaholot-Adonara	Austronesian	7Adonara			x			
251.0	adon1237	ˈhio	shark	Lamaholot-Adonara	Austronesian	7Adonara		- - - - ˈh i o	8783			
252.0	adon1237	bɜˈlɛlã	whale	Lamaholot-Adonara	Austronesian	7Adonara			n			
253.0	adon1237	ˈtɜmu	dolphin	Lamaholot-Adonara	Austronesian	7Adonara		ˈt ɜ m u	9422			
254.0	adon1237	ˈkobu	crocodile	Lamaholot-Adonara	Austronesian	7Adonara		ˈk o b u	8710			
255.0	adon1237	ˈʔoteʔ	monitor lizard	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ o t e ʔ	4486			
256.0	adon1237	boˈwojõ	starfish	Lamaholot-Adonara	Austronesian	7Adonara	means menɡɡantunɡ		n			
257.0	adon1237	ˈkeʔa	turtle	Lamaholot-Adonara	Austronesian	7Adonara		ˈk e ʔ a	8949			
258.0	adon1237	ˈkeʔa	turtle (saltwater)	Lamaholot-Adonara	Austronesian	7Adonara		ˈk e ʔ a	8780			
259.0	adon1237	kɜˈsui	bird	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈs u i	9387			
260.0	adon1237	ˈkɜpʔĩ	wing	Lamaholot-Adonara	Austronesian	7Adonara			a			
261.0	adon1237	kɜˈmukure	claw	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈm u k u r e -	9381			
262.0	adon1237	ˈrawuke	feather	Lamaholot-Adonara	Austronesian	7Adonara		ˈr a w u k e -	8557			
263.0	adon1237	taˈrã	horn	Lamaholot-Adonara	Austronesian	7Adonara			m			
264.0	adon1237	ˈʔulaʔ	snake	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ u l a ʔ	8955			
265.0	adon1237	ˈmɛkɔt	scorpion	Lamaholot-Adonara	Austronesian	7Adonara		- - ˈm ɛ k ɔ t	8841			
266.0	adon1237	ˈtɛluk	egg	Lamaholot-Adonara	Austronesian	7Adonara		ˈt ɛ l u k	8897			
267.0	adon1237	kalaˈwala	earthworm	Lamaholot-Adonara	Austronesian	7Adonara		k a l a - ˈw a l a -	8941			
268.0	adon1237	kɜˈbukare	butterfly	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈb u k a r e	9310			
269.0	adon1237	kɜˈnɜpũ	fly (n.)	Lamaholot-Adonara	Austronesian	7Adonara			o			
270.0	adon1237	kɜˈraɡã	mosquito	Lamaholot-Adonara	Austronesian	7Adonara			o			
271.0	adon1237	kɜˈmɜrɜk	ant	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈm ɜ r ɜ k	9426			
272.0	adon1237	kɜˈmaroʔ	grasshopper	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈm a r o ʔ	9474			
273.0	adon1237	kɜmɛrũˈdate	locust	Lamaholot-Adonara	Austronesian	7Adonara			n			
274.0	adon1237	kabaˈrabat	spider	Lamaholot-Adonara	Austronesian	7Adonara	kɜˈposiˈwori is a tarantula	k a b a ˈr a b a t	9382			
275.0	adon1237	ˈkutɔ	headlice	Lamaholot-Adonara	Austronesian	7Adonara		ˈk u t ɔ	8831			
276.0	adon1237	kɜˈlɛhɛ̃	louse eggs	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈl ɛ h ɛ̃	9486			
277.0	adon1237	kutɔ ˈʔinã	mother louse	Lamaholot-Adonara	Austronesian	7Adonara						
278.0	adon1237	tɜˈmɜla	flea	Lamaholot-Adonara	Austronesian	7Adonara		t ɜ ˈm ɜ l a	3883			
279.0	adon1237	keˈtumã	louse (clothing)	Lamaholot-Adonara	Austronesian	7Adonara			u			
280.0	adon1237	tɜˈmajũ	bedbug	Lamaholot-Adonara	Austronesian	7Adonara			[21]			
281.0	adon1237	ˈbele	big	Lamaholot-Adonara	Austronesian	7Adonara		ˈb e l e	8741			
282.0	adon1237	ˈkɛni	small	Lamaholot-Adonara	Austronesian	7Adonara		ˈk ɛ - - n i -	4057			
283.0	adon1237	tɜˈnuʔe	old; worn (house)	Lamaholot-Adonara	Austronesian	7Adonara		t ɜ ˈn u ʔ e	1590			
284.0	adon1237	ˈwuʔũ	new (house)	Lamaholot-Adonara	Austronesian	7Adonara			n			
285.0	adon1237	tɜˈnuʔe	old (people)	Lamaholot-Adonara	Austronesian	7Adonara		- - - - t ɜ ˈn u ʔ e -	8880			
286.0	adon1237	muˈrine	young (people)	Lamaholot-Adonara	Austronesian	7Adonara		m u - - ˈr i n e	8951			
287.0	adon1237	ˈhadɜ	lazy	Lamaholot-Adonara	Austronesian	7Adonara		ˈh a d ɜ	9437			
288.0	adon1237	ˈplate	hot	Lamaholot-Adonara	Austronesian	7Adonara		ˈp - l a t e	8821			
289.0	adon1237	ˈɡlɜtɜ	cold	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ - l ɜ t ɜ	8945			
290.0	adon1237	ˈmɜʔlaʔ	good	Lamaholot-Adonara	Austronesian	7Adonara		ˈm ɜ ʔ l a ʔ	9338			
291.0	adon1237	maˈdoː	bad	Lamaholot-Adonara	Austronesian	7Adonara		m a ˈd oː -	8537			
292.0	adon1237	ˈpɜnɔ	full	Lamaholot-Adonara	Austronesian	7Adonara		ˈp ɜ n ɔ -	8881			
293.0	adon1237	ˈʔaʔmũ	empty	Lamaholot-Adonara	Austronesian	7Adonara			m			
294.0	adon1237	ˈdahe	near	Lamaholot-Adonara	Austronesian	7Adonara		ˈd a h e -	7685			
295.0	adon1237	ˈdɔɑ̃	far	Lamaholot-Adonara	Austronesian	7Adonara		ˈd ɔ ɑ̃ -	8592			
296.0	adon1237	ˈnamʔɛ̃	wet	Lamaholot-Adonara	Austronesian	7Adonara		ˈn a m ʔ ɛ̃ -	8609			
297.0	adon1237	ˈmaʔrã	dry	Lamaholot-Adonara	Austronesian	7Adonara			n			
298.0	adon1237	ˈpahe, ˈpaʔĩ	dry in sun	Lamaholot-Adonara	Austronesian	7Adonara			m			
302.0	adon1237	rɜʔˈrẽ	short (people)	Lamaholot-Adonara	Austronesian	7Adonara			d			
303.0	adon1237	mɜˈnipi	thin (non-human)	Lamaholot-Adonara	Austronesian	7Adonara		m ɜ ˈn i p i	8568			
304.0	adon1237	pɜˈriɡo	skinny (human)	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ ˈr i ɡ o -	8778			
305.0	adon1237	pɜˈwɜrã	thick	Lamaholot-Adonara	Austronesian	7Adonara			d			
306.0	adon1237	kɜˈlubu	round	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈl u b u -	7475			
307.0	adon1237	pɜˈroɡɜ	dark	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ ˈr o ɡ ɜ	9311			
308.0	adon1237	ˈnɛʔɛk	light	Lamaholot-Adonara	Austronesian	7Adonara		ˈn ɛ ʔ ɛ k	8673			
309.0	adon1237	miˈlã	dirty	Lamaholot-Adonara	Austronesian	7Adonara			n			
310.0	adon1237	ˈlaɛʔ	clean	Lamaholot-Adonara	Austronesian	7Adonara		ˈl a ɛ ʔ	8787			
311.0	adon1237	bɜˈleu, ˈdɜkɜt	sharp	Lamaholot-Adonara	Austronesian	7Adonara	sharp spear, sharp machete ; Of spear (tombak) or machete (parang); if there are two different words, elicit both.	b ɜ ˈl e - u	8733			
312.0	adon1237	kɜˈmɔŋɔ	blunt; dull	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈm - - ɔ ŋ ɔ	839			
313.0	adon1237	ˈbaʔat	heavy	Lamaholot-Adonara	Austronesian	7Adonara		ˈb a ʔ a t	8847			
314.0	adon1237	kɜˈliɛʔ	light (weight)	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈl i ɛ ʔ	8666			
315.0	adon1237	kɜˈlɔhɔ	straight	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈl ɔ h ɔ	9368			
316.0	adon1237	ˈbeleʔ	wide	Lamaholot-Adonara	Austronesian	7Adonara		ˈb e l e ʔ	8917			
318.0	adon1237	muʔˈrɜ̃	correct	Lamaholot-Adonara	Austronesian	7Adonara		m u ʔ - ˈr ɜ̃ -	8551			
319.0	adon1237	ˈnalã	wrong	Lamaholot-Adonara	Austronesian	7Adonara			a			
320.0	adon1237	ˈtahak	ripe	Lamaholot-Adonara	Austronesian	7Adonara		ˈt a h a k	8812			
321.0	adon1237	ˈdatɜ	rotten	Lamaholot-Adonara	Austronesian	7Adonara	wau means stink	ˈd a t ɜ	9482			
322.0	adon1237	ˈpait	bitter	Lamaholot-Adonara	Austronesian	7Adonara		ˈp a i t	9978			
323.0	adon1237	kɜˈseʔe	sweet	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈs e ʔ e	8873			
324.0	adon1237	ˈɡilo	sour	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ i l o	8938			
325.0	adon1237	ˈpɜro	salty	Lamaholot-Adonara	Austronesian	7Adonara		ˈp ɜ r o	8801			
326.0	adon1237	ˈmepe	flat	Lamaholot-Adonara	Austronesian	7Adonara		ˈm e p e	9386			
327.0	adon1237	kɜˈmelut	smooth	Lamaholot-Adonara	Austronesian	7Adonara		k ɜ ˈm e l u t	9337			
328.0	adon1237	ˈɡaʔak	rough	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ a ʔ a k	9440			
329.0	adon1237	ˈmitɜ	black	Lamaholot-Adonara	Austronesian	7Adonara		ˈm i t ɜ -	200			
330.0	adon1237	ˈburaʔ	white	Lamaholot-Adonara	Austronesian	7Adonara		ˈb u r a ʔ	8636			
331.0	adon1237	ˈmɜʔã	red	Lamaholot-Adonara	Austronesian	7Adonara			n			
332.0	adon1237	ˈkeorɛ	green	Lamaholot-Adonara	Austronesian	7Adonara		ˈk e o r ɛ	9415			
333.0	adon1237	ˈkeorɛ	blue	Lamaholot-Adonara	Austronesian	7Adonara		ˈk e o r ɛ	9472			
334.0	adon1237	ˈkumhã	yellow	Lamaholot-Adonara	Austronesian	7Adonara			n			
335.0	adon1237	ˈbrara, bɜˈrarʔa	sick; painful	Lamaholot-Adonara	Austronesian	7Adonara	pain from beinɡ hit, pain from beinɡ ill or wounded; There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.	ˈb - - r a r a	8721			
336.0	adon1237	ˈmia	shy; ashamed	Lamaholot-Adonara	Austronesian	7Adonara		ˈm i a	7017			
337.0	adon1237	ɑnɜk ˈmara	thirsty	Lamaholot-Adonara	Austronesian	7Adonara		ɑ n ɜ k _ ˈm a r a -	8603			
338.0	adon1237	ˈmalu	hungry	Lamaholot-Adonara	Austronesian	7Adonara		ˈm a l u	8730			
339.0	adon1237	kɜˈnisũ, kɜˈbuʔlɔ̃	blind	Lamaholot-Adonara	Austronesian	7Adonara	also swear word		o			
340.0	adon1237	kɜˈbekʔẽ	deaf	Lamaholot-Adonara	Austronesian	7Adonara	also swear word		m			
341.0	adon1237	ˈsoʔot	scared	Lamaholot-Adonara	Austronesian	7Adonara		ˈs o ʔ o t	9367			
342.0	adon1237	ˈbɜkɜ	angry	Lamaholot-Adonara	Austronesian	7Adonara		ˈb ɜ k ɜ	9396			
343.0	adon1237	ˈhulɜ	to see	Lamaholot-Adonara	Austronesian	7Adonara		ˈh u l ɜ	9306			
344.0	adon1237	ˈdɜŋɜʔ	to hear	Lamaholot-Adonara	Austronesian	7Adonara		ˈd ɜ ŋ ɜ ʔ	8950			
345.0	adon1237	pɜnuˈhuk	to smell	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ n u ˈh u k	9430			
346.0	adon1237	ˈpetɜ	to think	Lamaholot-Adonara	Austronesian	7Adonara		ˈp e t ɜ	9342			
347.0	adon1237	ˈnoi, ˈkoi	to know	Lamaholot-Adonara	Austronesian	7Adonara		ˈn o i -	8786			
348.0	adon1237	pɜˈʔulũ	to say	Lamaholot-Adonara	Austronesian	7Adonara			n			
349.0	adon1237	pɜˈʔulũ	to speak	Lamaholot-Adonara	Austronesian	7Adonara			n			
350.0	adon1237	ˈrãː	voice	Lamaholot-Adonara	Austronesian	7Adonara			m			
351.0	adon1237	ˈkoda	language	Lamaholot-Adonara	Austronesian	7Adonara		ˈk o d a	9434			
352.0	adon1237	ˈʔolɛʔ	to lie down	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ o l ɛ ʔ	9360			
353.0	adon1237	ˈturu	to sleep	Lamaholot-Adonara	Austronesian	7Adonara		ˈt u r u	8691			
354.0	adon1237	ˈhoɡo	to wake up	Lamaholot-Adonara	Austronesian	7Adonara		ˈh o ɡ o	8936			
355.0	adon1237	ˈʔio	to wake someone up	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ i o	9413			
356.0	adon1237	ˈhabo	to bathe	Lamaholot-Adonara	Austronesian	7Adonara		ˈh a b o	8669			
357.0	adon1237	ˈhabo	to bathe (a child)	Lamaholot-Adonara	Austronesian	7Adonara		- - - - - - ˈh a b - - o	8699			
358.0	adon1237	ˈtobo	to sit	Lamaholot-Adonara	Austronesian	7Adonara		ˈt o b o -	8532			
359.0	adon1237	ˈdeʔi	to stand	Lamaholot-Adonara	Austronesian	7Adonara		ˈd e ʔ i -	424			
360.0	adon1237	ˈpana	to walk	Lamaholot-Adonara	Austronesian	7Adonara		ˈp a n a	8896			
361.0	adon1237	pɑˈlaʔe	to run	Lamaholot-Adonara	Austronesian	7Adonara		p ɑ ˈl a ʔ e	8639			
362.0	adon1237	ˈnaʔi	to go	Lamaholot-Adonara	Austronesian	7Adonara		ˈn a ʔ i	8863			
363.0	adon1237	ˈnaŋe	to swim	Lamaholot-Adonara	Austronesian	7Adonara		ˈn a ŋ e	7696			
364.0	adon1237	ˈbɜka	to fly	Lamaholot-Adonara	Austronesian	7Adonara		ˈb ɜ k a	8547			
365.0	adon1237	ˈɡɔka	to fall (from above)	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ ɔ k a	8623			
366.0	adon1237	ˈhobat, ˈtobaŋ	to fall over	Lamaholot-Adonara	Austronesian	7Adonara	e.g. pohon yang dipotong.	ˈh o b a t	9467			
367.0	adon1237	na ˈɡoka	to drop	Lamaholot-Adonara	Austronesian	7Adonara	make fall	n a _ ˈɡ o k a	9479			
368.0	adon1237	ˈkenu, ˈmenu, ˈnenu	to drink	Lamaholot-Adonara	Austronesian	7Adonara		ˈk e n u -	8703			
369.0	adon1237	ˈgoe kãː	to eat	Lamaholot-Adonara	Austronesian	7Adonara	1sg eat, different stem forms 		o			
370.0	adon1237	ˈdena	to cook	Lamaholot-Adonara	Austronesian	7Adonara		ˈd e n a	9435			
371.0	adon1237	ˈbaha	to wash	Lamaholot-Adonara	Austronesian	7Adonara		ˈb a h a -	9351			
372.0	adon1237	ˈhɑu	to sew	Lamaholot-Adonara	Austronesian	7Adonara		ˈh ɑ u	9371			
373.0	adon1237	ˈmorit	to live; be alive; living	Lamaholot-Adonara	Austronesian	7Adonara		ˈm o - r i t	81			
374.0	adon1237	ˈnɜriˈnɑĩ, ˈnɜriˈnɑĩk	to breathe	Lamaholot-Adonara	Austronesian	7Adonara	third sɡ, first sɡ		p			
375.0	adon1237	ˈʔola, krɜja	to work	Lamaholot-Adonara	Austronesian	7Adonara	ɡlide in kreja	ˈʔ o l - - a -	8688			
376.0	adon1237	ˈmataː	to die	Lamaholot-Adonara	Austronesian	7Adonara		ˈm a t aː -	8580			
377.0	adon1237	ˈneĩ	to give	Lamaholot-Adonara	Austronesian	7Adonara			o			
378.0	adon1237	ˈbɔhɔʔ	to wipe	Lamaholot-Adonara	Austronesian	7Adonara		ˈb ɔ h ɔ ʔ	9376			
379.0	adon1237	ˈbeto	to come	Lamaholot-Adonara	Austronesian	7Adonara		ˈb e t o	9428			
380.0	adon1237	ˈɡeka	to laugh	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ e k a	8806			
381.0	adon1237	ˈtani	to cry	Lamaholot-Adonara	Austronesian	7Adonara		ˈt a n i -	8534			
382.0	adon1237	ˈniːɡɜ	to dance	Lamaholot-Adonara	Austronesian	7Adonara		ˈn iː ɡ ɜ	9439			
383.0	adon1237	ˈdedã	to sing	Lamaholot-Adonara	Austronesian	7Adonara			n			
384.0	adon1237	ˈsɜruʔ	to burn (clear land)	Lamaholot-Adonara	Austronesian	7Adonara		ˈs ɜ r u ʔ	8610			
385.0	adon1237	ˈmorit, ˈɡanɜ	to burn; to shine	Lamaholot-Adonara	Austronesian	7Adonara	liɡht lamp, liɡht fire	ˈm o r i t	9407			
386.0	adon1237	ˈmorit	to shine	Lamaholot-Adonara	Austronesian	7Adonara		ˈm o r i t	9319			
387.0	adon1237	ˈbɑhɑk	to chew	Lamaholot-Adonara	Austronesian	7Adonara		ˈb ɑ h ɑ k	8654			
388.0	adon1237	pɜˈmoaː	to yawn	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ ˈm o aː	8637			
389.0	adon1237	ˈʔisɜp	to suck	Lamaholot-Adonara	Austronesian	7Adonara		ˈʔ i s ɜ p	9987			
390.0	adon1237	ˈpuit	to blow	Lamaholot-Adonara	Austronesian	7Adonara		ˈp - u - - - - i t -	729			
391.0	adon1237	ˈprino	to spit	Lamaholot-Adonara	Austronesian	7Adonara		ˈp - r i n o	8663			
392.0	adon1237	kɜˈdɔʔuk	to vomit	Lamaholot-Adonara	Austronesian	7Adonara		- k ɜ ˈd ɔ ʔ u k	9438			
393.0	adon1237	doˈruʔ	to rub	Lamaholot-Adonara	Austronesian	7Adonara		d o ˈr u ʔ	8627			
394.0	adon1237	ˈraɡuʔ	to scratch	Lamaholot-Adonara	Austronesian	7Adonara		ˈr a ɡ u ʔ -	8552			
395.0	adon1237	ˈɡatɜk	itchy	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ a t ɜ k	8956			
396.0	adon1237	ˈbaʔa	to swell	Lamaholot-Adonara	Austronesian	7Adonara		ˈb a ʔ a -	8758			
397.0	adon1237	ˈplei, ˈbɜteːk	to hit	Lamaholot-Adonara	Austronesian	7Adonara		ˈp - l e - i	5371			
398.0	adon1237	ˈtɜpɔ̃, ˈtɜpɑk	to slap	Lamaholot-Adonara	Austronesian	7Adonara	to slap on cheek, to clap; E.g. to slap someone on the cheek; NOT to clap hands. 	ˈt ɜ p ɔ̃ -	8545			
399.0	adon1237	ˈɡike	to bite	Lamaholot-Adonara	Austronesian	7Adonara		ˈɡ i k - - e	34			
400.0	adon1237	ˈbelo, ˈporoʔ	to cut	Lamaholot-Adonara	Austronesian	7Adonara		ˈb e l o	9424			
401.0	adon1237	ˈhobat	to cut down	Lamaholot-Adonara	Austronesian	7Adonara		ˈh o b a t	9421			
402.0	adon1237	ˈlɜkɑʔ	to split	Lamaholot-Adonara	Austronesian	7Adonara		ˈl ɜ k ɑ ʔ	8585			
403.0	adon1237	ˈweka	to divide	Lamaholot-Adonara	Austronesian	7Adonara		ˈw e k a -	8575			
404.0	adon1237	ˈsɜɡɑt	to stab	Lamaholot-Adonara	Austronesian	7Adonara		ˈs ɜ ɡ ɑ t	9459			
405.0	adon1237	ˈtuhuk, ˈtɜɡuʔ	to skewer	Lamaholot-Adonara	Austronesian	7Adonara		ˈt u - - h u k	8574			
406.0	adon1237	pɜˈwuno	to fight	Lamaholot-Adonara	Austronesian	7Adonara		p ɜ ˈw u n o	9453			
407.0	adon1237	dʒaɡa	to guard	Lamaholot-Adonara	Austronesian	7Adonara		- dʒ a ɡ a	5296			
408.0	adon1237	ɡeˈbaʔ, ɡɑˈhɑk	to throw	Lamaholot-Adonara	Austronesian	7Adonara		ɡ e ˈb a ʔ	9373			
409.0	adon1237	ˈbatĩ	to hunt	Lamaholot-Adonara	Austronesian	7Adonara			n			
410.0	adon1237	ˈbelo	to kill	Lamaholot-Adonara	Austronesian	7Adonara		ˈb e l o	8840			
411.0	adon1237	ˈdore	to chase away	Lamaholot-Adonara	Austronesian	7Adonara		ˈd o r e -	8640			
413.0	adon1237	ˈsɜbɑʔ	to search for; to hunt for	Lamaholot-Adonara	Austronesian	7Adonara		ˈs ɜ b ɑ ʔ	8605			
414.0	adon1237	ˈbaʔe	to dig	Lamaholot-Adonara	Austronesian	7Adonara		ˈb a ʔ e	9394			
415.0	adon1237	ˈtomɜ, ˈtonɛk	to bury	Lamaholot-Adonara	Austronesian	7Adonara		ˈt o m ɜ -	9405			
416.0	adon1237	baʔ	to flow	Lamaholot-Adonara	Austronesian	7Adonara		b a ʔ	8563			
417.0	adon1237	ˈbaɔʔ	to float	Lamaholot-Adonara	Austronesian	7Adonara		ˈb a ɔ ʔ	8549			
418.0	adon1237	ˈmarana	to freeze	Lamaholot-Adonara	Austronesian	7Adonara		ˈm a r a n a	9412			
419.0	adon1237	ˈpehẽ	to hold	Lamaholot-Adonara	Austronesian	7Adonara			m			
420.0	adon1237	ˈpuĩ	to tie	Lamaholot-Adonara	Austronesian	7Adonara			b			
421.0	adon1237	ɡ(ɜ)ˈlahaʔ	to play	Lamaholot-Adonara	Austronesian	7Adonara		ɡ ˈl a h a ʔ	9343			
422.0	adon1237	ˈɡehã, ˈtubo	to pull	Lamaholot-Adonara	Austronesian	7Adonara			m			
423.0	adon1237	ˈtojɔ̃	to push	Lamaholot-Adonara	Austronesian	7Adonara		ˈt o j ɔ̃	9316			
424.0	adon1237	ˈpɛkɔt	to turn	Lamaholot-Adonara	Austronesian	7Adonara		ˈp ɛ k ɔ t	9478			
425.0	adon1237	tɜˈʔuru	to dream	Lamaholot-Adonara	Austronesian	7Adonara		t ɜ ˈʔ u r u -	8544			
426.0	adon1237	ˈpraɡa	to crouch; to bend over	Lamaholot-Adonara	Austronesian	7Adonara	To crouch as on an Indonesian toilet, NOT: to kneel	- - ˈp r a ɡ a -	8506			
427.0	adon1237	ˈtawãnɜt	to live; to stay	Lamaholot-Adonara	Austronesian	7Adonara	suffix nɜt 1pl.incl					
428.0	adon1237	ˈpilɛ	to choose	Lamaholot-Adonara	Austronesian	7Adonara		ˈp i l ɛ -	8643			
429.0	adon1237	ˈtawã	to grow	Lamaholot-Adonara	Austronesian	7Adonara			3			
430.0	adon1237	ˈpiʔuk	to squeeze	Lamaholot-Adonara	Austronesian	7Adonara		- ˈp i ʔ u k	8597			
431.0	adon1237	ˈhope	to buy	Lamaholot-Adonara	Austronesian	7Adonara		ˈh o p e	8651			
432.0	adon1237	ˈduʔũ	to sell	Lamaholot-Adonara	Austronesian	7Adonara			n			
433.0	adon1237	ˈlãː	to steal	Lamaholot-Adonara	Austronesian	7Adonara			o			
