ID,Form_ID,Cognateset_ID,Alignment,Source
30437,30455,8708,q i n ə p,LexStat
30438,30456,9303,t u d u ʀ,LexStat
30439,30457,9268,t o - d a n,LexStat
30440,30458,9462,d i ʀ i - -,LexStat
30441,30459,9821,l a k a w,LexStat
30442,30460,9817,p a n - - - - a w - -,LexStat
30443,30461,9546,n a ŋ u y - - -,LexStat
30444,30462,8160,k a n a b u q,LexStat
30445,30463,8160,m a n a b u q,LexStat
30446,30464,8091,- - - - i n u m,LexStat
30447,30465,8131,k a - - n -,LexStat
30448,30466,7810,t a n ə k,LexStat
30449,30467,7815,z a k a n - - -,LexStat
30450,30468,9169,z a q i t,LexStat
30451,30469,8772,m a q u d i p,LexStat
30452,30470,7477,ɲ a - - w a -,LexStat
30453,30471,8026,- m a - t a y - -,LexStat
30454,30472,7767,m ai - - - -,LexStat
30455,30473,8651,- m a l i p,LexStat
30456,30474,8648,t a - - w - - a,LexStat
30457,30475,7874,- - t a ŋ i s,LexStat
30458,30476,7499,t u n u,LexStat
30459,30477,7684,- m a m a q,LexStat
30460,30478,9951,m a - - w a p,LexStat
30461,30479,9951,m o - - - a p,LexStat
30462,30480,9484,s u s u - -,LexStat
30463,30481,7434,- - - u p i - -,LexStat
30464,30482,9377,z u l a q -,LexStat
30465,30483,9729,- m u - t a q -,LexStat
30466,30484,9107,- k a - - ʀ a w - -,LexStat
30467,30485,9535,b a ʀ ə q,LexStat
30468,30486,8481,- - p a l u - -,LexStat
30469,30487,7401,- - k a ʀ a t,LexStat
30470,30488,7929,t a ʀ a q,LexStat
30471,30489,7928,t ə - t ə k,LexStat
30472,30490,9398,b ə l a q -,LexStat
30473,30491,9447,s u - s u k,LexStat
30474,30492,9623,t u d a q,LexStat
30475,30493,8604,b u n u q,LexStat
30476,30494,8036,k a - - l i -,LexStat
30477,30495,8036,k e - - l i -,LexStat
30478,30496,8260,s a l i ʀ -,LexStat
30479,30497,9654,h i k ə t,LexStat
30480,30498,9698,p u t ə r,LexStat
30481,30499,8078,- - n i p i -,LexStat
30482,30500,7706,- p i - - l i q,LexStat
30483,30501,8379,t u m - b u q,LexStat
30484,30502,9419,p ə ʀ ə s,LexStat
30485,30503,9420,ʀ a - m ə s -,LexStat
30486,30504,7588,- - b ə l i -,LexStat
30487,30505,9473,t - a k a w - -,LexStat
30488,30506,8794,b u - k - - a -,LexStat
30489,30507,7730,p a n ai - - k,LexStat
30490,30508,7734,s a k a y,LexStat
30491,30509,8461,b u n i,LexStat
30492,30510,9209,p a n a - q,LexStat
30493,30511,7839,ia - - p,LexStat
30494,30512,5121,- i s a - -,LexStat
30495,30513,5121,- ə s a - -,LexStat
30496,30514,10230,d ua - -,LexStat
30497,30515,7224,t ə l u,LexStat
30498,30516,2874,- ə p a t -,LexStat
30499,30517,2874,- - p a n i,LexStat
30500,30518,2872,p a t i - -,LexStat
30501,30519,2689,b u ŋ a - - - - - -,LexStat
30502,30520,4228,- a n a d u q,LexStat
30503,30521,6128,- - b a b a q -,LexStat
30504,30522,6296,l a ŋ i t,LexStat
30505,30523,4546,b u l a n - - - - - - - -,LexStat
30506,30524,6582,b i t u q e n,LexStat
30507,30525,4888,b e ʀ ŋ i -,LexStat
30508,30526,1683,q a l ej - a w,LexStat
30509,30527,10765,t a q u n - -,LexStat
30510,30528,10573,h a ŋ i - - - n - -,LexStat
30511,30529,5330,q u z a n,LexStat
30512,30530,7241,g u r g u r,LexStat
30513,30531,7235,- - - k u - d u g,LexStat
30514,30532,4131,- - - - - - k - - i l a t,LexStat
30515,30533,4131,- - - - - - q u s i l a q,LexStat
30516,30534,2757,k a b u t,LexStat
30517,30535,3930,d a n a w,LexStat
30518,30536,85,t a n - - a q - -,LexStat
30519,30537,85,t a n - - e q - -,LexStat
30520,30538,6671,b a t u - -,LexStat
30521,30539,10334,d a n u m,LexStat
30522,30540,10327,w a - h i ʀ,LexStat
30523,30541,5994,l au d,LexStat
30524,30542,5987,t a s i k - - - -,LexStat
30525,30543,5663,z a l a - n - -,LexStat
30526,30544,5722,t a l i h,LexStat
30527,30545,4837,z a ʀ u m,LexStat
30528,30546,2497,h a p u y,LexStat
30529,30547,6364,q a - - - - s u -,LexStat
30530,30548,6369,q e b e l,LexStat
30531,30549,1996,q - - a b u k -,LexStat
30532,30550,1996,q - - a p u k -,LexStat
30533,30551,5908,q e n a y,LexStat
30534,30552,3136,b a l ij i,LexStat
30535,30553,3605,ʀ u m a q,LexStat
30536,30554,6995,q a t e p,LexStat
30537,30555,10713,k a h i w,LexStat
30538,30556,4043,- - - d a h u n,LexStat
30539,30557,849,- - d a - - q - - - - a n - -,LexStat
30540,30558,5707,- u ɾ a t,LexStat
30541,30559,2950,b ua - - - q,LexStat
30542,30560,8857,m u l a - - - - - - - -,LexStat
30543,30561,1126,- m a m - - a - - q,LexStat
30544,30562,5862,q a s i ɾ a,LexStat
30545,30563,5863,t i - - - m u s,LexStat
30546,30564,2284,h i m a ɾ,LexStat
30547,30565,2278,m e ɲ a k,LexStat
30548,30566,2278,m i ɲ a k,LexStat
30549,30567,2650,h e s i - - -,LexStat
30550,30568,2650,- i s i - - -,LexStat
30551,30569,833,t u q e l a n,LexStat
30552,30570,745,d a ɹ a q,LexStat
30553,30571,4186,q a t a y,LexStat
30554,30572,3261,t i n - - - a q i -,LexStat
30555,30573,6659,- - - - t ia n,LexStat
30556,30574,3349,q u l u - - - -,LexStat
30557,30575,3320,b u h e k -,LexStat
30558,30576,2245,- m a t a - - -,LexStat
30559,30577,2023,t a l i ŋ a - - -,LexStat
30560,30578,4950,- ij - u ŋ - -,LexStat
30561,30579,4950,- uj - u ŋ - -,LexStat
30562,30580,4691,b a q b a q,LexStat
30563,30581,6921,i p e - n,LexStat
30564,30582,6917,n i p e n,LexStat
30565,30583,9996,d i l a q - -,LexStat
30566,30584,9998,h e m - a -,LexStat
30567,30585,4808,l i q e ɾ,LexStat
30568,30586,6140,q a b a ʀ a,LexStat
30569,30587,3343,q a l i m a - - - - - - - -,LexStat
30570,30588,887,s u s u -,LexStat
30571,30589,4076,q a q a y,LexStat
30572,30590,2785,q a q a y,LexStat
30573,30591,405,l i k u d,LexStat
30574,30592,6259,- - - - k u l i t - -,LexStat
30575,30593,5242,- - t au - -,LexStat
30576,30594,4735,ŋ aj - - a n - -,LexStat
30577,30595,1174,- a - - n a k - - - -,LexStat
30578,30596,4351,- - - - - - l a k i -,LexStat
30579,30597,4359,m a ɾ u q a n a y,LexStat
30580,30598,10639,b a - - - - h i,LexStat
30581,30599,3699,b a n a -,LexStat
30582,30600,3692,q a s a w a -,LexStat
30583,30601,10552,q a s a w a -,LexStat
30584,30602,4607,t i n a - -,LexStat
30585,30603,2295,t a m a - - - -,LexStat
30586,30604,22,i a k u,LexStat
30587,30605,40,i k a m u,LexStat
30588,30606,35,k a m i - u,LexStat
30589,30607,76,s i ia,LexStat
30590,30608,1,k a m - - i,LexStat
30591,30609,7,i k i t a,LexStat
30592,30610,58,s i i d a,LexStat
30593,30611,4938,- d ia - q - -,LexStat
30594,30612,4941,q a z i,LexStat
30595,30613,228,k a,LexStat
30596,30614,227,m a - -,LexStat
30597,30615,3741,k a - - - -,LexStat
30598,30616,3744,n u,LexStat
30599,30617,10422,a n u - - - -,LexStat
30600,30618,10417,- a p a - -,LexStat
30601,30619,10478,i s ai - -,LexStat
30602,30620,10455,i n u,LexStat
30603,30621,10434,p ij a n,LexStat
30604,30622,3629,k ua -,LexStat
30605,30623,3629,k uj a,LexStat
30606,30624,7186,- - i n i,LexStat
30607,30625,6965,- - i n a,LexStat
30608,30626,360,- d i - -,LexStat
30609,30627,360,- - i - -,LexStat
30610,30628,148,i b a b a w,LexStat
30611,30629,146,- i t a q a s,LexStat
30612,30630,617,i b a b a q,LexStat
30613,30631,4053,k a w i ɾ i -,LexStat
30614,30632,5579,k a w a n a n -,LexStat
30615,30633,197,- a m i n,LexStat
30616,30634,1868,- - a s u,LexStat
30617,30635,5385,- - l a b a w,LexStat
30618,30636,6839,- i k u ɾ - -,LexStat
30619,30637,2542,h i k a - - - n -,LexStat
30620,30638,683,m a n - - - - - - - u k,LexStat
30621,30639,687,q a y a m,LexStat
30622,30640,10604,k a p a k - -,LexStat
30623,30641,10608,p a n i d,LexStat
30624,30642,2327,b - - - - u l - - u -,LexStat
30625,30643,6396,h u l a ɾ - - - - -,LexStat
30626,30644,6400,n i p a y,LexStat
30627,30645,2124,q a t e l u ɾ - -,LexStat
30628,30646,2124,q i t e l u ɾ - -,LexStat
30629,30647,2073,k a l - - a t i -,LexStat
30630,30648,2073,q a l i w a t i -,LexStat
30631,30649,4592,ɲ a m u k,LexStat
30632,30650,6526,- - l a w a q,LexStat
30633,30651,4278,k u t u - - -,LexStat
30634,30652,662,m a ɾ a y a -,LexStat
30635,30653,6345,d i k i q -,LexStat
30636,30654,6340,k e d i -,LexStat
30637,30655,4871,m a b a q e ɾ u,LexStat
30638,30656,5004,m a t u - q a h,LexStat
30639,30657,3571,m a - p a n a s - -,LexStat
30640,30658,1386,m a d i ŋ d i ŋ,LexStat
30641,30659,3014,m a p ia,LexStat
30642,30660,434,z a q a t,LexStat
30643,30661,4779,m a a z a n i -,LexStat
30644,30662,2261,m a z au q - -,LexStat
30645,30663,10371,m a b a s e q,LexStat
30646,30664,1962,m a ɾ a ŋ a w,LexStat
30647,30665,7130,m a n i - p i - - s - -,LexStat
30648,30666,7115,m a k a - p a l - - - - -,LexStat
30649,30667,1861,c e m e d,LexStat
30650,30668,6078,m a t a z e m,LexStat
30651,30669,6078,- - t a z i m,LexStat
30652,30670,773,d u m p u l,LexStat
30653,30671,786,p u n d u l,LexStat
30654,30672,3409,m a b a s e q,LexStat
30655,30673,10527,m a l a b e ɾ,LexStat
30656,30674,1589,m a b e n e r,LexStat
30657,30675,5736,m a b u s u - - - - - k,LexStat
30658,30676,5736,m a b u ɾ u - - - - - k,LexStat
30659,30677,714,m a q i t e - m - - -,LexStat
30660,30678,10467,m a p u t i q -,LexStat
30661,30679,5420,m a i ʀ a q - -,LexStat
30662,30680,3195,- - - m a - - - t a q,LexStat
30663,30681,10778,m a k u n ij -,LexStat
30664,30682,6181,m a s a k i t,LexStat
30665,30683,6163,m a h - - ia q,LexStat
30666,30684,9135,k i t a -,LexStat
30667,30685,8420,d e ŋ e ʀ - - - -,LexStat
30668,30686,9324,h aj e k,LexStat
30669,30687,9604,d e m d e m,LexStat
30670,30688,8639,t a q u,LexStat
30671,30689,9076,- - k a ɾ i -,LexStat
30672,30690,9077,t u t u - - - - - r,LexStat
30673,30691,8708,q i n e p,LexStat
30674,30692,9303,t i d u ɾ,LexStat
30675,30693,9303,t u d u ɾ,LexStat
30676,30694,9268,t u - d a n,LexStat
30677,30695,9462,d i ɾ i - -,LexStat
30678,30696,9465,- t u q u d,LexStat
30679,30697,9821,l a k a w,LexStat
30680,30698,9821,p a - a w,LexStat
30681,30699,9546,l a ŋ u y - - -,LexStat
30682,30700,9546,n a ŋ u y - - -,LexStat
30683,30701,8277,l a y a p,LexStat
30684,30702,8280,ɾ e b e k,LexStat
30685,30703,8160,- - n a b u q,LexStat
30686,30704,8091,- - - - i n u m,LexStat
30687,30705,8131,k a - e n -,LexStat
30688,30706,7810,t a n e k,LexStat
30689,30707,7815,z a k a n - - -,LexStat
30690,30708,9171,t a h i q,LexStat
30691,30709,9169,z a q i t,LexStat
30692,30710,8772,m a q u d i p,LexStat
30693,30711,7477,m a ɲ a w a -,LexStat
30694,30712,9927,q u m a -,LexStat
30695,30713,8026,- m a - t a y - -,LexStat
30696,30714,7767,m a ʀ i - -,LexStat
30697,30715,8648,t a - - w - - a,LexStat
30698,30716,7874,- - t a ŋ i s,LexStat
30699,30717,7499,t u n u,LexStat
30700,30718,7684,- m a m a q,LexStat
30701,30719,9951,m a - - h ua b,LexStat
30702,30720,9489,s e ps e p,LexStat
30703,30721,7439,h - - - i u p,LexStat
30704,30722,9376,l u z a q -,LexStat
30705,30723,9729,- - u - t a q -,LexStat
30706,30724,9107,- k a - - ɾ a w - -,LexStat
30707,30725,9535,b a ʀ e q,LexStat
30708,30726,8481,- - p a l u - -,LexStat
30709,30727,7401,- - k a ʀ a t,LexStat
30710,30728,7929,t a ɾ a q,LexStat
30711,30729,7928,t e k t e k,LexStat
30712,30730,9398,b e l a q -,LexStat
30713,30731,9401,s i l a q,LexStat
30714,30732,9447,s u k s u k,LexStat
30715,30733,9623,t u d a q,LexStat
30716,30734,8560,q a n - u p,LexStat
30717,30735,8604,b u n u q,LexStat
30718,30736,8036,k a - - l i -,LexStat
30719,30737,8259,q a l i ɾ -,LexStat
30720,30738,8259,q a l u ɾ -,LexStat
30721,30739,8260,s a l i ɾ -,LexStat
30722,30740,8532,g e m g e m,LexStat
30723,30741,9654,h i k e t,LexStat
30724,30742,9689,- - b i l i ŋ -,LexStat
30725,30743,9698,p u t e r,LexStat
30726,30744,8078,h i - - p i -,LexStat
30727,30745,7706,- p i - - l i q,LexStat
30728,30746,8379,t u m - b u q,LexStat
30729,30747,9419,p e r e q,LexStat
30730,30748,7588,- - b e l i -,LexStat
30731,30749,9473,t - a k a w - -,LexStat
30732,30750,8794,b u - k - - a -,LexStat
30733,30751,7726,d a k - i h,LexStat
30734,30752,7730,p a n a h i k,LexStat
30735,30753,8461,b u n i,LexStat
30736,30754,9209,p a n a - q,LexStat
30737,30755,7839,i h a p,LexStat
30738,30756,5121,- e s a - -,LexStat
30739,30757,5121,- i s a - -,LexStat
30740,30758,10230,d u h a,LexStat
30741,30759,7224,t e l u,LexStat
30742,30760,2874,- e p a t -,LexStat
30743,30761,2689,b u ŋ a - - - - - -,LexStat
30744,30762,4228,- a n a d u q,LexStat
30745,30763,6128,m a b a b a q -,LexStat
30746,30764,4747,k - - e p i t - -,LexStat
30747,30765,6296,l a ŋ i t,LexStat
30748,30766,6764,m a t a n u q a l ej a w,LexStat
30749,30767,4546,b u l a n - - - - - - - -,LexStat
30750,30768,6582,b i t u q e n,LexStat
30751,30769,6579,m a n - t a l a q,LexStat
30752,30770,6579,- - - - t a l a q,LexStat
30753,30771,4888,b e - ŋ i -,LexStat
30754,30772,4905,h a l e m,LexStat
30755,30773,1692,d a q a i,LexStat
30756,30774,1683,q a l ej - a w,LexStat
30757,30775,1696,w a i,LexStat
30758,30776,10765,t a q u n - -,LexStat
30759,30777,10799,n e a b,LexStat
30760,30778,10799,ɲ e a b,LexStat
30761,30779,10213,h u l e m,LexStat
30762,30780,10209,z a w a,LexStat
30763,30781,10573,h a ŋ i - - - n - -,LexStat
30764,30782,5330,q u z a n,LexStat
30765,30783,7256,d e d e,LexStat
30766,30784,4131,- - - - - - k - - i l a t,LexStat
30767,30785,2058,l i n d u,LexStat
30768,30786,2058,l i n - u,LexStat
30769,30787,2757,k a b u t,LexStat
30770,30788,5649,s a p a q,LexStat
30771,30789,5638,- - - w a - - h i,LexStat
30772,30790,3930,b a n a w,LexStat
30773,30791,3930,d a n a w,LexStat
30774,30792,4665,q i l i h -,LexStat
30775,30793,3465,b u n t - - - u - -,LexStat
30776,30794,3465,b u n t - - - u d -,LexStat
30777,30795,3465,b u n t - - - u l -,LexStat
30778,30796,3971,t a n e q -,LexStat
30779,30797,97,b u t a q,LexStat
30780,30798,3496,b u h a ŋ,LexStat
30781,30799,3509,l u b a ŋ,LexStat
30782,30800,6671,b a t u - -,LexStat
30783,30801,1553,- - - k a r a ŋ,LexStat
30784,30802,10331,w a h i,LexStat
30785,30803,5987,t a s i k - - - -,LexStat
30786,30804,10344,q - a l u n,LexStat
30787,30805,2741,b u d a q,LexStat
30788,30806,2741,b u s a -,LexStat
30789,30807,2741,b u s e q,LexStat
30790,30808,2854,h a l a s,LexStat
30791,30809,2829,t a l u n,LexStat
30792,30810,2829,t u q a n,LexStat
30793,30811,3823,n u s a,LexStat
30794,30812,2998,q i n u m a,LexStat
30795,30813,2354,p a g e r,LexStat
30796,30814,5663,z a l a - n - -,LexStat
30797,30815,1045,q a b a ŋ,LexStat
30798,30816,5847,l a - y a -,LexStat
30799,30817,5722,t a l i h,LexStat
30800,30818,392,k i a m,LexStat
30801,30819,6518,g a y a ŋ,LexStat
30802,30820,6521,s a e t,LexStat
30803,30821,6640,s u k u d,LexStat
30804,30822,1817,s u q a n,LexStat
30805,30823,838,b u s u -,LexStat
30806,30824,352,a n a k i p a n a q,LexStat
30807,30825,1434,s a - u,LexStat
30808,30826,1434,s au t -,LexStat
30809,30827,4461,d e p e n,LexStat
30810,30828,4468,h i k a m,LexStat
30811,30829,4469,l a m a k,LexStat
30812,30830,4461,t e p i -,LexStat
30813,30831,4837,z a - u m,LexStat
30814,30832,1328,k a b a l,LexStat
30815,30833,2497,h a p u y,LexStat
30816,30834,6364,q a - - - - s e b,LexStat
30817,30835,6364,q a - - - - s u -,LexStat
30818,30836,6369,q e b e l,LexStat
30819,30837,2014,b u l b u l,LexStat
30820,30838,1996,- - - e b u k -,LexStat
30821,30839,1996,h - - a b u k -,LexStat
30822,30840,1996,q - - a b u k -,LexStat
30823,30841,2502,- a b - - u s -,LexStat
30824,30842,2502,q a b - - u - -,LexStat
30825,30843,4718,p i t a k,LexStat
30826,30844,4718,p i t e k,LexStat
30827,30845,1291,d a e q,LexStat
30828,30846,1286,t a n e q p u l u t,LexStat
30829,30847,3186,a n a k i b a t u,LexStat
30830,30848,3190,b a d a s,LexStat
30831,30849,5908,q e n a y,LexStat
30832,30850,3116,d u k u t,LexStat
30833,30851,3128,u d u,LexStat
30834,30852,3116,z u k u t,LexStat
30835,30853,3605,- u m a q,LexStat
30836,30854,1910,k a t a m a n,LexStat
30837,30855,1912,q i e b,LexStat
30838,30856,6995,q a t e p,LexStat
30839,30857,10069,k a h i w,LexStat
30840,30858,10713,k a h i w,LexStat
30841,30859,849,- - d a - - q - - - - a n - -,LexStat
30842,30860,856,d a ŋ k a q,LexStat
30843,30861,856,d a ŋ k e q,LexStat
30844,30862,2537,l u t e n,LexStat
30845,30863,5416,q ua y,LexStat
30846,30864,5708,- - a k a -,LexStat
30847,30865,5708,w - a k a -,LexStat
30848,30866,2950,b ua - - - q,LexStat
30849,30867,3716,b e a s,LexStat
30850,30868,5506,b i n e h i q,LexStat
30851,30869,1495,h e m a y,LexStat
30852,30870,1491,k a e n e n,LexStat
30853,30871,5536,p aj a y,LexStat
30854,30872,8861,t u m a n e m,LexStat
30855,30873,8861,t a - - n e m,LexStat
30856,30874,8848,t u m a n e m,LexStat
30857,30875,8848,t a - - n e m,LexStat
30858,30876,4153,k a p u -,LexStat
30859,30877,4153,q a p u -,LexStat
30860,30878,1136,a p u,LexStat
30861,30879,6883,t a l e s,LexStat
30862,30880,4517,b a t a d,LexStat
30863,30881,4514,z a w a,LexStat
30864,30882,6749,t e b u h -,LexStat
30865,30883,1378,n i u -,LexStat
30866,30884,477,p u n t i,LexStat
30867,30885,4377,w ai,LexStat
30868,30886,868,k u l u -,LexStat
30869,30887,869,s u k u n,LexStat
30870,30888,549,b ua y,LexStat
30871,30889,4500,a t a q -,LexStat
30872,30890,5862,q a s i - a,LexStat
30873,30891,5863,t i - - - m u s,LexStat
30874,30892,2284,h i m a -,LexStat
30875,30893,2278,m e ɲ a k,LexStat
30876,30894,2278,m i ɲ a k,LexStat
30877,30895,2650,h e s i - - -,LexStat
30878,30896,5458,u s u k,LexStat
30879,30897,6765,- a t - - i ŋ,LexStat
30880,30898,6765,q a t - - i ŋ,LexStat
30881,30899,6913,l u h e q,LexStat
30882,30900,745,d a - a q,LexStat
30883,30901,3378,p u s u - - - ŋ,LexStat
30884,30902,4186,q a t a y,LexStat
30885,30903,3861,b a t u,LexStat
30886,30904,2221,- - - - t a q a y -,LexStat
30887,30905,2221,- - - - t a q - i -,LexStat
30888,30906,4334,b a a q,LexStat
30889,30907,6661,b i t u k - - a,LexStat
30890,30908,3349,q u l u - - - -,LexStat
30891,30909,3320,b u h e k -,LexStat
30892,30910,814,b u l - - u -,LexStat
30893,30911,2245,- m a t a - - -,LexStat
30894,30912,2023,t a l i ŋ a - - -,LexStat
30895,30913,2023,t a - - ŋ i l a -,LexStat
30896,30914,4950,- ij - u ŋ - -,LexStat
30897,30915,4950,- uj - u ŋ - -,LexStat
30898,30916,4950,ŋ ij - u ŋ - -,LexStat
30899,30917,4691,b a - h a q,LexStat
30900,30918,4691,b e q b e q,LexStat
30901,30919,1207,q a z a y,LexStat
30902,30920,1201,t i m i d,LexStat
30903,30921,4161,b i b i -,LexStat
30904,30922,9996,d i l a q - -,LexStat
30905,30923,9998,h e m - a -,LexStat
30906,30924,10002,z e l a q,LexStat
30907,30925,4808,l i q e -,LexStat
30908,30926,6140,q a b a - a,LexStat
30909,30927,2823,d a q i h,LexStat
30910,30928,4701,- i d u s,LexStat
30911,30929,4707,p i ŋ - q u t,LexStat
30912,30930,4707,p i ŋ e q u t,LexStat
30913,30931,4701,p i ŋ u s,LexStat
30914,30932,4700,ŋ u h u - - -,LexStat
30915,30933,1091,p i p i - - -,LexStat
30916,30934,1091,p i ŋ i - - -,LexStat
30917,30935,335,b a a,LexStat
30918,30936,3347,b a a,LexStat
30919,30937,3343,k a - - m a - - - - y - - -,LexStat
30920,30938,3343,q a l i m a - - - - - - - -,LexStat
30921,30939,5191,p a l aj,LexStat
30922,30940,2456,t a ŋ a n,LexStat
30923,30941,2459,k a n u h k u h - -,LexStat
30924,30942,2459,k u - - h k u h - -,LexStat
30925,30943,897,n u n u h,LexStat
30926,30944,887,s u s u -,LexStat
30927,30945,1118,d a d a,LexStat
30928,30946,1113,d e bd e b,LexStat
30929,30947,4764,- - p u s - ej - - -,LexStat
30930,30948,5224,q u t i n,LexStat
30931,30949,10253,b e t i q,LexStat
30932,30950,10243,p u k i -,LexStat
30933,30951,10257,t i l a,LexStat
30934,30952,6939,l a s e - - - - - - - - - -,LexStat
30935,30953,4076,q a q a y,LexStat
30936,30954,4076,w a q a y,LexStat
30937,30955,2785,q a q a y,LexStat
30938,30956,2785,w a q a y,LexStat
30939,30957,3419,t i k e d,LexStat
30940,30958,6438,d a p a n,LexStat
30941,30959,6439,p a l aj,LexStat
30942,30960,3906,q a l e b,LexStat
30943,30961,3899,q u l u t u h u d,LexStat
30944,30962,3899,- - - - t u h u d,LexStat
30945,30963,407,b u - i t,LexStat
30946,30964,407,b u r i t,LexStat
30947,30965,405,l i k u d,LexStat
30948,30966,10311,h a w a k,LexStat
30949,30967,6259,- - - - k u l i t - -,LexStat
30950,30968,6469,n u k a -,LexStat
30951,30969,5613,b u q e n i,LexStat
30952,30970,5617,k u r a p,LexStat
30953,30971,5937,k u d - i s,LexStat
30954,30972,5937,k u - r i s,LexStat
30955,30973,7266,- - - p a n a w,LexStat
30956,30974,5242,- - t au - -,LexStat
30957,30975,5246,- - t au m a t a -,LexStat
30958,30976,4735,- aj - - a n - -,LexStat
30959,30977,1174,- a - - n a k - - - -,LexStat
30960,30978,4351,- - - - - - l a k i -,LexStat
30961,30979,10639,b a b i n a h i,LexStat
30962,30980,10639,b a b - - a h i,LexStat
30963,30981,10639,b a - - - - h i,LexStat
30964,30982,3699,b a n a h,LexStat
30965,30983,10548,- - - - - b a h i,LexStat
30966,30984,4607,- i n a - -,LexStat
30967,30985,2296,- a b a -,LexStat
30968,30986,2295,- a m a - - - -,LexStat
30969,30987,2296,b a b a -,LexStat
30970,30988,5074,k a - - k a,LexStat
30971,30989,5086,- t e k a,LexStat
30972,30990,10871,h ua j i,LexStat
30973,30991,900,- b e - - - - l i -,LexStat
30974,30992,6332,a n a k i q a t a,LexStat
30975,30993,16,a k u - -,LexStat
30976,30994,36,h uʔu -,LexStat
30977,30995,40,- k a - -,LexStat
30978,30996,40,- k a h u,LexStat
30979,30997,84,ia,LexStat
30980,30998,76,s i ia,LexStat
30981,30999,1,i a m - - i,LexStat
30982,31000,1,k a m - - i,LexStat
30983,31001,1,k a m a m i,LexStat
30984,31002,7,- k i t a,LexStat
30985,31003,25,- - a m u -,LexStat
30986,31004,25,- k a m u -,LexStat
30987,31005,58,- i - d a,LexStat
30988,31006,58,s i i d a,LexStat
30989,31007,4938,a d i - - - -,LexStat
30990,31008,4938,- d ia - - - n,LexStat
30991,31009,4938,- t a - - - -,LexStat
30992,31010,228,- a,LexStat
30993,31011,228,k a,LexStat
30994,31012,227,m ai - -,LexStat
30995,31013,565,b a,LexStat
30996,31014,3741,k a - - - -,LexStat
30997,31015,3744,n u,LexStat
30998,31016,10618,d e ŋ a n,LexStat
30999,31017,10417,- a p a - -,LexStat
31000,31018,10478,- s ai - -,LexStat
31001,31019,10478,- s ei - -,LexStat
31002,31020,10486,s i i m a,LexStat
31003,31021,10455,i n u,LexStat
31004,31022,10451,- p ai -,LexStat
31005,31023,10434,- ij a n,LexStat
31006,31024,10446,k a n u,LexStat
31007,31025,3651,p ij a - -,LexStat
31008,31026,3629,k ua -,LexStat
31009,31027,3629,k uj a,LexStat
31010,31028,3638,l au ŋ,LexStat
31011,31029,7186,- - i n i,LexStat
31012,31030,7196,ia -,LexStat
31013,31031,7196,ie q,LexStat
31014,31032,6964,- - i d i,LexStat
31015,31033,6965,- - i n a,LexStat
31016,31034,6966,- ia,LexStat
31017,31035,363,- b a -,LexStat
31018,31036,360,- d i - -,LexStat
31019,31037,3776,b a -,LexStat
31020,31038,3785,l e m,LexStat
31021,31039,3440,- - - i n i - -,LexStat
31022,31040,3440,- - - - - ia - -,LexStat
31023,31041,3440,- - - ia n i - -,LexStat
31024,31042,7092,- - - i d i - - - - -,LexStat
31025,31043,7090,- i n a -,LexStat
31026,31044,7090,- ia - - -,LexStat
31027,31045,148,- b a b a w,LexStat
31028,31046,146,i a t - - a s,LexStat
31029,31047,617,- - - b a -,LexStat
31030,31048,625,- d a l e m,LexStat
31031,31049,625,i d a l e m,LexStat
31032,31050,4053,k a w i - i -,LexStat
31033,31051,4053,- - w i - i -,LexStat
31034,31052,5583,k a t a q u -,LexStat
31035,31053,5583,m a t a q u -,LexStat
31036,31054,5583,- - t a q u -,LexStat
31037,31055,136,d i k i t,LexStat
31038,31056,140,e m i t,LexStat
31039,31057,125,p ij - - - - a,LexStat
31040,31058,126,q i t i k,LexStat
31041,31059,197,q e m i n,LexStat
31042,31060,4402,h a d u,LexStat
31043,31061,1868,- - a s u,LexStat
31044,31062,5260,b a b u y,LexStat
31045,31063,1139,m a n u k,LexStat
31046,31064,5385,b a l a b a w,LexStat
31047,31065,5385,- - l a b a w,LexStat
31048,31066,4205,b u l i l i k,LexStat
31049,31067,4201,t e - k t e k,LexStat
31050,31069,2722,p a n i k i - -,LexStat
31051,31070,6839,- i k - - u -,LexStat
31052,31071,6839,- i k - - u ŋ,LexStat
31053,31072,6839,k i k u - - -,LexStat
31054,31073,2542,h i k a - - - n -,LexStat
31055,31074,6064,- - - q i u -,LexStat
31056,31075,1605,b u q a y a,LexStat
31057,31076,6607,s a ŋ a s a ŋ a,LexStat
31058,31077,10092,p e ɲ u,LexStat
31059,31078,10100,q a i p a,LexStat
31060,31079,683,m a n u - - - m a n u k,LexStat
31061,31080,683,m a n u - k - m a n u k,LexStat
31062,31081,687,q a y a m,LexStat
31063,31082,10608,p a n i d,LexStat
31064,31083,10608,p a n ij -,LexStat
31065,31084,10617,q e l a d,LexStat
31066,31085,1254,k u h - k u h -,LexStat
31067,31086,2327,b - - - - u l - - u -,LexStat
31068,31087,6396,h u l a - - - - - -,LexStat
31069,31088,6400,n i p a y,LexStat
31070,31089,2124,q a t e l u - - -,LexStat
31071,31090,2124,q i t e l u - - -,LexStat
31072,31091,2073,b u l - - a t i -,LexStat
31073,31092,2073,w a - - - - t i -,LexStat
31074,31093,1003,b a ŋ b a ŋ,LexStat
31075,31094,1003,b e ŋ b e ŋ,LexStat
