ID,Form_ID,Cognateset_ID,Alignment,Source
8702,8702,4154,h o r,LexStat
8703,8703,1127,b ui - s i,LexStat
8704,8704,6814,q ei w a r q a r,LexStat
8705,8705,1051,t ei q a r -,LexStat
8706,8706,6880,w u h ai -,LexStat
8707,8707,4508,n a - - t,LexStat
8708,8708,6751,w u h,LexStat
8709,8709,1575,b a t a r,LexStat
8710,8710,1467,b a t a r j i p a,LexStat
8711,8711,1376,w a - t - -,LexStat
8712,8712,3301,h a x ai -,LexStat
8713,8713,4251,q u t,LexStat
8714,8714,6731,- - b u r - - - -,LexStat
8715,8715,6739,t ua x,LexStat
8716,8716,4449,q u d,LexStat
8717,8717,3244,- - - p a l -,LexStat
8718,8718,456,p e t a - - - - - - -,LexStat
8719,8719,470,m u h u l -,LexStat
8720,8720,4370,w o w -,LexStat
8721,8721,5194,q aj - a -,LexStat
8722,8722,3848,q u l a r,LexStat
8723,8723,873,t u w a n,LexStat
8724,8724,540,q aː s -,LexStat
8725,8725,3537,- - - t aː ŋ,LexStat
8726,8726,4498,h a ŋ - - -,LexStat
8727,8727,5860,j i s a r,LexStat
8728,8728,2276,- - t a m a ʔ -,LexStat
8729,8729,2659,d a m a t,LexStat
8730,8730,828,- - k i r -,LexStat
8731,8731,5443,- - - p - - - iʔi s -,LexStat
8732,8732,6766,w i s i r,LexStat
8733,8733,6902,t e - t q aʔa r,LexStat
8734,8734,743,- w ai - - -,LexStat
8735,8735,3398,g o ʔ uː k,LexStat
8736,8736,4183,p oː m,LexStat
8737,8737,3262,- - b e t a r,LexStat
8738,8738,2220,- h a s,LexStat
8739,8739,4319,p a h ai,LexStat
8740,8740,6666,p ə t o ʔ,LexStat
8741,8741,3350,- g oʔo ŋ - - - - k u - - - l,LexStat
8742,8742,3350,p g oʔo ŋ - - - - k u - - - l,LexStat
8743,8743,3350,- n oʔo ŋ - - - - k u - - - l,LexStat
8744,8744,3350,- g i ŋ - g i ŋ g oʔo ŋ k u l,LexStat
8745,8745,3350,- h oʔo ŋ - - - - k u - - - l,LexStat
8746,8746,3350,- j i ŋ - j i ŋ g oʔo ŋ k u l,LexStat
8747,8747,3327,- - n oʔo n w a ʔ,LexStat
8748,8748,813,- - - - m u d - -,LexStat
8749,8749,2248,n e t - b a g -,LexStat
8750,8750,2026,n a w a r - w a ʔ -,LexStat
8751,8751,4951,n a m i - n b uj -,LexStat
8752,8752,4693,n o x o s,LexStat
8753,8753,1200,n aː - w,LexStat
8754,8754,4166,n eʔe r t u b - -,LexStat
8755,8755,6916,n a w a n b a g,LexStat
8756,8756,9996,n a l e f aj -,LexStat
8757,8757,4796,n a m a n k - - u,LexStat
8758,8758,6142,n a m a q a r,LexStat
8759,8759,331,n a t a ŋ - - - - - -,LexStat
8760,8760,2445,n a t a ŋ k i -,LexStat
8761,8761,2458,n a t a ŋ k u p i s - -,LexStat
8762,8762,891,- - h a ŋ,LexStat
8763,8763,4767,n o r t oʔo j -,LexStat
8764,8764,5226,g a f aː,LexStat
8765,8765,10242,g a r - -,LexStat
8766,8766,6941,g a f aː b a g,LexStat
8767,8767,4072,n a f a t -,LexStat
8768,8768,3415,n a f a t b ai g e m i ŋ -,LexStat
8769,8769,3894,g a f a t k u -,LexStat
8770,8770,408,n e s i b k i r,LexStat
8771,8771,6262,n a g - - k uw aj,LexStat
8772,8772,6468,- b a t a - -,LexStat
8773,8773,5601,s a x aj,LexStat
8774,8774,5937,q u s - - -,LexStat
8775,8775,5937,q u s b a ŋ,LexStat
8776,8776,7260,- n ə n aj - -,LexStat
8777,8777,2371,g ə f i r i s,LexStat
8778,8778,2371,n ə f i r i s,LexStat
8779,8779,1404,q aː - - - l -,LexStat
8780,8780,5245,uj,LexStat
8781,8781,4737,g a l u t,LexStat
8782,8782,4737,n a l u t,LexStat
8783,8783,1175,g - o q ai - -,LexStat
8784,8784,1175,n - o q ai - -,LexStat
8785,8785,4352,m a s - - - - aʔa r,LexStat
8786,8786,10640,- - a q a r,LexStat
8787,8787,3695,g a m a s a l,LexStat
8788,8788,3690,- - n a m a l -,LexStat
8789,8789,10542,n aʔa - q - -,LexStat
8790,8790,4613,n a x a l a ʔ,LexStat
8791,8791,2297,n a m a n - a,LexStat
8792,8792,5081,n ə n a ʔ m ə t u,LexStat
8793,8793,10874,n a b i b,LexStat
8794,8794,10863,n a g i s,LexStat
8795,8795,10862,n a k aʔa - w - - -,LexStat
8796,8796,10860,- - n e ʔ a,LexStat
8797,8797,903,- g oʔo j - -,LexStat
8798,8798,903,uj g oʔo j - -,LexStat
8799,8799,6319,t a b a -,LexStat
8800,8800,4053,x a w a r - -,LexStat
8801,8801,5582,dʒ e d a -,LexStat
8802,8802,5582,je - d a -,LexStat
8803,8803,297,b ai,LexStat
8804,8804,1869,dʒ i f a r,LexStat
8805,8805,1869,j i f a r,LexStat
8806,8806,5256,b ai - - -,LexStat
8807,8807,1141,s a x a ʔ,LexStat
8808,8808,5383,d u r - -,LexStat
8809,8809,4201,t a - q - o -,LexStat
8810,8810,1228,- r a w,LexStat
8811,8811,1759,- - r uː t - -,LexStat
8812,8812,525,m a d a l - -,LexStat
8813,8813,6841,g o - r - - -,LexStat
8814,8814,2543,h a f - -,LexStat
8815,8815,6063,s ə f - i r,LexStat
8816,8816,10394,- - - p e r a - - - -,LexStat
8817,8817,1605,b a h - - aj,LexStat
8818,8818,4530,- - r i s -,LexStat
8819,8819,6619,h oj a k a l,LexStat
8820,8820,10086,j ia r q - ua b -,LexStat
8821,8821,682,- - - - d a - l -,LexStat
8822,8822,10607,g e - - t aʔa r,LexStat
8823,8823,2328,- - - - - m u d -,LexStat
8824,8824,2328,g e t aʔa r m u d -,LexStat
8825,8825,3559,g e d e j a -,LexStat
8826,8826,6399,d aː m -,LexStat
8827,8827,5977,p a r - -,LexStat
8828,8828,2126,- - - - - g ə t oː f -,LexStat
8829,8829,2076,o t a r,LexStat
8830,8830,1000,l au - b a r b a r,LexStat
8831,8831,2706,j i f u r,LexStat
8832,8832,4588,ʔ i h i ŋ,LexStat
8833,8833,306,je - r i h,LexStat
8834,8834,3148,ʔ a w,LexStat
8835,8835,6533,b a ŋ q o p,LexStat
8836,8836,3370,- - - k ua - ŋ,LexStat
8837,8837,4302,- - - - - - d e - l iː ŋ,LexStat
8838,8838,2628,h aː - - - t,LexStat
8839,8839,4286,ʔ o ʔ,LexStat
8840,8840,604,m aj - -,LexStat
8841,8841,667,uw - aː d,LexStat
8842,8842,6347,s a m -,LexStat
8843,8843,5042,a n a ʔ,LexStat
8844,8844,4874,w a d aʔa n,LexStat
8845,8845,5011,k ə r i,LexStat
8846,8846,5013,q ua f,LexStat
8847,8847,10812,b o g - - -,LexStat
8848,8848,4020,t a h a d u,LexStat
8849,8849,3577,o g,LexStat
8850,8850,1382,q aj - - a w -,LexStat
8851,8851,3016,q a w - -,LexStat
8852,8852,431,- - j aː - d - -,LexStat
8853,8853,2967,w a l -,LexStat
8854,8854,2184,j i s a k,LexStat
8855,8855,10367,k a l o ʔ -,LexStat
8856,8856,1964,s iː d -,LexStat
8857,8857,1980,m oː - - d a - -,LexStat
8858,8858,6126,r e g a,LexStat
8859,8859,7131,- t a h aː l,LexStat
8860,8860,7118,t uʔu - - m -,LexStat
8861,8861,1659,i q - - aʔa n,LexStat
8862,8862,4096,i l ij a r,LexStat
8863,8863,1844,q a w a ʔ,LexStat
8864,8864,1313,a l aː t,LexStat
8865,8865,6082,m u t - ʔ,LexStat
8866,8866,781,l uː k,LexStat
8867,8867,3401,s u x u r -,LexStat
8868,8868,4113,- - x a ʔ -,LexStat
8869,8869,6687,q u n - -,LexStat
8870,8870,10524,t ə l aː g -,LexStat
8871,8871,1581,q - u n -,LexStat
8872,8872,10759,s a x a n,LexStat
8873,8873,5618,- - - t a n a -,LexStat
8874,8874,5735,- - - m uː - n - - - -,LexStat
8875,8875,704,b e n eː r,LexStat
8876,8876,6784,w uː b -,LexStat
8877,8877,6496,- ij aː p,LexStat
8878,8878,5870,m a x aː r -,LexStat
8879,8879,2605,b i ʔ - - a,LexStat
8880,8880,6378,- i - - - - d uː l - - -,LexStat
8881,8881,5770,m ə t u m ə t u,LexStat
8882,8882,715,q aʔa - - - - n -,LexStat
8883,8883,10466,m ij - a q -,LexStat
8884,8884,5425,iː,LexStat
8885,8885,3193,- a l o - g a r,LexStat
8886,8886,10776,b a h a r - -,LexStat
8887,8887,6179,i ʔ,LexStat
8888,8888,6158,m e n ij aː ŋ,LexStat
8889,8889,7154,g o m s iː d,LexStat
8890,8890,7154,n o m s iː d,LexStat
8891,8891,3664,n a ŋ q aj a q,LexStat
8892,8892,3664,p i ŋ q aj a q,LexStat
8893,8893,720,g eː t - j aː t,LexStat
8894,8894,1739,g a w a r - - - - - -,LexStat
8895,8895,1737,q - - - - - - l uː s,LexStat
8896,8896,5957,- a r aʔa j,LexStat
8897,8897,259,g a ʔ e r,LexStat
8898,8898,9133,b i l - - - -,LexStat
8899,8899,8423,w u r a q aj - -,LexStat
8900,8900,9317,- g a x - m i - - n - -,LexStat
8901,8901,9595,w a ŋʰ o m - g i t i g i s,LexStat
8902,8902,8627,n a q a l aː l - -,LexStat
8903,8903,9078,- - - - w a l i s,LexStat
8904,8904,9350,w u l t a g,LexStat
8905,8905,8703,t i - ʔ,LexStat
8906,8906,9299,- - t i - ʔ - -,LexStat
8907,8907,9804,t u k -,LexStat
8908,8908,9778,- g e - - t aː n -,LexStat
8909,8909,7341,- - - h aʔa w e - l - -,LexStat
8910,8910,7341,- - - n a w e - l - -,LexStat
8911,8911,7345,p uw - e l,LexStat
8912,8912,7352,b i - - g g o - w e l - -,LexStat
8913,8913,9265,- - m iː s - -,LexStat
8914,8914,9462,t aː s - - -,LexStat
8915,8915,9823,t e w a r,LexStat
8916,8916,9046,b i - - - - - - - r,LexStat
8917,8917,9550,- - t ə l i s,LexStat
8918,8918,8273,j i r - - -,LexStat
8919,8919,8164,b a ʔ - - - - - - - -,LexStat
8920,8920,8204,q u b,LexStat
8921,8921,8105,m o - - x oː d -,LexStat
8922,8922,8093,- - - f o ʔ,LexStat
8923,8923,8093,j i r f o ʔ,LexStat
8924,8924,8132,n a - - - - -,LexStat
8925,8925,8151,w u t uː n n a,LexStat
8926,8926,7813,t u n d a w,LexStat
8927,8927,9841,- - - - b e l i,LexStat
8928,8928,9841,w o - m b e l i,LexStat
8929,8929,9170,t a p - -,LexStat
8930,8930,8768,- - b ə n a -,LexStat
8931,8931,7476,j a h a ŋ - s e r a -,LexStat
8932,8932,8027,- - m i n - -,LexStat
8933,8933,8324,m ə - g a n - -,LexStat
8934,8934,9905,aː p -,LexStat
8935,8935,7767,m aː - - - -,LexStat
8936,8936,8647,j i h a r -,LexStat
8937,8937,7877,b aː g - -,LexStat
8938,8938,7978,s o h ai -,LexStat
8939,8939,9264,w o r a d a r i s,LexStat
8940,8940,7503,m a h a r d eː -,LexStat
8941,8941,7531,- d - - eː,LexStat
8942,8942,9182,l ia - r -,LexStat
8943,8943,7685,q a r aː j -,LexStat
8944,8944,9950,- h a h a r,LexStat
8945,8945,9486,- - p - - - u ʔ,LexStat
8946,8946,7434,p - - - - uj - -,LexStat
8947,8947,9386,m e l a r p r e ʔ,LexStat
8948,8948,9731,dʒ i g i t -,LexStat
8949,8949,9023,t oː d -,LexStat
8950,8950,9107,- k ə - - r aː b - -,LexStat
8951,8951,3834,q aː q - -,LexStat
8952,8952,9529,- - - w a - r a -,LexStat
8953,8953,8492,g a w a ʔ,LexStat
8954,8954,7398,m a s ij,LexStat
8955,8955,7927,b a h -,LexStat
8956,8956,7954,g oː r -,LexStat
8957,8957,9397,- - q - - a t -,LexStat
8958,8958,8056,p a h aj - -,LexStat
8959,8959,9454,w oː r,LexStat
8960,8960,8225,g a b u h a,LexStat
8961,8961,8419,a r aʔa j,LexStat
8962,8962,9621,w a n t aː r -,LexStat
8963,8963,8552,- - - s aː w -,LexStat
8964,8964,8610,g e - n e m i n,LexStat
8965,8965,7659,g e - - t i - - r i s,LexStat
8966,8966,9119,w u r aː g,LexStat
8967,8967,8042,h a - - n,LexStat
8968,8968,7571,p r aː m - -,LexStat
8969,8969,8257,t u t i s,LexStat
8970,8970,8242,- - t - e d i s,LexStat
8971,8971,8531,w o m - - p i n,LexStat
8972,8972,9642,p ə r aː t - -,LexStat
8973,8973,8875,- - - - m uj - a r,LexStat
8974,8974,8953,k eː r -,LexStat
8975,8975,8979,t u - - m - -,LexStat
8976,8976,9690,p - j - f uː - r -,LexStat
8977,8977,8074,- - - je - f iː r - -,LexStat
8978,8978,7854,s aː -,LexStat
8979,8979,7707,t ə r aː j -,LexStat
8980,8980,8382,l a,LexStat
8981,8981,9422,m a r aː t -,LexStat
8982,8982,7591,ʔ o l,LexStat
8983,8983,9157,m aʔa - ŋ -,LexStat
8984,8984,9473,t - a x - - aː -,LexStat
8985,8985,8800,h aː t,LexStat
8986,8986,8799,s e x e,LexStat
8987,8987,7749,s ə b aː r,LexStat
8988,8988,7727,g a - s i r -,LexStat
8989,8989,8479,a m aː j,LexStat
8990,8990,9756,- - w a r a h,LexStat
8991,8991,8287,- - p ə l iː k - -,LexStat
8992,8992,8440,g u ŋm - o l a h,LexStat
8993,8993,7319,g a g i s,LexStat
8994,8994,9216,b ə l aː p -,LexStat
8995,8995,9223,p ə s aː k - -,LexStat
8996,8996,8899,- - - t aː - p - - -,LexStat
8997,8997,8518,m a l o p i s,LexStat
8998,8998,7602,p oː - - n,LexStat
8999,8999,8763,h a f a ŋ s o x o,LexStat
9000,9000,7301,g a t a g,LexStat
9001,9001,7838,t a g - -,LexStat
9002,9002,5120,- n u k -,LexStat
9003,9003,10227,- - r a q,LexStat
9004,9004,7225,- t i g -,LexStat
9005,9005,2873,- u t -,LexStat
9006,9006,2600,j a - - - w a n -,LexStat
9007,9007,6228,t ej - a ŋ -,LexStat
9008,9008,6038,j - i s - r a q -,LexStat
9009,9009,2143,j i - n a t i g -,LexStat
9010,9010,4908,- - - j i n - - au - t,LexStat
9011,9011,6929,q a r - n u k -,LexStat
9012,9012,2171,- q a r - n u k - - w a l - a r n u k -,LexStat
9013,9013,10119,q a r - - n u k - w a l - a r - r a q - -,LexStat
9014,9014,7170,- q a r - n u k - - w - a l a r t i g - -,LexStat
9015,9015,10128,q a r - - - r a g - -,LexStat
9016,9016,10161,- - q a r - - r a - g - - w a l a r n u k -,LexStat
9017,9017,7177,q a r - t i g - - -,LexStat
9018,9018,5130,- - r a t u - - - n u k -,LexStat
9019,9019,5139,- r a t - - - u q - - a r r a q - - - w a l - a r - t i g -,LexStat
9020,9020,10235,- r a t u r a q - -,LexStat
9021,9021,7212,- r i b u n u k -,LexStat
9022,9022,5154,s a l a k - n u k -,LexStat
9023,9023,3099,n a t a p i s,LexStat
9024,9024,3083,n a t a p i s,LexStat
9025,9025,3048,n a t a p i s,LexStat
9026,9026,5171,t u t u - - - - -,LexStat
9027,9027,2691,- - l a h a r,LexStat
9028,9028,2691,t ai l a h a r,LexStat
9029,9029,10265,tr a - - w,LexStat
9030,9030,4232,t ij a n -,LexStat
9031,9031,6858,l e - - w a -,LexStat
9032,9032,6127,t u - - k - -,LexStat
9033,9033,4748,t ə f uː g - -,LexStat
9034,9034,7634,g e s aː j,LexStat
9035,9035,6294,k a lː e ŋ - - - -,LexStat
9036,9036,6755,l ə rː a - -,LexStat
9037,9037,4546,w u l a ŋ - - - - - - - -,LexStat
9038,9038,6579,- - t ə m a l a -,LexStat
9039,9039,4887,m a rː e ŋ -,LexStat
9040,9040,1679,l a rː - - - a -,LexStat
9041,9041,10765,t u - - ŋ - -,LexStat
9042,9042,4570,k ə r a m a ŋ,LexStat
9043,9043,4558,w u r a - - - -,LexStat
9044,9044,10790,- - w ia ŋ,LexStat
9045,9045,1720,ɛ r ua h e l e,LexStat
9046,9046,9974,b au - -,LexStat
9047,9047,1699,- ɛ r - - ua,LexStat
9048,9048,10207,s u b u,LexStat
9049,9049,10210,m a n u k ɔ k ɔ ŋ,LexStat
9050,9050,10196,- ɛ k a ŋ d a h e k - - - - - -,LexStat
9051,9051,1356,- a w - - - a ŋ,LexStat
9052,9052,1358,s a pː - - - u -,LexStat
9053,9053,10573,- a ŋ i - - - ŋ - -,LexStat
9054,9054,5327,- u r - - - a ŋ,LexStat
9055,9055,1939,- u r a ŋ - - r ɛ - - - - r - - ɛ,LexStat
9056,9056,1939,- u r a ŋ s a rː i - - - - k - - -,LexStat
9057,9057,5337,t a t a b - ai - -,LexStat
9058,9058,7237,h i l a - - - - - - -,LexStat
9059,9059,4131,h i l - - - - a b i l o ŋ,LexStat
9060,9060,2054,- t a n a o t a ŋ,LexStat
9061,9061,2054,ɛ k a ŋ - o t a ŋ,LexStat
9062,9062,2761,ɛ k a ŋ l u,LexStat
9063,9063,5639,a l u - - -,LexStat
9064,9064,3733,- ɛ s,LexStat
9065,9065,6413,s a l dʒ u,LexStat
9066,9066,3931,- - k ɔ l a - ŋ - - - -,LexStat
9067,9067,4668,w ɔ t ɔ b - l ɔ l - - ɔ -,LexStat
9068,9068,3466,w ɔ t - - - - ɔ -,LexStat
9069,9069,10275,l a w ɔ -,LexStat
9070,9070,3971,t a n a - -,LexStat
9071,9071,96,b u m i,LexStat
9072,9072,3491,w a ŋ g ɔ -,LexStat
9073,9073,6671,w a t ɔ - -,LexStat
9074,9074,1556,- u h u ŋ,LexStat
9075,9075,1574,a ŋ g ɛ,LexStat
9076,9076,1523,- u h u ŋ,LexStat
9077,9077,10327,w ai - - - -,LexStat
9078,9078,5987,t a h i - - - - -,LexStat
9079,9079,10364,b ə n o t ɛ ŋ,LexStat
9080,9080,10343,ɔ dʒ ɔ -,LexStat
9081,9081,2736,- w u r - - a ŋ -,LexStat
9082,9082,2829,- u t a ŋ,LexStat
9083,9083,2841,d ə h ɛ k,LexStat
9084,9084,2396,- - - - l a t a,LexStat
9085,9085,3823,n u h a,LexStat
9086,9086,5471,s a w - - - a -,LexStat
9087,9087,5483,ɛ k a ŋ b u t a,LexStat
9088,9088,2986,ɛ k a ŋ - - - - -,LexStat
9089,9089,2347,n i h a -,LexStat
9090,9090,5663,l a r a - ŋ - -,LexStat
9091,9091,1032,t e n a -,LexStat
9092,9092,5847,l a dʒ a - -,LexStat
9093,9093,9060,b ua - - - -,LexStat
9094,9094,2571,k a w i l -,LexStat
9095,9095,2549,w uw - o,LexStat
9096,9096,2550,p u k ɔ -,LexStat
9097,9097,2547,k - n o p a l,LexStat
9098,9098,2546,k ɛ r,LexStat
9099,9099,5722,t a l ɛ -,LexStat
9100,9100,4339,- - p e d a -,LexStat
9101,9101,383,b a l i - - - - -,LexStat
9102,9102,6509,t u - r ai ŋ,LexStat
9103,9103,6506,r a p a ŋ -,LexStat
9104,9104,995,r i k i ŋ,LexStat
9105,9105,993,a p a t i k i ŋ w ai,LexStat
9106,9106,6625,t ə n ɛ k a ŋ -,LexStat
9107,9107,6625,- - n ɛ k a ŋ -,LexStat
9108,9108,1831,k a h a w u l u,LexStat
9109,9109,838,w u h u -,LexStat
9110,9110,339,h u p ɔ l,LexStat
9111,9111,3911,d u r i -,LexStat
9112,9112,1428,k i r - i -,LexStat
9113,9113,4458,- ɔ h a ŋ,LexStat
9114,9114,4833,b a t u l,LexStat
9115,9115,1331,k ɔ n d ɔ,LexStat
9116,9116,5166,- - - - l i k a -,LexStat
9117,9117,2490,- a p - - - - e,LexStat
9118,9118,6360,- p ə n u h u ŋ,LexStat
9119,9119,357,- a w ɔ k a h a,LexStat
9120,9120,1996,k ə r a w u - -,LexStat
9121,9121,2502,- a w o k a h a,LexStat
9122,9122,4718,b u t a -,LexStat
9123,9123,1282,t a n a m e - a ŋ,LexStat
9124,9124,3171,w a t ɔ k a rː i k -,LexStat
9125,9125,5904,a n e -,LexStat
9126,9126,5904,a nː e -,LexStat
9127,9127,3121,l a d u ŋ,LexStat
9128,9128,3605,- u m a -,LexStat
9129,9129,10010,u m a - a d a t,LexStat
9130,9130,10015,k ɔ k ɔ r,LexStat
9131,9131,504,m ə n ɔ h i,LexStat
9132,9132,503,l a d a -,LexStat
9133,9133,504,- - n ɔ h i,LexStat
9134,9134,5364,d ɛ k i,LexStat
9135,9135,5380,s a d u,LexStat
9136,9136,1896,p i t - - - - ɛ -,LexStat
9137,9137,6993,t ə n a k a r,LexStat
9138,9138,6993,- - t a k a r,LexStat
9139,9139,5689,l uo - - -,LexStat
9140,9140,5702,t a k a r l uo,LexStat
9141,9141,10068,k a dʒ ɔ p u k ɔ ŋ,LexStat
9142,9142,10709,k a dʒ - ɔ -,LexStat
9143,9143,479,k a dʒ ɔ k a m a ŋ,LexStat
9144,9144,4038,- - - - l ɔ l ɔ ŋ,LexStat
9145,9145,855,k a dʒ ɔ k ə r a ŋ a k,LexStat
9146,9146,851,k a dʒ ɔ l i m a ŋ,LexStat
9147,9147,2521,k a dʒ ɔ - a p e,LexStat
9148,9148,5407,u e,LexStat
9149,9149,5395,l ua - -,LexStat
9150,9150,5704,- - - r a m - u - - -,LexStat
9151,9151,2957,i h i k - -,LexStat
9152,9152,2950,p u - n a k,LexStat
9153,9153,5995,k u - - l u - - ŋ,LexStat
9154,9154,3027,p a r ɛ,LexStat
9155,9155,3027,- a p a,LexStat
9156,9156,2686,b u ŋ a - -,LexStat
9157,9157,3710,- - - - p a r ɛ,LexStat
9158,9158,5486,p a r ɛ w u l i ŋ,LexStat
9159,9159,1486,w a t a t a h a k,LexStat
9160,9160,5519,p a r ɛ - - - - -,LexStat
9161,9161,8857,m u l a k u r - - - - a,LexStat
9162,9162,8844,m u - l - - a p a r ɛ -,LexStat
9163,9163,651,ua -,LexStat
9164,9164,656,m a l u -,LexStat
9165,9165,4153,- a p u -,LexStat
9166,9166,1128,- - g ou ŋ - ua - m a l - - u,LexStat
9167,9167,6809,uw e s ɛ l a,LexStat
9168,9168,1048,k u r - - - - a,LexStat
9169,9169,6877,k ə w a lː a,LexStat
9170,9170,5833,s a g u,LexStat
9171,9171,6749,t a wː - - ɔ,LexStat
9172,9172,1575,w a t a -,LexStat
9173,9173,1469,w a t - - - a p u n - - a -,LexStat
9174,9174,1377,t a p o -,LexStat
9175,9175,3300,k - d a bː - - - - u -,LexStat
9176,9176,4243,- - - - k ɔ - l - - - - i -,LexStat
9177,9177,6733,p ɔ l a - - - - -,LexStat
9178,9178,4446,m ɔ t ɔ ŋ - - - -,LexStat
9179,9179,3249,n i h ɛ r,LexStat
9180,9180,456,p a tː u - - - - - - ŋ,LexStat
9181,9181,459,au,LexStat
9182,9182,470,m u k ɔ - -,LexStat
9183,9183,4368,p ao - -,LexStat
9184,9184,5196,s e l a,LexStat
9185,9185,5196,t e l a,LexStat
9186,9186,5194,k a s i -,LexStat
9187,9187,3846,n a - k a -,LexStat
9188,9188,874,p ə l o k a,LexStat
9189,9189,875,t ɔ n a,LexStat
9190,9190,541,k e p a,LexStat
9191,9191,3541,b ə l a n e w - - ai ŋ,LexStat
9192,9192,4496,s u s - - - u -,LexStat
9193,9193,5859,s ia - -,LexStat
9194,9194,2275,w ɔ r - a k - - - -,LexStat
9195,9195,2654,d a g i ŋ i h i,LexStat
9196,9196,830,r ui - - ŋ,LexStat
9197,9197,5447,h a k a ŋ,LexStat
9198,9198,6770,- - n a mː ɛ -,LexStat
9199,9199,6903,m a t a ŋ l ou ŋ,LexStat
9200,9200,744,r a -,LexStat
9201,9201,3379,t a p ɔ k u b a ŋ,LexStat
9202,9202,4177,- - - a t e ŋ,LexStat
9203,9203,3853,g i n dʒ a l,LexStat
9204,9204,3261,t ai ŋ k a rː i k - -,LexStat
9205,9205,2221,s a p i t ai ŋ - - -,LexStat
9206,9206,2227,w i t i t ai ŋ,LexStat
9207,9207,4317,- - - w u r a ŋ,LexStat
9208,9208,6661,- - t u k a ŋ -,LexStat
9209,9209,6657,- t ai ŋ - -,LexStat
9210,9210,3348,k ɔ t ɔ ŋ - -,LexStat
9211,9211,3317,r a t a - - - -,LexStat
9212,9212,814,w u l u k - -,LexStat
9213,9213,2245,- m a t a ŋ - -,LexStat
9214,9214,2023,t i l u ŋ - - - -,LexStat
9215,9215,4950,n i r u ŋ - -,LexStat
9216,9216,4950,- i r u ŋ - -,LexStat
9217,9217,4684,w ə w a ŋ - -,LexStat
9218,9218,1199,b a m a ŋ,LexStat
9219,9219,4161,w i w i ŋ,LexStat
9220,9220,6918,- u l ɔ ŋ,LexStat
9221,9221,9995,w ɛ w ɛ - l - - -,LexStat
9222,9222,4795,w u - - l i ŋ - -,LexStat
9223,9223,6141,h a n a ŋ - -,LexStat
9224,9224,798,- o d a ŋ,LexStat
9225,9225,796,w ə kː i ŋ - - - -,LexStat
9226,9226,2813,k ə l a r a k - -,LexStat
9227,9227,4959,n i r u ŋ w a ŋ g - - ɔ -,LexStat
9228,9228,4959,- i r u - - - - - - - - ŋ,LexStat
9229,9229,4702,s i n i,LexStat
9230,9230,1091,p i p i ŋ - -,LexStat
9231,9231,332,l i m a - - - - ŋ,LexStat
9232,9232,3343,- - l i m a - - - - - ŋ - -,LexStat
9233,9233,5185,l i m a ŋ - - - ɔ n - - ɔ ŋ,LexStat
9234,9234,5190,l i m a ŋ p l a w a k l ɔ l ɔ ŋ,LexStat
9235,9235,2444,l i m a ŋ - - n u - m a k,LexStat
9236,9236,2459,n u ŋ - - g u l - -,LexStat
9237,9237,888,t u h ɔ -,LexStat
9238,9238,1105,k ɔ l ɔ ŋ,LexStat
9239,9239,1110,w a rː ɛ ŋ,LexStat
9240,9240,4764,- - p u h - o r - -,LexStat
9241,9241,5227,l a h a k - -,LexStat
9242,9242,10243,p u k i ŋ,LexStat
9243,9243,6939,l a h a k - - k u l - - u ŋ,LexStat
9244,9244,4071,l ei ŋ,LexStat
9245,9245,2780,l ei ŋ - - -,LexStat
9246,9246,3414,l ei ŋ u d e k - -,LexStat
9247,9247,6424,l ei ŋ ɔ n ɔ ŋ,LexStat
9248,9248,3890,- - - k - u - d u l - -,LexStat
9249,9249,396,p u n u ŋ,LexStat
9250,9250,6558,p u n u ŋ k aj u ŋ,LexStat
9251,9251,10301,a l ɛ ŋ,LexStat
9252,9252,6259,- - - - k u l i k - -,LexStat
9253,9253,6260,k a m a k - -,LexStat
9254,9254,6469,- u g a r,LexStat
9255,9255,6469,- u k a -,LexStat
9256,9256,5592,k a t u - - - - -,LexStat
9257,9257,5939,k a t - - - - u,LexStat
9258,9258,7260,- n ao - - - -,LexStat
9259,9259,7260,m n - - ao - -,LexStat
9260,9260,2367,w ə kː i ŋ p - l a t i ŋ - - - -,LexStat
9261,9261,2367,- ɔ n ɔ ŋ p - l a t i ŋ - - - -,LexStat
9262,9262,1447,m a t a ŋ b l a r a,LexStat
9263,9263,1407,- i r u - - - ŋ m a tː ɛ -,LexStat
9264,9264,5244,m ə s - - - - - ia,LexStat
9265,9265,5242,- a t a - -,LexStat
9266,9266,4735,n a - r a ŋ - -,LexStat
9267,9267,1190,b ai,LexStat
9268,9268,4351,- - - k - - l a k e -,LexStat
9269,9269,10634,k - - - - - - w a e,LexStat
9270,9270,3688,- - - k - l a k e - - - -,LexStat
9271,9271,10541,- - - k - w a - - - - e,LexStat
9272,9272,4607,n i n a - -,LexStat
9273,9273,2295,m a m a - - - -,LexStat
9274,9274,5076,- - t a t a -,LexStat
9275,9275,5074,k a k a ŋ -,LexStat
9276,9276,10868,u l a,LexStat
9277,9277,10861,k au,LexStat
9278,9278,10858,- a r i ŋ -,LexStat
9279,9279,900,- w e - - - - l i -,LexStat
9280,9280,900,- w e - - - - l i ŋ,LexStat
9281,9281,6318,k - r u m o - - - ŋ - - -,LexStat
9282,9282,6318,- - - - m ə - - - n ɔ l e,LexStat
9283,9283,6318,k - r u m o ŋ m ə n ɔ l e,LexStat
