ID,Lect_ID,Concept_ID,Form,Segments,Comment,Source
3191,blag1240-tuntu,jackfruit,naka,n a k a,,datasets_Blagar_Tuntuli_tsv
3192,blag1240-tuntu,breadfruit,ku'nur,k u n u r,,datasets_Blagar_Tuntuli_tsv
3193,blag1240-tuntu,bean,tagul,t a g u l,,datasets_Blagar_Tuntuli_tsv
3194,blag1240-tuntu,honey,meger ʤer,m e g e r _ dʒ e r,"taun jer ‘honey from tree’, meger jer ‘honey from ground’",datasets_Blagar_Tuntuli_tsv
3195,blag1240-tuntu,honey,taun ʤer,t au n _ dʒ e r,"taun jer ‘honey from tree’, meger jer ‘honey from ground’",datasets_Blagar_Tuntuli_tsv
3196,blag1240-tuntu,milk,tu,t u,,datasets_Blagar_Tuntuli_tsv
3197,blag1240-tuntu,salt,isar,i s a r,,datasets_Blagar_Tuntuli_tsv
3198,blag1240-tuntu,fat,tama,t a m a,,datasets_Blagar_Tuntuli_tsv
3199,blag1240-tuntu,bone,kira,k i r a,,datasets_Blagar_Tuntuli_tsv
3200,blag1240-tuntu,rib,pas tupa,p a s _ t u p a,,datasets_Blagar_Tuntuli_tsv
3201,blag1240-tuntu,sweat,turuguŋ,t u r u g u ŋ,,datasets_Blagar_Tuntuli_tsv
3202,blag1240-tuntu,tear,teŋ unuŋ,t e ŋ _ u n u ŋ,,datasets_Blagar_Tuntuli_tsv
3203,blag1240-tuntu,blood,vei,v ei,,datasets_Blagar_Tuntuli_tsv
3204,blag1240-tuntu,heart,ku'baŋ,k u b a ŋ,,datasets_Blagar_Tuntuli_tsv
3205,blag1240-tuntu,liver,tili'la,t i l i l a,,datasets_Blagar_Tuntuli_tsv
3206,blag1240-tuntu,guts,tebetar,t e b e t a r,,datasets_Blagar_Tuntuli_tsv
3207,blag1240-tuntu,excrement,as,a s,,datasets_Blagar_Tuntuli_tsv
3208,blag1240-tuntu,lungs,pibupata,p i b u p a t a,,datasets_Blagar_Tuntuli_tsv
3209,blag1240-tuntu,stomach_belly,tutoku,t u t o k u,,datasets_Blagar_Tuntuli_tsv
3210,blag1240-tuntu,head,toŋkul,t o ŋ k u l,,datasets_Blagar_Tuntuli_tsv
3211,blag1240-tuntu,hair,toŋ wa,t o ŋ _ w a,,datasets_Blagar_Tuntuli_tsv
3212,blag1240-tuntu,body_hair,mudi,m u d i,,datasets_Blagar_Tuntuli_tsv
3213,blag1240-tuntu,eye,teŋ gohal,t e ŋ _ g o h a l,,datasets_Blagar_Tuntuli_tsv
3214,blag1240-tuntu,ear,tevekir,t e v e k i r,,datasets_Blagar_Tuntuli_tsv
3215,blag1240-tuntu,nose,timiŋ,t i m i ŋ,,datasets_Blagar_Tuntuli_tsv
3216,blag1240-tuntu,mouth,tai,t ai,,datasets_Blagar_Tuntuli_tsv
3217,blag1240-tuntu,chin,tava,t a v a,,datasets_Blagar_Tuntuli_tsv
3218,blag1240-tuntu,chin,tawa,t a w a,,datasets_Blagar_Tuntuli_tsv
3219,blag1240-tuntu,lips,tai tupa,t ai _ t u p a,,datasets_Blagar_Tuntuli_tsv
3220,blag1240-tuntu,teeth,tevesiŋ,t e v e s i ŋ,,datasets_Blagar_Tuntuli_tsv
3221,blag1240-tuntu,tongue,teʤebur,t e dʒ e b u r,,datasets_Blagar_Tuntuli_tsv
3222,blag1240-tuntu,neck,tataq,t a t a q,,datasets_Blagar_Tuntuli_tsv
3223,blag1240-tuntu,shoulder,tabagat,t a b a g a t,,datasets_Blagar_Tuntuli_tsv
3224,blag1240-tuntu,arm,tataŋ,t a t a ŋ,,datasets_Blagar_Tuntuli_tsv
3225,blag1240-tuntu,finger,tataŋ tu'ba,t a t a ŋ _ t u b a,,datasets_Blagar_Tuntuli_tsv
3226,blag1240-tuntu,fingernail,tataŋ kurusiŋ,t a t a ŋ _ k u r u s i ŋ,,datasets_Blagar_Tuntuli_tsv
3227,blag1240-tuntu,breast,pitu,p i t u,,datasets_Blagar_Tuntuli_tsv
3228,blag1240-tuntu,navel,tupusal,t u p u s a l,,datasets_Blagar_Tuntuli_tsv
3229,blag1240-tuntu,penis,oto,o t o,,datasets_Blagar_Tuntuli_tsv
3230,blag1240-tuntu,vagina,tar,t a r,,datasets_Blagar_Tuntuli_tsv
3231,blag1240-tuntu,testicles,oto goxal,o t o _ g o x a l,,datasets_Blagar_Tuntuli_tsv
3232,blag1240-tuntu,leg,nijax,n ij a x,,datasets_Blagar_Tuntuli_tsv
3233,blag1240-tuntu,heel,tiaq kuda wali,t ia q _ k u d a _ w a l i,,datasets_Blagar_Tuntuli_tsv
3234,blag1240-tuntu,knee,tiaq kuku,t ia q _ k u k u,,datasets_Blagar_Tuntuli_tsv
3235,blag1240-tuntu,back,tomota,t o m o t a,,datasets_Blagar_Tuntuli_tsv
3236,blag1240-tuntu,skin,qol,q o l,,datasets_Blagar_Tuntuli_tsv
3237,blag1240-tuntu,wound,batajra,b a t aj r a,,datasets_Blagar_Tuntuli_tsv
3238,blag1240-tuntu,ringworm,qot,q o t,,datasets_Blagar_Tuntuli_tsv
3239,blag1240-tuntu,scabies,qot,q o t,,datasets_Blagar_Tuntuli_tsv
3240,blag1240-tuntu,tinea,ba'naw,b a n a w,,datasets_Blagar_Tuntuli_tsv
3241,blag1240-tuntu,fever,biriŋ,b i r i ŋ,,datasets_Blagar_Tuntuli_tsv
3242,blag1240-tuntu,conjunctivitis,ten dira,t e n _ d i r a,Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.,datasets_Blagar_Tuntuli_tsv
3243,blag1240-tuntu,cold_influenza,qali,q a l i,,datasets_Blagar_Tuntuli_tsv
3244,blag1240-tuntu,person,uʤaxa,u dʒ a x a,,datasets_Blagar_Tuntuli_tsv
3245,blag1240-tuntu,name,genuŋ,g e n u ŋ,,datasets_Blagar_Tuntuli_tsv
3246,blag1240-tuntu,child,toxal,t o x a l,,datasets_Blagar_Tuntuli_tsv
3247,blag1240-tuntu,man,samesal,s a m e s a l,,datasets_Blagar_Tuntuli_tsv
3248,blag1240-tuntu,woman,sajaxuŋ,s aj a x u ŋ,,datasets_Blagar_Tuntuli_tsv
3249,blag1240-tuntu,husband,teniŋ,t e n i ŋ,,datasets_Blagar_Tuntuli_tsv
3250,blag1240-tuntu,wife,piparas,p i p a r a s,,datasets_Blagar_Tuntuli_tsv
3251,blag1240-tuntu,mother,piva,p i v a,,datasets_Blagar_Tuntuli_tsv
3252,blag1240-tuntu,father,pimaŋ,p i m a ŋ,,datasets_Blagar_Tuntuli_tsv
3253,blag1240-tuntu,older_sibling,pikaw,p i k a w,,datasets_Blagar_Tuntuli_tsv
3254,blag1240-tuntu,younger_sibling,pikaw weka,p i k a w _ w e k a,,datasets_Blagar_Tuntuli_tsv
3255,blag1240-tuntu,bride_price,gevili,g e v i l i,,datasets_Blagar_Tuntuli_tsv
3256,blag1240-tuntu,slave,ʤoŋos,dʒ o ŋ o s,,datasets_Blagar_Tuntuli_tsv
3257,blag1240-tuntu,left_side,ajaxor,aj a x o r,,datasets_Blagar_Tuntuli_tsv
3258,blag1240-tuntu,right_side,tene,t e n e,,datasets_Blagar_Tuntuli_tsv
3259,blag1240-tuntu,dog,ʤabar,dʒ a b a r,,datasets_Blagar_Tuntuli_tsv
3260,blag1240-tuntu,pig,beʔ,b e ʔ,,datasets_Blagar_Tuntuli_tsv
3261,blag1240-tuntu,chicken,saxaiŋ,s a x ai ŋ,,datasets_Blagar_Tuntuli_tsv
3262,blag1240-tuntu,rat,duru,d u r u,,datasets_Blagar_Tuntuli_tsv
3263,blag1240-tuntu,lizard,texe,t e x e,,datasets_Blagar_Tuntuli_tsv
3264,blag1240-tuntu,civet_cat,oro,o r o,,datasets_Blagar_Tuntuli_tsv
3265,blag1240-tuntu,deer,rusi,r u s i,,datasets_Blagar_Tuntuli_tsv
3266,blag1240-tuntu,frog,moqobar,m o q o b a r,,datasets_Blagar_Tuntuli_tsv
3267,blag1240-tuntu,bat,de'mel,d e m e l,,datasets_Blagar_Tuntuli_tsv
3268,blag1240-tuntu,tail,to'raʔ,t o r a ʔ,,datasets_Blagar_Tuntuli_tsv
3269,blag1240-tuntu,fish,a:b,aː b,,datasets_Blagar_Tuntuli_tsv
3270,blag1240-tuntu,shark,sibir,s i b i r,,datasets_Blagar_Tuntuli_tsv
3271,blag1240-tuntu,whale,qa'laru,q a l a r u,,datasets_Blagar_Tuntuli_tsv
3272,blag1240-tuntu,dolphin,kuʤah,k u dʒ a h,,datasets_Blagar_Tuntuli_tsv
3273,blag1240-tuntu,crocodile,bapa,b a p a,,datasets_Blagar_Tuntuli_tsv
3274,blag1240-tuntu,monitor_lizard,iris,i r i s,,datasets_Blagar_Tuntuli_tsv
3275,blag1240-tuntu,turtle,jerko,je r k o,,datasets_Blagar_Tuntuli_tsv
3276,blag1240-tuntu,turtle_saltwater,jerko,je r k o,,datasets_Blagar_Tuntuli_tsv
3277,blag1240-tuntu,bird,duŋ,d u ŋ,,datasets_Blagar_Tuntuli_tsv
3278,blag1240-tuntu,wing,ga'wat,g a w a t,,datasets_Blagar_Tuntuli_tsv
3279,blag1240-tuntu,feather,mudi,m u d i,,datasets_Blagar_Tuntuli_tsv
3280,blag1240-tuntu,horn,gu'muk,g u m u k,,datasets_Blagar_Tuntuli_tsv
3281,blag1240-tuntu,snake,dumiŋ,d u m i ŋ,,datasets_Blagar_Tuntuli_tsv
3282,blag1240-tuntu,scorpion,per,p e r,,datasets_Blagar_Tuntuli_tsv
3283,blag1240-tuntu,egg,go'dok,g o d o k,,datasets_Blagar_Tuntuli_tsv
3284,blag1240-tuntu,earthworm,dumiŋ qa'laliŋ,d u m i ŋ _ q a l a l i ŋ,,datasets_Blagar_Tuntuli_tsv
3285,blag1240-tuntu,butterfly,kaliliŋ,k a l i l i ŋ,,datasets_Blagar_Tuntuli_tsv
3286,blag1240-tuntu,fly,wawar,w a w a r,,datasets_Blagar_Tuntuli_tsv
3287,blag1240-tuntu,mosquito,ki'nit,k i n i t,,datasets_Blagar_Tuntuli_tsv
3288,blag1240-tuntu,ant,irikiŋ,i r i k i ŋ,,datasets_Blagar_Tuntuli_tsv
3289,blag1240-tuntu,grasshopper,qelil,q e l i l,,datasets_Blagar_Tuntuli_tsv
3290,blag1240-tuntu,spider,kaka'raŋa,k a k a r a ŋ a,,datasets_Blagar_Tuntuli_tsv
3291,blag1240-tuntu,louse_in_hair,kuaŋ,k ua ŋ,,datasets_Blagar_Tuntuli_tsv
3292,blag1240-tuntu,flea,a'tuk,a t u k,,datasets_Blagar_Tuntuli_tsv
3293,blag1240-tuntu,louse_clothing,ve,v e,,datasets_Blagar_Tuntuli_tsv
3294,blag1240-tuntu,bedbug,temek,t e m e k,,datasets_Blagar_Tuntuli_tsv
3295,blag1240-tuntu,big,ele,e l e,,datasets_Blagar_Tuntuli_tsv
3296,blag1240-tuntu,small,kiki,k i k i,,datasets_Blagar_Tuntuli_tsv
3297,blag1240-tuntu,old_worn_house,tunaŋ,t u n a ŋ,,datasets_Blagar_Tuntuli_tsv
3298,blag1240-tuntu,new,u'gugi,u g u g i,,datasets_Blagar_Tuntuli_tsv
3299,blag1240-tuntu,old_people,boma,b o m a,old man'.,datasets_Blagar_Tuntuli_tsv
3300,blag1240-tuntu,old_people,memet,m e m e t,old woman'.,datasets_Blagar_Tuntuli_tsv
3301,blag1240-tuntu,young_people,aʤaqu qeneŋ,a dʒ a q u _ q e n e ŋ,young woman'.,datasets_Blagar_Tuntuli_tsv
3302,blag1240-tuntu,young_people,quar,q ua r,young man'.,datasets_Blagar_Tuntuli_tsv
3303,blag1240-tuntu,lazy,mut ʤasi,m u t _ dʒ a s i,,datasets_Blagar_Tuntuli_tsv
3304,blag1240-tuntu,hot,vara,v a r a,,datasets_Blagar_Tuntuli_tsv
3305,blag1240-tuntu,hot,wara,w a r a,,datasets_Blagar_Tuntuli_tsv
3306,blag1240-tuntu,cold,qaivi,q ai v i,,datasets_Blagar_Tuntuli_tsv
3307,blag1240-tuntu,cold,qajwi,q aj w i,,datasets_Blagar_Tuntuli_tsv
3308,blag1240-tuntu,good,axuŋ,a x u ŋ,,datasets_Blagar_Tuntuli_tsv
3309,blag1240-tuntu,bad,ʤasi,dʒ a s i,,datasets_Blagar_Tuntuli_tsv
3310,blag1240-tuntu,full,i'wiŋ,w i ŋ,,datasets_Blagar_Tuntuli_tsv
3311,blag1240-tuntu,empty,kosiŋ,k o s i ŋ,,datasets_Blagar_Tuntuli_tsv
3312,blag1240-tuntu,wet,qolo,q o l o,,datasets_Blagar_Tuntuli_tsv
3313,blag1240-tuntu,dry,ta'qata,t a q a t a,,datasets_Blagar_Tuntuli_tsv
3314,blag1240-tuntu,dry_in_sun,poriŋ,p o r i ŋ,,datasets_Blagar_Tuntuli_tsv
3315,blag1240-tuntu,short,tukaŋ,t u k a ŋ,(for people),datasets_Blagar_Tuntuli_tsv
3316,blag1240-tuntu,thin,teki,t e k i,,datasets_Blagar_Tuntuli_tsv
3317,blag1240-tuntu,thick,pusi,p u s i,,datasets_Blagar_Tuntuli_tsv
3318,blag1240-tuntu,dark,qana,q a n a,,datasets_Blagar_Tuntuli_tsv
3319,blag1240-tuntu,light_not_dark,lira,l i r a,,datasets_Blagar_Tuntuli_tsv
3320,blag1240-tuntu,dirty,pari,p a r i,,datasets_Blagar_Tuntuli_tsv
3321,blag1240-tuntu,clean,mosolaŋ,m o s o l a ŋ,,datasets_Blagar_Tuntuli_tsv
3322,blag1240-tuntu,sharp,magaŋ,m a g a ŋ,,datasets_Blagar_Tuntuli_tsv
3323,blag1240-tuntu,blunt,kumal,k u m a l,,datasets_Blagar_Tuntuli_tsv
3324,blag1240-tuntu,heavy,ta'madi,t a m a d i,,datasets_Blagar_Tuntuli_tsv
3325,blag1240-tuntu,light_weight,vila,v i l a,,datasets_Blagar_Tuntuli_tsv
3326,blag1240-tuntu,straight,mo'lus,m o l u s,,datasets_Blagar_Tuntuli_tsv
3327,blag1240-tuntu,wide,ele,e l e,,datasets_Blagar_Tuntuli_tsv
3328,blag1240-tuntu,correct,molo,m o l o,,datasets_Blagar_Tuntuli_tsv
3329,blag1240-tuntu,wrong,gasali,g a s a l i,,datasets_Blagar_Tuntuli_tsv
3330,blag1240-tuntu,ripe,tena,t e n a,,datasets_Blagar_Tuntuli_tsv
3331,blag1240-tuntu,rotten,minisa,m i n i s a,,datasets_Blagar_Tuntuli_tsv
3332,blag1240-tuntu,bitter,maxa,m a x a,,datasets_Blagar_Tuntuli_tsv
3333,blag1240-tuntu,sweet,maraq,m a r a q,,datasets_Blagar_Tuntuli_tsv
3334,blag1240-tuntu,sour,kilikil,k i l i k i l,,datasets_Blagar_Tuntuli_tsv
3335,blag1240-tuntu,salty,maxa,m a x a,,datasets_Blagar_Tuntuli_tsv
3336,blag1240-tuntu,flat,bira,b i r a,,datasets_Blagar_Tuntuli_tsv
3337,blag1240-tuntu,smooth,dula,d u l a,‘slippery’,datasets_Blagar_Tuntuli_tsv
3338,blag1240-tuntu,rough,ka'rataŋ,k a r a t a ŋ,,datasets_Blagar_Tuntuli_tsv
3339,blag1240-tuntu,black,qana,q a n a,,datasets_Blagar_Tuntuli_tsv
3340,blag1240-tuntu,white,mexa,m e x a,,datasets_Blagar_Tuntuli_tsv
3341,blag1240-tuntu,red,i,i,,datasets_Blagar_Tuntuli_tsv
3342,blag1240-tuntu,green,quaqua,q ua q ua,,datasets_Blagar_Tuntuli_tsv
3343,blag1240-tuntu,blue,quaqua,q ua q ua,,datasets_Blagar_Tuntuli_tsv
3344,blag1240-tuntu,yellow,bogori,b o g o r i,,datasets_Blagar_Tuntuli_tsv
3345,blag1240-tuntu,sick_painful,dira,d i r a,,datasets_Blagar_Tuntuli_tsv
3346,blag1240-tuntu,shy_ashamed,nawa qareʤuŋ,n a w a _ q a r e dʒ u ŋ,,datasets_Blagar_Tuntuli_tsv
3347,blag1240-tuntu,thirsty,tamaŋ taxata,t a m a ŋ _ t a x a t a,,datasets_Blagar_Tuntuli_tsv
3348,blag1240-tuntu,hungry,toboŋal,t o b o ŋ a l,,datasets_Blagar_Tuntuli_tsv
3349,blag1240-tuntu,blind,ten ʤasi,t e n _ dʒ a s i,"(lit., ‘bad eyes’)",datasets_Blagar_Tuntuli_tsv
3350,blag1240-tuntu,deaf,qolus,q o l u s,,datasets_Blagar_Tuntuli_tsv
3351,blag1240-tuntu,scared,e'rexa,e r e x a,,datasets_Blagar_Tuntuli_tsv
3352,blag1240-tuntu,angry,gemaraŋ,g e m a r a ŋ,,datasets_Blagar_Tuntuli_tsv
3353,blag1240-tuntu,to_see,lala,l a l a,,datasets_Blagar_Tuntuli_tsv
3354,blag1240-tuntu,to_hear,vaxara,v a x a r a,,datasets_Blagar_Tuntuli_tsv
3355,blag1240-tuntu,to_smell,gimiku,g i m i k u,"minísa ‘smell’, gimiku ‘kiss’",datasets_Blagar_Tuntuli_tsv
3356,blag1240-tuntu,to_smell,mi'nisa,m i n i s a,"minísa ‘smell’, gimiku ‘kiss’",datasets_Blagar_Tuntuli_tsv
3357,blag1240-tuntu,to_think,veŋpikir,v e ŋ p i k i r,,datasets_Blagar_Tuntuli_tsv
3358,blag1240-tuntu,to_know,gadaŋ,g a d a ŋ,,datasets_Blagar_Tuntuli_tsv
3359,blag1240-tuntu,to_say,tutuk,t u t u k,,datasets_Blagar_Tuntuli_tsv
3360,blag1240-tuntu,to_speak,tutuk,t u t u k,,datasets_Blagar_Tuntuli_tsv
3361,blag1240-tuntu,language,sur,s u r,,datasets_Blagar_Tuntuli_tsv
3362,blag1240-tuntu,to_lie_down,tijaʔ,t ij a ʔ,,datasets_Blagar_Tuntuli_tsv
3363,blag1240-tuntu,to_sleep,tijaʔ,t ij a ʔ,,datasets_Blagar_Tuntuli_tsv
3364,blag1240-tuntu,to_wake_up,tasi,t a s i,,datasets_Blagar_Tuntuli_tsv
3365,blag1240-tuntu,to_wake_someone_up,gomosir tasi,g o m o s i r _ t a s i,,datasets_Blagar_Tuntuli_tsv
3366,blag1240-tuntu,to_bathe,vela,v e l a,,datasets_Blagar_Tuntuli_tsv
3367,blag1240-tuntu,to_bathe_a_child,waxal gevela,w a x a l _ g e v e l a,,datasets_Blagar_Tuntuli_tsv
3368,blag1240-tuntu,to_sit,misi,m i s i,,datasets_Blagar_Tuntuli_tsv
3369,blag1240-tuntu,to_stand,tasi,t a s i,,datasets_Blagar_Tuntuli_tsv
3370,blag1240-tuntu,to_walk,namar,n a m a r,(becomes lamar in some phonological contexts),datasets_Blagar_Tuntuli_tsv
3371,blag1240-tuntu,to_run,bisi,b i s i,,datasets_Blagar_Tuntuli_tsv
3372,blag1240-tuntu,to_swim,tara,t a r a,,datasets_Blagar_Tuntuli_tsv
3373,blag1240-tuntu,to_fly,i'liri,i l i r i,,datasets_Blagar_Tuntuli_tsv
3374,blag1240-tuntu,to_fall_from_above,ba sera,b a _ s e r a,,datasets_Blagar_Tuntuli_tsv
3375,blag1240-tuntu,to_fall_over,koli,k o l i,e.g. pohon yang dipotong.,datasets_Blagar_Tuntuli_tsv
3376,blag1240-tuntu,to_drop,geveviŋ,g e v e v i ŋ,,datasets_Blagar_Tuntuli_tsv
3377,blag1240-tuntu,to_drink,na,n a,,datasets_Blagar_Tuntuli_tsv
3378,blag1240-tuntu,to_eat,na,n a,,datasets_Blagar_Tuntuli_tsv
3379,blag1240-tuntu,to_cook,du'a,d u a,,datasets_Blagar_Tuntuli_tsv
3380,blag1240-tuntu,to_wash,(veŋ) wai,w ai,,datasets_Blagar_Tuntuli_tsv
3381,blag1240-tuntu,to_wash,(veŋ) wai,v e ŋ _ w ai,,datasets_Blagar_Tuntuli_tsv
3382,blag1240-tuntu,to_sew,to'rosi,t o r o s i,,datasets_Blagar_Tuntuli_tsv
3383,blag1240-tuntu,alive,veta,v e t a,,datasets_Blagar_Tuntuli_tsv
3384,blag1240-tuntu,to_breathe,tekiŋ sa'rak,t e k i ŋ _ s a r a k,,datasets_Blagar_Tuntuli_tsv
3385,blag1240-tuntu,to_die,mina,m i n a,,datasets_Blagar_Tuntuli_tsv
3386,blag1240-tuntu,to_give,migena,m i g e n a,,datasets_Blagar_Tuntuli_tsv
3387,blag1240-tuntu,to_wipe,api,a p i,,datasets_Blagar_Tuntuli_tsv
3388,blag1240-tuntu,to_come,ma,m a,,datasets_Blagar_Tuntuli_tsv
3389,blag1240-tuntu,to_laugh,i'gara,i g a r a,,datasets_Blagar_Tuntuli_tsv
3390,blag1240-tuntu,to_cry,bagu,b a g u,,datasets_Blagar_Tuntuli_tsv
3391,blag1240-tuntu,to_dance,dari,d a r i,"dari ‘lego-lego’, sokil ‘jumping lego-lego’",datasets_Blagar_Tuntuli_tsv
3392,blag1240-tuntu,to_dance,sokil,s o k i l,"dari ‘lego-lego’, sokil ‘jumping lego-lego’",datasets_Blagar_Tuntuli_tsv
3393,blag1240-tuntu,to_sing,dar geniŋ,d a r _ g e n i ŋ,,datasets_Blagar_Tuntuli_tsv
3394,blag1240-tuntu,to_burn_clear_land,il gede,i l _ g e d e,,datasets_Blagar_Tuntuli_tsv
3395,blag1240-tuntu,to_shine,gede,g e d e,,datasets_Blagar_Tuntuli_tsv
3396,blag1240-tuntu,to_shine,bolol,b o l o l,,datasets_Blagar_Tuntuli_tsv
3397,blag1240-tuntu,to_chew,vamul,v a m u l,,datasets_Blagar_Tuntuli_tsv
3398,blag1240-tuntu,to_yawn,banaxa,b a n a x a,,datasets_Blagar_Tuntuli_tsv
3399,blag1240-tuntu,to_suck,kudumis,k u d u m i s,,datasets_Blagar_Tuntuli_tsv
3400,blag1240-tuntu,to_blow,vempuj,v e m p uj,,datasets_Blagar_Tuntuli_tsv
3401,blag1240-tuntu,to_spit,puruŋ,p u r u ŋ,,datasets_Blagar_Tuntuli_tsv
3402,blag1240-tuntu,to_vomit,jigeda,j i g e d a,,datasets_Blagar_Tuntuli_tsv
3403,blag1240-tuntu,to_rub,osoŋ,o s o ŋ,,datasets_Blagar_Tuntuli_tsv
3404,blag1240-tuntu,to_scratch,tu'a,t u a,,datasets_Blagar_Tuntuli_tsv
3405,blag1240-tuntu,itchy,qa'ha,q a h a,,datasets_Blagar_Tuntuli_tsv
3406,blag1240-tuntu,to_swell,ipi wara,i p i _ w a r a,,datasets_Blagar_Tuntuli_tsv
3407,blag1240-tuntu,to_hit,kupi,k u p i,,datasets_Blagar_Tuntuli_tsv
3408,blag1240-tuntu,to_bite,qadaŋ,q a d a ŋ,,datasets_Blagar_Tuntuli_tsv
3409,blag1240-tuntu,to_cut,boki,b o k i,,datasets_Blagar_Tuntuli_tsv
3410,blag1240-tuntu,to_cut_down,boki,b o k i,,datasets_Blagar_Tuntuli_tsv
3411,blag1240-tuntu,to_split,gaxasi,g a x a s i,,datasets_Blagar_Tuntuli_tsv
3412,blag1240-tuntu,to_divide,pagul,p a g u l,,datasets_Blagar_Tuntuli_tsv
3413,blag1240-tuntu,to_stab,taxiŋ,t a x i ŋ,,datasets_Blagar_Tuntuli_tsv
3414,blag1240-tuntu,to_fight,ka'baluŋ,k a b a l u ŋ,,datasets_Blagar_Tuntuli_tsv
3415,blag1240-tuntu,to_guard,vembukaŋ,v e m b u k a ŋ,,datasets_Blagar_Tuntuli_tsv
3416,blag1240-tuntu,to_throw,goda,g o d a,,datasets_Blagar_Tuntuli_tsv
3417,blag1240-tuntu,to_hunt,ilarapeŋ,i l a r a p e ŋ,,datasets_Blagar_Tuntuli_tsv
3418,blag1240-tuntu,to_kill,gemeja,g e m ej a,,datasets_Blagar_Tuntuli_tsv
3419,blag1240-tuntu,to_chase_away_to_run_after,ge'teri,g e t e r i,,datasets_Blagar_Tuntuli_tsv
3420,blag1240-tuntu,to_search_for_to_hunt_for,a'rapiŋ,a r a p i ŋ,,datasets_Blagar_Tuntuli_tsv
3421,blag1240-tuntu,to_dig,ana,a n a,,datasets_Blagar_Tuntuli_tsv
3422,blag1240-tuntu,to_bury,to'roku,t o r o k u,,datasets_Blagar_Tuntuli_tsv
3423,blag1240-tuntu,to_flow,totu,t o t u,,datasets_Blagar_Tuntuli_tsv
3424,blag1240-tuntu,to_float,tediŋ,t e d i ŋ,,datasets_Blagar_Tuntuli_tsv
3425,blag1240-tuntu,to_hold,pina,p i n a,,datasets_Blagar_Tuntuli_tsv
3426,blag1240-tuntu,to_tie,ga'lakiŋ,g a l a k i ŋ,galákiŋ ‘tie something up’,datasets_Blagar_Tuntuli_tsv
3427,blag1240-tuntu,to_tie,ka'lalar,k a l a l a r,galákiŋ ‘tie something up’,datasets_Blagar_Tuntuli_tsv
3428,blag1240-tuntu,to_play,mu'lal,m u l a l,,datasets_Blagar_Tuntuli_tsv
3429,blag1240-tuntu,to_pull,tedoh,t e d o h,,datasets_Blagar_Tuntuli_tsv
3430,blag1240-tuntu,to_push,go'tobaŋ,g o t o b a ŋ,,datasets_Blagar_Tuntuli_tsv
3431,blag1240-tuntu,to_turn,go'goleŋ,g o g o l e ŋ,iga giligili ‘twisty’,datasets_Blagar_Tuntuli_tsv
3432,blag1240-tuntu,to_turn,iga giligili,i g a _ g i l i g i l i,iga giligili ‘twisty’,datasets_Blagar_Tuntuli_tsv
3433,blag1240-tuntu,to_dream,ipar,i p a r,,datasets_Blagar_Tuntuli_tsv
3434,blag1240-tuntu,to_crouch,to'kuh,t o k u h,,datasets_Blagar_Tuntuli_tsv
3435,blag1240-tuntu,to_choose,agi,a g i,,datasets_Blagar_Tuntuli_tsv
3436,blag1240-tuntu,to_grow,wilaŋ,w i l a ŋ,,datasets_Blagar_Tuntuli_tsv
3437,blag1240-tuntu,to_squeeze,qumi,q u m i,,datasets_Blagar_Tuntuli_tsv
3438,blag1240-tuntu,to_buy,weli,w e l i,,datasets_Blagar_Tuntuli_tsv
3439,blag1240-tuntu,to_sell,awali,a w a l i,,datasets_Blagar_Tuntuli_tsv
3440,blag1240-tuntu,to_steal,taqawi,t a q a w i,,datasets_Blagar_Tuntuli_tsv
3441,blag1240-tuntu,to_open,gebeleleŋ,g e b e l e l e ŋ,,datasets_Blagar_Tuntuli_tsv
3442,blag1240-tuntu,to_close,venteriŋ,v e n t e r i ŋ,,datasets_Blagar_Tuntuli_tsv
3443,blag1240-tuntu,to_climb,gu'aʔ,g u a ʔ,,datasets_Blagar_Tuntuli_tsv
3444,blag1240-tuntu,to_hide,gamaŋ,g a m a ŋ,,datasets_Blagar_Tuntuli_tsv
3445,blag1240-tuntu,to_wait,tadiŋ,t a d i ŋ,,datasets_Blagar_Tuntuli_tsv
3446,blag1240-tuntu,to_fold,pə'liku,p ə l i k u,NOT: lipat tikar,datasets_Blagar_Tuntuli_tsv
3447,blag1240-tuntu,to_help,gamoliŋ,g a m o l i ŋ,,datasets_Blagar_Tuntuli_tsv
3448,blag1240-tuntu,to_bark,ogaŋ,o g a ŋ,,datasets_Blagar_Tuntuli_tsv
3449,blag1240-tuntu,to_shoot,gali,g a l i,,datasets_Blagar_Tuntuli_tsv
3450,blag1240-tuntu,to_shoot_with_slingshot,gali,g a l i,,datasets_Blagar_Tuntuli_tsv
3451,blag1240-tuntu,to_pound,tudumuk,t u d u m u k,,datasets_Blagar_Tuntuli_tsv
3452,blag1240-tuntu,to_hit_drum,goda,g o d a,,datasets_Blagar_Tuntuli_tsv
3453,blag1240-tuntu,to_call_out,wanqaru,w a n q a r u,,datasets_Blagar_Tuntuli_tsv
3454,blag1240-tuntu,to_tell_untruth,akal,a k a l,,datasets_Blagar_Tuntuli_tsv
3455,blag1240-tuntu,to_ask_question,ta'kaniŋ,t a k a n i ŋ,,datasets_Blagar_Tuntuli_tsv
3456,blag1240-tuntu,to_count,ta'kanaŋ,t a k a n a ŋ,,datasets_Blagar_Tuntuli_tsv
