ID,Lect,no.,current Form symbol,new Form symbol,Local_Orthography symbol,note,todo,100%,4171,IN,OUT,LEN
756,buna1278-malia,12,d,,ibid.,,,,,d,d,1
759,buna1278-malia,4,ə,,a,,,,,a,ə,1
749,buna1278-malia,4,+,,n./a.,,,,,n./a.,+,1
754,buna1278-malia,2,c,t͡ʃ,c,,,,,c,c,1
773,buna1278-malia,2,ŋ,,ibid.,,,,,ng,ŋ,1
778,buna1278-malia,2,ʁ,,r,,,,,r,ʁ,1
787,buna1278-malia,2,ʒ,,z,,,,,z,ʒ,1
766,buna1278-malia,1,ɪ,,i,,,,,i,ɪ,1
768,buna1278-malia,1,j,,ibid.,,,,,y,j,1
784,buna1278-malia,1,v,,w,,,,,w,v,1
785,buna1278-malia,1,w,,w,,,,,w,w,1
786,buna1278-malia,1,z,,z,,,,,z,z,1
824,buna1278-suai,44,tʃ,,ibid.,,,,,c,tʃ,2
795,buna1278-suai,10,aː,,a,,,,,a,aː,2
810,buna1278-suai,9,iː,,i,,,,,i,iː,2
826,buna1278-suai,6,uː,,u,,,,,u,uː,2
798,buna1278-suai,4,ɔː,,o,,,,,o,ɔː,2
800,buna1278-suai,2,dʒ,,ibid.,,,,,j,dʒ,2
804,buna1278-suai,1,ɛː,,e,,,,,e,ɛː,2
809,buna1278-suai,1,iˑ,,i,,,,,i,iˑ,2
794,buna1278-suai,1,aˑ,,ibid.,,,,,n./a.,aˑ,2
813,buna1278-suai,1,k̚,,k,,,,,k,k̚,2
815,buna1278-suai,1,lˑ,,l,,,,,l,lˑ,2
792,buna1278-suai,349,a,,ibid.,,,,,a,a,1
808,buna1278-suai,332,i,,i,,,,,i,i,1
814,buna1278-suai,310,l,,ibid.,,,,,l,l,1
806,buna1278-suai,256,g,,ibid.,,,,,g,g,1
817,buna1278-suai,222,n,,ibid.,,,,,n,n,1
803,buna1278-suai,219,ɛ,,e,,,,,e,ɛ,1
825,buna1278-suai,214,u,,u,,,,,u,u,1
797,buna1278-suai,206,ɔ,,ibid.,,,,,n./a.,ɔ,1
790,buna1278-suai,204,_,, ,space,,,, ,_,1
823,buna1278-suai,191,t,,ibid.,,,,,t,t,1
807,buna1278-suai,176,h,,ibid.,,,,,h,h,1
819,buna1278-suai,172,o,,o,,,,,o,o,1
822,buna1278-suai,161,s,,ibid.,,,,,s,s,1
801,buna1278-suai,111,e,,e,,,,,e,e,1
829,buna1278-suai,108,ʔ,,ibid.,,,,,’,ʔ,1
816,buna1278-suai,101,m,,ibid.,,,,,m,m,1
812,buna1278-suai,96,k,,ibid.,,,,,k,k,1
796,buna1278-suai,82,b,,ibid.,,,,,b,b,1
820,buna1278-suai,73,p,,ibid.,,,,,p,p,1
821,buna1278-suai,73,r,,ibid.,,,,,r,r,1
828,buna1278-suai,32,z,,z,,,,,z,z,1
799,buna1278-suai,29,d,,ibid.,,,,,d,d,1
805,buna1278-suai,7,f,,ibid.,,,,,f,f,1
827,buna1278-suai,6,w,,w,,,,,w,w,1
791,buna1278-suai,5,+,,n./a.,,,,,n./a.,+,1
793,buna1278-suai,3,ɑ,,ibid.,,,,,n./a.,ɑ,1
811,buna1278-suai,2,j,,ibid.,,,,,y,j,1
802,buna1278-suai,1,ə,,a,,,,,a,ə,1
818,buna1278-suai,1,ŋ,,ibid.,,,,,ng,ŋ,1
834,dein1238,29,aː,,aa,,,,,aa,aː,2
873,dein1238,14,uː,,uu,,,,,uu,uː,2
849,dein1238,7,iː,,ii,,,,,ii,iː,2
858,dein1238,6,nː,,nn,,,,,nn,nː,2
846,dein1238,4,gː,,gg,,,,,gg,gː,2
838,dein1238,3,dː,,dd,,,,,dd,dː,2
841,dein1238,3,eː,,ee,,,,,ee,eː,2
852,dein1238,3,kː,,kk,,,,,kk,kː,2
867,dein1238,3,rː,,rr,,,,,rr,rː,2
869,dein1238,3,sː,,ss,,,,,ss,sː,2
836,dein1238,2,bː,,ibid.,,,,,n./a.,bː,2
854,dein1238,2,lː,,ll,,,,,ll,lː,2
865,dein1238,2,qː,,qq,,,,,qq,qː,2
871,dein1238,2,tː,,tt,,,,,tt,tː,2
843,dein1238,1,ɛː,,ee,,,,,ee,ɛː,2
856,dein1238,1,mː,,mm,,,,,mm,mː,2
861,dein1238,1,oː,,oo,,,,,oo,oː,2
863,dein1238,1,pː,,pp,,,,,pp,pː,2
833,dein1238,384,a,,ibid.,,,,,a,a,1
848,dein1238,162,i,,i,,,,,i,i,1
872,dein1238,132,u,,u,,,,,u,u,1
866,dein1238,129,r,,ibid.,,,,,r,r,1
870,dein1238,107,t,,ibid.,,,,,t,t,1
857,dein1238,84,n,,ibid.,,,,,n,n,1
831,dein1238,76,_,, ,space,,,, ,_,1
868,dein1238,75,s,,ibid.,,,,,s,s,1
864,dein1238,73,q,,q,,,,,q,q,1
839,dein1238,69,e,,e,,,,,e,e,1
855,dein1238,68,m,,ibid.,,,,,m,m,1
874,dein1238,63,w,,ibid.,,,,,w,w,1
853,dein1238,61,l,,ibid.,,,,,l,l,1
859,dein1238,61,ŋ,,ibid.,,,,,ng,ŋ,1
835,dein1238,55,b,,ibid.,,,,,b,b,1
876,dein1238,55,ʔ,,ibid.,,,,,’,ʔ,1
845,dein1238,50,g,,ibid.,,,,,g,g,1
851,dein1238,45,k,,ibid.,,,,,k,k,1
875,dein1238,43,x,,x,,,,,x,x,1
862,dein1238,33,p,,ibid.,,,,,p,p,1
850,dein1238,32,j,,ibid.,,,,,y,j,1
860,dein1238,29,o,,o,,,,,o,o,1
837,dein1238,27,d,,ibid.,,,,,d,d,1
847,dein1238,20,h,,ibid.,,,,,h,h,1
844,dein1238,6,f,,ibid.,,,,,f,f,1
832,dein1238,6,+,,n./a.,,,,,n./a.,+,1
842,dein1238,2,ɛ,,e,,,,,e,ɛ,1
840,dein1238,1,ə,,e,,,,,e,ə,1
900,dela1252,16,oː,,oo,,,,,oo,oː,2
881,dela1252,14,aː,,aa,,,,,aa,aː,2
888,dela1252,12,eː,,ee,,,,,ee,eː,2
909,dela1252,6,uː,,uu,,,,,uu,uː,2
893,dela1252,5,iː,,ii,,,,,ii,iː,2
886,dela1252,2,dʒ,,ibid.,,,,,j,dʒ,2
905,dela1252,,mb,m͡b,mb,,,,,mb,mb,2
906,dela1252,,nd,n͡d,nd,,,,,nd,nd,2
907,dela1252,,ŋg,ŋ͡g,ngg,,,,,ngg,ŋg,2
880,dela1252,426,a,,ibid.,,,,,a,a,1
910,dela1252,211,ʔ,,ibid.,,,,,’,ʔ,1
908,dela1252,183,u,,u,,,,,u,u,1
897,dela1252,182,n,,ibid.,,,,,n,n,1
887,dela1252,175,e,,e,,,,,e,e,1
892,dela1252,138,i,,i,,,,,i,i,1
899,dela1252,134,o,,o,,,,,o,o,1
896,dela1252,122,m,,ibid.,,,,,m,m,1
903,dela1252,111,s,,ibid.,,,,,s,s,1
895,dela1252,101,l,,ibid.,,,,,l,l,1
904,dela1252,94,t,,ibid.,,,,,t,t,1
902,dela1252,71,r,,ibid.,,,,,r,r,1
889,dela1252,52,f,,ibid.,,,,,f,f,1
883,dela1252,44,ɓ,,b,,,,,b,ɓ,1
885,dela1252,42,ɗ,,d,,,,,d,ɗ,1
894,dela1252,42,k,,ibid.,,,,,k,k,1
891,dela1252,33,h,,ibid.,,,,,h,h,1
898,dela1252,31,ŋ,,ibid.,,,,,ng,ŋ,1
882,dela1252,30,b,,ibid.,,,,,b,b,1
890,dela1252,30,g,,ibid.,,,,,g,g,1
884,dela1252,29,d,,ibid.,,,,,d,d,1
879,dela1252,19,+,,n./a.,,,,,n./a.,+,1
878,dela1252,16,_,, ,space,,,, ,_,1
901,dela1252,15,p,,ibid.,,,,,p,p,1
922,dhao1237,79,ɖʐ,,dh,,,,,dh,ɖʐ,2
944,dhao1237,22,tʃ,,ibid.,,,,,c,tʃ,2
918,dhao1237,18,bβ,,bh,,,,,bh,bβ,2
948,dhao1237,12,ʕa,,aa,,,,,aa,ʕa,2
915,dhao1237,11,aː,,aa,,,,,aa,aː,2
921,dhao1237,8,dʒ,,ibid.,,,,,j,dʒ,2
930,dhao1237,5,iː,,ii,,,,,ii,iː,2
946,dhao1237,5,uː,,uu,,,,,uu,uː,2
925,dhao1237,4,eː,,ee,,,,,ee,eː,2
939,dhao1237,4,oː,,oo,,,,,oo,oː,2
949,dhao1237,,ʕe,,ee,,,,,ee,ʕe,2
953,dhao1237,,ʕə,,èè,,,,,èè,ʕə,2
950,dhao1237,,ʕi,,ii,,,,,ii,ʕi,2
951,dhao1237,,ʕo,,oo,,,,,oo,ʕo,2
952,dhao1237,,ʕu,,uu,,,,,uu,ʕu,2
914,dhao1237,584,a,,ibid.,,,,,a,a,1
945,dhao1237,198,u,,u,,,,,u,u,1
929,dhao1237,194,i,,i,,,,,i,i,1
924,dhao1237,158,ə,,è,,,,,è,ə,1
923,dhao1237,156,e,,e,,,,,e,e,1
932,dhao1237,127,k,,ibid.,,,,,k,k,1
947,dhao1237,124,ʔ,,ibid.,,,,,’,ʔ,1
934,dhao1237,116,m,,ibid.,,,,,m,m,1
941,dhao1237,116,r,,ibid.,,,,,r,r,1
938,dhao1237,111,o,,o,,,,,o,o,1
933,dhao1237,101,l,,ibid.,,,,,l,l,1
935,dhao1237,79,n,,ibid.,,,,,n,n,1
940,dhao1237,79,p,,ibid.,,,,,p,p,1
928,dhao1237,73,h,,ibid.,,,,,h,h,1
942,dhao1237,72,s,,ibid.,,,,,s,s,1
912,dhao1237,58,_,, ,space,,,, ,_,1
916,dhao1237,52,b,,ibid.,,,,,b,b,1
943,dhao1237,51,t,,ibid.,,,,,t,t,1
937,dhao1237,50,ŋ,,ibid.,,,,,ng,ŋ,1
931,dhao1237,37,ʄ,,j',,,,,j',ʄ,1
919,dhao1237,30,d,,ibid.,,,,,d,d,1
913,dhao1237,28,+,,n./a.,,,,,n./a.,+,1
926,dhao1237,24,g,,ibid.,,,,,g,g,1
920,dhao1237,16,ɗ,,d',,,,,d',ɗ,1
917,dhao1237,6,ɓ,,b',,,,,b',ɓ,1
936,dhao1237,5,ɲ,,ny,,,,,ny,ɲ,1
927,dhao1237,4,ɠ,,gh,,,,,gh,ɠ,1
968,ende1246,25,dʒ,,ibid.,,,,,j,dʒ,2
980,ende1246,,mb,m͡b,mb,,,,,mb,mb,2
981,ende1246,,nd,n͡d,nd,,,,,nd,nd,2
982,ende1246,,ŋg,ŋ͡g,ngg,,,,,ngg,ŋg,2
955,ende1246,373,a,,ibid.,,,,,a,a,1
983,ende1246,212,u,,u,,,,,u,u,1
967,ende1246,172,i,,i,,,,,i,i,1
971,ende1246,170,m,,ibid.,,,,,m,m,1
974,ende1246,156,o,,o,,,,,o,o,1
962,ende1246,153,e,,é,,,,,é,e,1
985,ende1246,153,ʔ,,ibid.,,,,,’,ʔ,1
961,ende1246,145,ə,,e,,,,,e,ə,1
977,ende1246,126,ɹ,,rh,,,,,rh,ɹ,1
976,ende1246,125,r,,ibid.,,,,,r,r,1
979,ende1246,122,t,,ibid.,,,,,t,t,1
969,ende1246,120,k,,ibid.,,,,,k,k,1
957,ende1246,114,b,,ibid.,,,,,b,b,1
956,ende1246,104,_,, ,space,,,, ,_,1
972,ende1246,101,n,,ibid.,,,,,n,n,1
978,ende1246,98,s,,ibid.,,,,,s,s,1
984,ende1246,75,w,,ibid.,,,,,w,w,1
975,ende1246,74,p,,ibid.,,,,,p,p,1
959,ende1246,62,d,,ibid.,,,,,d,d,1
973,ende1246,62,ŋ,,ibid.,,,,,ng,ŋ,1
958,ende1246,36,ɓ,,bh,,,,,bh,ɓ,1
964,ende1246,35,g,,ibid.,,,,,g,g,1
966,ende1246,5,h,,ibid.,,,,,h,h,1
965,ende1246,4,ɣ,,gh,,,,,gh,ɣ,1
970,ende1246,3,l,,ibid.,,,,,l,l,1
960,ende1246,1,ɗ,,dh,,,,,dh,ɗ,1
963,ende1246,1,f,,ibid.,,,,,f,f,1
1008,eray1237,18,tʃ,,ibid.,,,,,c,tʃ,2
992,eray1237,17,eː,,ee,,,,,ee,eː,2
990,eray1237,14,dʒ,,ibid.,,,,,j,dʒ,2
1003,eray1237,13,oː,,oo,,,,,oo,oː,2
989,eray1237,12,aː,,aa,,,,,aa,aː,2
996,eray1237,7,iː,,ii,,,,,ii,iː,2
1010,eray1237,7,uː,,uu,,,,,uu,uː,2
988,eray1237,434,a,,ibid.,,,,,a,a,1
1000,eray1237,216,n,,ibid.,,,,,n,n,1
1009,eray1237,212,u,,u,,,,,u,u,1
995,eray1237,195,i,,i,,,,,i,i,1
1005,eray1237,146,r,,ibid.,,,,,r,r,1
994,eray1237,143,h,,ibid.,,,,,h,h,1
991,eray1237,141,e,,e,,,,,e,e,1
998,eray1237,129,l,,ibid.,,,,,l,l,1
997,eray1237,115,k,,ibid.,,,,,k,k,1
1002,eray1237,96,o,,o,,,,,o,o,1
1007,eray1237,92,t,,ibid.,,,,,t,t,1
999,eray1237,88,m,,ibid.,,,,,m,m,1
987,eray1237,81,_,, ,space,,,, ,_,1
1006,eray1237,80,s,,ibid.,,,,,s,s,1
1004,eray1237,59,p,,ibid.,,,,,p,p,1
993,eray1237,31,g,,ibid.,,,,,g,g,1
1001,eray1237,21,ŋ,,ibid.,,,,,ng,ŋ,1
1012,eray1237,6,ʔ,,ibid.,,,,,’,ʔ,1
1011,eray1237,6,w,,w,,,,,w,w,1
1017,fata1247,10,aː,,aa,,,,,aa,aː,2
1042,fata1247,9,tɕ,t͡ɕ,c,,,,,c,tɕ,2
1025,fata1247,9,ɛː,,ee,,,,,ee,ɛː,2
1023,fata1247,2,eː,,ee,,,,,ee,eː,2
1030,fata1247,2,iː,,ii,,,,,ii,iː,2
1044,fata1247,2,uː,,uu,,,,,uu,uː,2
1016,fata1247,707,a,,ibid.,,,,,a,a,1
1024,fata1247,354,ɛ,,e,,,,,e,ɛ,1
1029,fata1247,333,i,,i,,,,,i,i,1
1043,fata1247,287,u,,u,,,,,u,u,1
1036,fata1247,217,n,,ibid.,,,,,n,n,1
1041,fata1247,194,t,,ibid.,,,,,t,t,1
1039,fata1247,185,r,,ibid.,,,,,r,r,1
1034,fata1247,182,l,,ibid.,,,,,l,l,1
1033,fata1247,161,k,,ibid.,,,,,k,k,1
1014,fata1247,141,_,, ,space,,,, ,_,1
1020,fata1247,126,ɔ,,ibid.,,,,,n./a.,ɔ,1
1038,fata1247,115,p,,ibid.,,,,,p,p,1
1035,fata1247,110,m,,ibid.,,,,,m,m,1
1028,fata1247,90,h,,ibid.,,,,,h,h,1
1048,fata1247,90,ʔ,,ibid.,,,,,’,ʔ,1
1019,fata1247,87,c,t͡s,c,,,,,c,c,1
1040,fata1247,73,s,,ibid.,,,,,s,s,1
1046,fata1247,58,w,,v,,,,,v,w,1
1026,fata1247,57,f,,ibid.,,,,,f,f,1
1015,fata1247,20,+,,n./a.,,,,,n./a.,+,1
1022,fata1247,19,e,,e,,,,,e,e,1
1031,fata1247,11,j,,ibid.,,,,,y,j,1
1032,fata1247,11,ɟ,d͡ʒ,j,,,,,j,ɟ,1
1021,fata1247,7,d,,ibid.,,,,,d,d,1
1045,fata1247,4,v,,v,,,,,v,v,1
1047,fata1247,4,z,,z,,,,,z,z,1
1037,fata1247,2,o,,o,,,,,o,o,1
1018,fata1247,1,b,,ibid.,,,,,b,b,1
1027,fata1247,1,g,,ibid.,,,,,g,g,1
1075,funa1237,35,uː,,uu,,,,,uu,uː,2
1053,funa1237,24,aː,,aa,,,,,aa,aː,2
1058,funa1237,17,eː,,ee,,,,,ee,eː,2
1062,funa1237,15,iː,,ii,,,,,ii,iː,2
1069,funa1237,8,oː,,oo,,,,,oo,oː,2
1056,funa1237,1,dʒ,,ibid.,,,,,j,dʒ,2
1052,funa1237,549,a,,ibid.,,,,,a,a,1
1074,funa1237,311,u,,u,,,,,u,u,1
1061,funa1237,278,i,,i,,,,,i,i,1
1066,funa1237,271,n,,ibid.,,,,,n,n,1
1064,funa1237,264,l,,ibid.,,,,,l,l,1
1063,funa1237,223,k,,ibid.,,,,,k,k,1
1073,funa1237,198,t,,ibid.,,,,,t,t,1
1050,funa1237,171,_,, ,space,,,, ,_,1
1057,funa1237,162,e,,e,,,,,e,e,1
1076,funa1237,162,ʔ,,ibid.,,,,,’,ʔ,1
1072,funa1237,159,s,,ibid.,,,,,s,s,1
1068,funa1237,137,o,,o,,,,,o,o,1
1054,funa1237,128,b,,ibid.,,,,,b,b,1
1065,funa1237,126,m,,ibid.,,,,,m,m,1
1060,funa1237,104,h,,ibid.,,,,,h,h,1
1055,funa1237,91,d,,ibid.,,,,,d,d,1
1067,funa1237,77,ŋ,,ibid.,,,,,ng,ŋ,1
1070,funa1237,51,p,,ibid.,,,,,p,p,1
1059,funa1237,31,f,,ibid.,,,,,f,f,1
1051,funa1237,27,+,,n./a.,,,,,n./a.,+,1
1071,funa1237,2,r,,ibid.,,,,,r,r,1
1081,hama1240,1,aː,,a,,,,,a,aː,2
1087,hama1240,1,eː,,e,,,,,e,eː,2
1093,hama1240,1,iː,,i,,,,,i,iː,2
1079,hama1240,186,a,,ibid.,,,,,a,a,1
1091,hama1240,89,i,,i,,,,,i,i,1
1105,hama1240,65,t,,ibid.,,,,,t,t,1
1088,hama1240,56,ɛ,,e,,,,,e,ɛ,1
1109,hama1240,50,ʔ,,ibid.,,,,,’,ʔ,1
1106,hama1240,50,u,,u,,,,,u,u,1
1098,hama1240,49,n,,ibid.,,,,,n,n,1
1100,hama1240,48,o,,o,,,,,o,o,1
1096,hama1240,47,l,,ibid.,,,,,l,l,1
1103,hama1240,47,r,,ibid.,,,,,r,r,1
1099,hama1240,45,ŋ,,ibid.,,,,,ng,ŋ,1
1090,hama1240,44,h,,ibid.,,,,,h,h,1
1097,hama1240,39,m,,ibid.,,,,,m,m,1
1082,hama1240,38,b,,ibid.,,,,,b,b,1
1089,hama1240,38,f,,ibid.,,,,,f,f,1
1084,hama1240,31,d,,ibid.,,,,,d,d,1
1102,hama1240,23,p,,ibid.,,,,,p,p,1
1107,hama1240,14,ʊ,,u,,,,,u,ʊ,1
1104,hama1240,10,s,,ibid.,,,,,s,s,1
1101,hama1240,10,ø,,ö,,,,,ö,ø,1
1095,hama1240,9,k,,ibid.,,,,,k,k,1
1078,hama1240,4,_,, ,space,,,, ,_,1
1086,hama1240,3,ə,,a,,,,,a,ə,1
1080,hama1240,2,ɑ,,ibid.,,,,,n./a.,ɑ,1
1085,hama1240,1,e,,e,,,,,e,e,1
1092,hama1240,1,ɪ,,i,,,,,i,ɪ,1
1083,hama1240,1,ɔ,,ibid.,,,,,n./a.,ɔ,1
1094,hama1240,1,j,,ibid.,,,,,y,j,1
1108,hama1240,1,v,,v,,,,,v,v,1
1115,idat1237,14,aː,,aa,,,,,aa,aː,2
1119,idat1237,13,ɔː,,oo,,,,,oo,ɔː,2
1122,idat1237,5,eː,,ee,,,,,ee,eː,2
1124,idat1237,5,ɛː,,ee,,,,,ee,ɛː,2
1128,idat1237,5,iː,,ii,,,,,ii,iː,2
1140,idat1237,4,uː,,uu,,,,,uu,uː,2
1116,idat1237,1,ɑː,,aa,,,,,aa,ɑː,2
1113,idat1237,163,a,,ibid.,,,,,a,a,1
1139,idat1237,125,u,,u,,,,,u,u,1
1133,idat1237,120,n,,ibid.,,,,,n,n,1
1127,idat1237,107,i,,i,,,,,i,i,1
1114,idat1237,81,ɑ,,ibid.,,,,,n./a.,ɑ,1
1130,idat1237,77,k,,ibid.,,,,,k,k,1
1136,idat1237,76,r,,ibid.,,,,,r,r,1
1131,idat1237,66,l,,ibid.,,,,,l,l,1
1138,idat1237,63,t,,ibid.,,,,,t,t,1
1137,idat1237,61,s,,ibid.,,,,,s,s,1
1126,idat1237,57,h,,ibid.,,,,,h,h,1
1132,idat1237,53,m,,ibid.,,,,,m,m,1
1142,idat1237,49,ʔ,,ibid.,,,,,’,ʔ,1
1121,idat1237,37,e,,e,,,,,e,e,1
1111,idat1237,34,_,, ,space,,,, ,_,1
1123,idat1237,27,ɛ,,e,,,,,e,ɛ,1
1135,idat1237,24,p,,ibid.,,,,,p,p,1
1118,idat1237,23,ɔ,,ibid.,,,,,n./a.,ɔ,1
1141,idat1237,23,w,,ibid.,,,,,w,w,1
1134,idat1237,22,o,,o,,,,,o,o,1
1120,idat1237,21,d,,ibid.,,,,,d,d,1
1117,idat1237,7,b,,ibid.,,,,,b,b,1
1129,idat1237,7,j,,ibid.,,,,,y,j,1
1112,idat1237,1,+,,n./a.,,,,,n./a.,+,1
1125,idat1237,1,g,,zero,,,,,zero,g,1
1149,indo1316-lexi,52,dʒ,,ibid.,,,,,j,dʒ,2
1167,indo1316-lexi,17,tʃ,,ibid.,,,,,c,tʃ,2
1146,indo1316-lexi,718,a,,ibid.,,,,,a,a,1
1169,indo1316-lexi,349,u,,u,,,,,u,u,1
1155,indo1316-lexi,273,i,,i,,,,,i,i,1
1157,indo1316-lexi,222,k,,ibid.,,,,,k,k,1
1168,indo1316-lexi,217,t,,ibid.,,,,,t,t,1
1151,indo1316-lexi,197,ə,,e,,,,,e,ə,1
1158,indo1316-lexi,186,l,,ibid.,,,,,l,l,1
1165,indo1316-lexi,183,r,,ibid.,,,,,r,r,1
1159,indo1316-lexi,172,m,,ibid.,,,,,m,m,1
1160,indo1316-lexi,166,n,,ibid.,,,,,n,n,1
1164,indo1316-lexi,165,p,,ibid.,,,,,p,p,1
1147,indo1316-lexi,161,b,,ibid.,,,,,b,b,1
1166,indo1316-lexi,145,s,,ibid.,,,,,s,s,1
1162,indo1316-lexi,126,ŋ,,ibid.,,,,,ng,ŋ,1
1144,indo1316-lexi,114,_,, ,space,,,, ,_,1
1148,indo1316-lexi,109,d,,ibid.,,,,,d,d,1
1154,indo1316-lexi,107,h,,ibid.,,,,,h,h,1
1153,indo1316-lexi,54,g,,ibid.,,,,,g,g,1
1163,indo1316-lexi,50,o,,o,,,,,o,o,1
1150,indo1316-lexi,48,e,,e,,,,,e,e,1
1145,indo1316-lexi,16,+,,n./a.,,,,,n./a.,+,1
1156,indo1316-lexi,14,j,,ibid.,,,,,y,j,1
1170,indo1316-lexi,13,w,,ibid.,,,,,w,w,1
1161,indo1316-lexi,11,ɲ,,ny,,,,,ny,ɲ,1
1171,indo1316-lexi,2,z,,z,,,,,z,z,1
1152,indo1316-lexi,1,f,,ibid.,,,,,f,f,1
1172,indo1316-lexi,1,ʔ,,zero,,,,,zero,ʔ,1
1181,kabo1247,14,dʒ,,ibid.,,,,,j,dʒ,2
1177,kabo1247,12,aː,,a,,,,,a,aː,2
1197,kabo1247,11,oː,,o,,,,,o,oː,2
1204,kabo1247,4,tʃ,,ibid.,,,,,c,tʃ,2
1208,kabo1247,3,uː,,u,,,,,u,uː,2
1185,kabo1247,2,eː,,e,,,,,e,eː,2
1202,kabo1247,2,tː,,t,,,,,t,tː,2
1203,kabo1247,2,tʲ,,t,,,,,t,tʲ,2
1176,kabo1247,1,ã,,a,,,,,a,ã,2
1183,kabo1247,1,ẽ,,e,,,,,e,ẽ,2
1188,kabo1247,1,i̥,,i,,,,,i,i̥,2
1206,kabo1247,1,u̥,,u,,,,,u,u̥,2
1175,kabo1247,278,a,,ibid.,,,,,a,a,1
1196,kabo1247,223,o,,o,,,,,o,o,1
1187,kabo1247,168,i,,i,,,,,i,i,1
1191,kabo1247,154,l,,ibid.,,,,,l,l,1
1182,kabo1247,146,e,,e,,,,,e,e,1
1210,kabo1247,139,ʔ,,ibid.,,,,,’,ʔ,1
1201,kabo1247,122,t,,ibid.,,,,,t,t,1
1205,kabo1247,116,u,,u,,,,,u,u,1
1209,kabo1247,84,w,,ibid.,,,,,w,w,1
1195,kabo1247,81,ŋ,,ibid.,,,,,ng,ŋ,1
1193,kabo1247,77,n,,ibid.,,,,,n,n,1
1174,kabo1247,72,_,, ,space,,,, ,_,1
1192,kabo1247,72,m,,ibid.,,,,,m,m,1
1178,kabo1247,71,b,,ibid.,,,,,b,b,1
1190,kabo1247,67,k,,ibid.,,,,,k,k,1
1199,kabo1247,65,r,,ibid.,,,,,r,r,1
1186,kabo1247,49,h,,ibid.,,,,,h,h,1
1198,kabo1247,41,p,,ibid.,,,,,p,p,1
1189,kabo1247,36,j,,ibid.,,,,,y,j,1
1180,kabo1247,31,d,,ibid.,,,,,d,d,1
1200,kabo1247,27,s,,ibid.,,,,,s,s,1
1184,kabo1247,13,ə,,a,,,,,a,ə,1
1194,kabo1247,10,ɲ,,ny,,,,,ny,ɲ,1
1207,kabo1247,4,ʊ,,u,,,,,u,ʊ,1
1179,kabo1247,3,ɔ,,ibid.,,,,,n./a.,ɔ,1
1215,kaer1234,17,aː,,aa,,,,,aa,aː,2
1242,kaer1234,12,uː,,uu,,,,,uu,uː,2
1222,kaer1234,8,ɛː,,ee,,,,,ee,ɛː,2
1226,kaer1234,7,iː,,ii,,,,,ii,iː,2
1218,kaer1234,4,dʒ,,ibid.,,,,,j,dʒ,2
1234,kaer1234,2,oː,,oo,,,,,oo,oː,2
1236,kaer1234,,qx,,q,,,,,q,qx,2
1214,kaer1234,506,a,,ibid.,,,,,a,a,1
1225,kaer1234,308,i,,i,,,,,i,i,1
1240,kaer1234,237,t,,ibid.,,,,,t,t,1
1241,kaer1234,235,u,,u,,,,,u,u,1
1233,kaer1234,234,o,,o,,,,,o,o,1
1238,kaer1234,196,r,,ibid.,,,,,r,r,1
1212,kaer1234,192,_,, ,space,,,, ,_,1
1232,kaer1234,152,ŋ,,ibid.,,,,,ng,ŋ,1
1230,kaer1234,145,m,,ibid.,,,,,m,m,1
1223,kaer1234,130,g,,ibid.,,,,,g,g,1
1228,kaer1234,130,k,,ibid.,,,,,k,k,1
1231,kaer1234,117,n,,ibid.,,,,,n,n,1
1216,kaer1234,114,b,,ibid.,,,,,b,b,1
1219,kaer1234,109,e,,e,,,,,e,e,1
1239,kaer1234,103,s,,ibid.,,,,,s,s,1
1229,kaer1234,83,l,,ibid.,,,,,l,l,1
1237,kaer1234,80,q,,q,,,,,q,q,1
1221,kaer1234,67,ɛ,,e,,,,,e,ɛ,1
1243,kaer1234,62,w,,ibid.,,,,,w,w,1
1227,kaer1234,57,j,,ibid.,,,,,y,j,1
1217,kaer1234,56,d,,ibid.,,,,,d,d,1
1244,kaer1234,56,x,,x,,,,,x,x,1
1235,kaer1234,53,p,,ibid.,,,,,p,p,1
1220,kaer1234,7,ə,,a,,,,,a,ə,1
1213,kaer1234,5,+,,n./a.,,,,,n./a.,+,1
1224,kaer1234,1,h,,ibid.,,,,,h,h,1
1245,kaer1234,1,y,j,y,,,,,y,y,1
1255,kafo1240,18,dʒ,,ibid.,,,,,j,dʒ,2
1251,kafo1240,4,ɑː,,ibid.,,,,,n./a.,ɑː,2
1265,kafo1240,3,iː,,ii,,,,,ii,iː,2
1283,kafo1240,2,ʊː,,óó,,,,,óó,ʊː,2
1250,kafo1240,1,aː,,aa,,,,,aa,aː,2
1259,kafo1240,1,ɛː,,ee,,,,,ee,ɛː,2
1275,kafo1240,1,oː,,oo,,,,,oo,oː,2
1282,kafo1240,1,uː,,u,,,,,u,uː,2
1249,kafo1240,237,ɑ,,ibid.,,,,,n./a.,ɑ,1
1263,kafo1240,105,i,,i,,,,,i,i,1
1279,kafo1240,76,t,,ibid.,,,,,t,t,1
1280,kafo1240,71,u,,u,,,,,u,u,1
1268,kafo1240,70,k,,ibid.,,,,,k,k,1
1269,kafo1240,63,l,,ibid.,,,,,l,l,1
1258,kafo1240,58,ɛ,,e,,,,,e,ɛ,1
1272,kafo1240,45,n,,ibid.,,,,,n,n,1
1270,kafo1240,42,m,,ibid.,,,,,m,m,1
1277,kafo1240,37,r,,ibid.,,,,,r,r,1
1281,kafo1240,36,ʊ,,ó,,,,,ó,ʊ,1
